ID	M	eM1	eM2	R	eR1	eR2	Teff	eTeff1	eTeff2	FeH	eFeH1	eFeH2	Ref	MH	eMH1	eMH2	logg	elogg1	elogg2	logg_from_M,R	L	eL1	eL2	L_from_SB	class	type	orbit_a(Rsol)	eOrbit_a	R/a	detached	well_detached	source	mode	database	logL	elogL1	elogL2	eTeff	elogg	eFeH	eL	elogL	eM	eR	percent_eL	percent_elogL	percent_eM	percent_eR	percent_eTeff	percent_elogg	percent_eFeH	logTeff	elogTeff1	elogTeff2	logM	elogM1	elogM2
KIC10987439_A	0.9862	0.0034	0.0034	0.932	0.015	0.015	6477.8	161.7	161.7	-0.158	0.012	0.012	NA	-0.03	0.05	0.05	4.493	0.014	0.014	0.0	1.37796	0.17054	0.13963	1.0	MS	NA	27.352	0.029	0.034074291	True	True	Helminiak19	EB	3	0.13923661087246963	0.050674598820335925	0.0464002165266723	161.7	0.014	0.012	0.155085	0.04853740767350411	0.0034	0.015	11.254680832535051	34.85965894269055	0.3447576556479416	1.6094420600858368	2.4962178517397877	0.31159581571333184	-7.594936708860759	3.8114275351781353	0.01070784006080272	0.01097853779621838	-0.006035001804881087	0.001494688425945293	0.0014998503870756073
KIC10987439_B	1.4215	0.0045	0.0045	1.512	0.031	0.031	6490.0	90.0	90.0	-0.158	0.012	0.012	NA	-0.03	0.05	0.05	4.232	0.018	0.018	0.0	3.55	0.25	0.25	0.0	MS	NA	27.352	0.029	0.055279321	True	True	Helminiak19	EB	3	0.5502283530550941	0.029555243561716016	0.03171441317720669	90.0	0.018	0.012	0.25	0.030634828369461353	0.0045	0.031	7.042253521126761	5.567657173492457	0.31656700668308124	2.0502645502645502	1.386748844375963	0.4253308128544423	-7.594936708860759	3.812244696800369	0.005981196813586553	0.006064722816482071	0.15274686402646093	0.001372661489385807	0.0013770137790005132
KIC11922782_A	1.067	0.01	0.01	1.501	0.057	0.057	5990.0	110.0	110.0	-0.223	0.012	0.012	NA	-0.22	0.06	0.06	4.114	0.033	0.033	0.0	2.61	0.27	0.27	0.0	MS	NA	12.056	0.034	0.124502322	True	True	Helminiak19	EB	3	0.41664050733828095	0.04275198042094991	0.04742464992813816	110.0	0.033	0.012	0.27	0.045088315174544036	0.01	0.057	10.344827586206897	10.82187506505115	0.9372071227741331	3.79746835443038	1.8363939899833055	0.8021390374331552	-5.381165919282511	3.7774268223893115	0.007903012621455652	0.008049496313172977	0.028164419424469872	0.004051283873511696	0.004089432117043629
KIC11922782_B	0.836	0.006	0.006	0.849	0.063	0.063	5862.8	122.6	122.6	-0.223	0.012	0.012	NA	-0.22	0.06	0.06	4.503	0.064	0.064	0.0	0.76724	0.07751	0.12605	1.0	MS	NA	12.056	0.034	0.070421367	True	True	Helminiak19	EB	3	-0.11506876333683225	0.04179696378376617	0.07794449618549773	122.6	0.064	0.012	0.10178	0.05987072998463195	0.006	0.063	13.26573171367499	52.03039317401614	0.7177033492822966	7.420494699646643	2.0911509858770554	1.4212747057517212	-5.381165919282511	3.7681050791791875	0.008988100122626186	0.009178054832922111	-0.07779372256098363	0.003105814060633122	0.00312818506294249
KIC9641031_A	1.2102	0.0076	0.0076	1.244	0.0023	0.0023	6260.0	120.0	120.0	-0.437	0.012	0.012	NA	-0.07	0.09	0.09	4.331	0.016	0.016	0.0	2.14	0.18	0.17	0.0	MS	NA	9.145	0.016	0.136030618	True	True	Helminiak19	EB	3	0.33041377334919086	0.035074211541708866	0.035947547187597906	120.0	0.016	0.012	0.175	0.035510879364653386	0.0076	0.0023	8.177570093457943	10.74739681845056	0.6279953726656752	0.18488745980707394	1.9169329073482428	0.36942969291156774	-2.745995423340961	3.7965743332104296	0.008246345510732667	0.008405962069261808	0.08285714859640905	0.0027188211220947195	0.0027359490869287573
KIC9641031_B	0.9512	0.0039	0.0039	0.9	0.024	0.024	5490.0	240.0	240.0	-0.437	0.012	0.012	NA	-0.07	0.09	0.09	4.508	0.023	0.023	0.0	0.66	0.13	0.11	0.0	MS	NA	9.145	0.016	0.098414434	True	True	Helminiak19	EB	3	-0.1804560644581313	0.07808315574857276	0.0791812460476248	240.0	0.023	0.012	0.12	0.07863220089809878	0.0039	0.024	18.18181818181818	43.57415259731695	0.4100084104289318	2.6666666666666665	4.371584699453552	0.5102040816326531	-2.745995423340961	3.739572344450092	0.018582277517297907	0.019413041044134882	-0.021728158389364812	0.0017770034543215935	0.0017843043054452355
KIC4851217_B	0.489	0.064	0.058	0.448	0.061	0.05	3749.0	98.0	58.0	-0.002	0.016	0.016	LAMOST_DR11	0.076	0.011	0.011	4.825	0.03	0.011	0.0	0.04	0.02	0.01	0.0	MS	M	1349.0	14.0	0.000332098	True	True	Jennings24	TEB	3	-1.3979400086720375	0.17609125905568113	0.12493873660830013	78.0	0.020499999999999997	0.016	0.015	0.15051499783199063	0.061	0.0555	37.5	10.766913951834828	12.474437627811861	12.388392857142856	2.0805548146172312	0.4248704663212435	-800.0	3.5739154404215507	0.011206745885264713	0.0067713952258934285	-0.3106911408763798	0.05341627218107797	0.054831588962888644
NGC_2506_V5_A	0.945	0.004	0.003	0.68	0.04	0.04	5690.0	140.0	120.0	-0.36	0.01	0.01	NA	NA	NA	NA	4.75	0.05	0.05	1.0	0.43668	0.05233	0.06132	1.0	MS	NA	9.04	0.1	0.075221239	True	True	Knudstrup20	EB	3	-0.35983669836613974	0.049154438676699164	0.065715311198425	130.0	0.05	0.01	0.056825	0.05743487493756208	0.0035	0.04	13.012961436292022	15.961372255344884	0.3703703703703704	5.88235294117647	2.2847100175746924	1.0526315789473684	-2.7777777777777777	3.7551122663950713	0.010556288363942734	0.00925707122134245	-0.024568191490737076	0.0018344039180297235	0.0013809057163855776
NGC_2506_V5_B	0.707	0.004	0.003	0.61	0.021	0.016	4940.0	110.0	60.0	-0.36	0.01	0.01	NA	NA	NA	NA	4.72	0.03	0.02	1.0	0.19965	0.01913	0.01405	1.0	MS	NA	9.04	0.1	0.067477876	True	True	Knudstrup20	EB	3	-0.6997306854696437	0.03973830346631668	0.031691342647513054	85.0	0.025	0.01	0.01659	0.03571482305691487	0.0035	0.018500000000000003	8.30954169797145	5.10408129849899	0.4950495049504951	3.032786885245902	1.7206477732793521	0.5296610169491526	-2.7777777777777777	3.693726948923647	0.009564429195014323	0.0053071269209366	-0.1505805862031006	0.002450186932866888	0.0018467546547872027
PTFEB132.707+19.810_A	0.3953	0.002	0.002	0.363	0.008	0.008	3260.0	70.0	70.0	0.14	0.04	0.04	NA	NA	NA	NA	4.92	0.02	0.02	1.0	0.0137	0.001	0.001	0.0	MS	M3.5±0.2	11.77	0.01	0.030832796	True	True	Kraus17	EB	3	-1.8632794328435933	0.030596767591769547	0.03291684620044988	70.0	0.02	0.04	0.001	0.03175680689610971	0.002	0.008	7.299270072992701	1.704350208365952	0.5059448520111308	2.203856749311295	2.147239263803681	0.4065040650406504	28.57142857142857	3.513217600067939	0.009226633438380816	0.00942691701075793	-0.4030731856570294	0.002191750712392193	0.00220286793322394
PTFEB132.707+19.810_B	0.2098	0.0014	0.0014	0.272	0.012	0.012	3120.0	80.0	80.0	0.14	0.04	0.04	NA	NA	NA	NA	4.89	0.04	0.04	1.0	0.005	0.0015	0.0015	0.0	MS	M4.3±0.7	11.77	0.01	0.023103362	True	True	Kraus17	EB	3	-2.3010299956639813	0.11394335230683694	0.15490195998574308	80.0	0.04	0.04	0.0015	0.13442265614629	0.0014	0.012	30.0	5.841847190153696	0.667302192564347	4.411764705882352	2.5641025641025643	0.8179959100204499	28.57142857142857	3.494154594018443	0.010995384301462963	0.011281010409688985	-0.678194516142461	0.0028884300042355537	0.002907769230052204
EPIC201367296	1.15	0.04	0.04	1.73	0.04	0.04	5718.0	71.0	71.0	0.21	0.08	0.08	NA	NA	NA	NA	4.018	0.013	0.013	NA	2.7	0.342211612	0.342211612	NA	MS	G	NA	NA	NA	NA	NA	lund16	A	1	0.43136376415898736	0.0518256555275996	0.05885893967128658	71.0	0.013	0.08	0.342211612	0.05534229759944309	0.04	0.04	12.674504148148147	12.829612080964138	3.4782608695652177	2.3121387283236996	1.24169289961525	0.3235440517670483	38.095238095238095	3.75724415102197	0.005359398544833471	0.0054263632850908294	0.06069784035361165	0.01484912103891909	0.015374861566954265
EPIC201367904	1.3	0.05	0.05	2.08	0.05	0.05	6251.0	78.0	78.0	-0.02	0.08	0.08	NA	NA	NA	NA	3.916	0.013	0.013	NA	6.664	0.597819169	0.597819169	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.8237349883987312	0.037310441680309836	0.04081963604510375	78.0	0.013	0.08	0.597819169	0.03906503886270679	0.05	0.05	8.970875885354141	4.742428015428337	3.846153846153846	2.4038461538461537	1.247800351943689	0.3319713993871297	-400.0	3.7959494989028033	0.005385596771743106	0.005453221935693975	0.11394335230683679	0.016390416188169346	0.01703333929878037
EPIC201820830	1.29	0.08	0.08	1.74	0.05	0.05	6420.0	71.0	71.0	-0.07	0.11	0.11	NA	NA	NA	NA	4.063	0.016	0.016	NA	4.555	0.353974438	0.353974438	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.658488381309017	0.03250238933954863	0.03513305720930837	71.0	0.016	0.11	0.353974438	0.0338177232744285	0.08	0.05	7.771118287596049	5.135659828530588	6.201550387596899	2.8735632183908044	1.1059190031152648	0.3937976864385922	-157.14285714285714	3.807535028068853	0.004776581062270857	0.004829700994501085	0.11058971029924898	0.02613085685715781	0.02780433998279891
EPIC201860743	1.14	0.05	0.05	1.88	0.03	0.03	5926.0	78.0	78.0	-0.02	0.11	0.11	NA	NA	NA	NA	3.945	0.014	0.014	NA	4.119	0.374560309	0.374560309	NA	MS	G	NA	NA	NA	NA	NA	lund16	A	1	0.6147917919564175	0.0377987828652	0.04140495184677839	78.0	0.014	0.11	0.374560309	0.039601867355989195	0.05	0.03	9.093476790483127	6.4415087960049675	4.385964912280702	1.595744680851064	1.3162335470806614	0.35487959442332073	-550.0	3.772761647144032	0.005679036427200579	0.005754283194228105	0.05690485133647256	0.018642110056058182	0.019478353395848975
EPIC204356572	1.18	0.07	0.07	1.5	0.04	0.04	6316.0	78.0	78.0	-0.07	0.08	0.08	NA	NA	NA	NA	4.157	0.015	0.015	NA	3.422	0.297267427	0.297267427	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.5342800052050815	0.036177401412783916	0.03946715057785766	78.0	0.015	0.08	0.297267427	0.03782227599532079	0.07	0.04	8.686949941554644	7.079111257551711	5.9322033898305095	2.6666666666666665	1.2349588347055098	0.36083714216983404	-114.28571428571428	3.8004421213362565	0.005330510599412808	0.005396750915131587	0.07188200730612536	0.02502800570193106	0.026559028519467974
EPIC204506926	1.08	0.05	0.05	1.41	0.02	0.02	5705.0	78.0	78.0	0.38	0.08	0.08	NA	NA	NA	NA	4.172	0.013	0.013	NA	2.374	0.207373528	0.207373528	NA	MS	G	NA	NA	NA	NA	NA	lund16	A	1	0.3754807146185724	0.036370137430863314	0.03969666953408241	78.0	0.013	0.08	0.207373528	0.03803340348247286	0.05	0.02	8.735194945240101	10.129256177939428	4.62962962962963	1.4184397163120568	1.3672217353198948	0.31160115052732507	21.05263157894737	3.7562556487542333	0.005897543549361117	0.005978733600240815	0.03342375548694973	0.019654687996470036	0.020586530781777513
EPIC204550630	1.17	0.04	0.04	1.37	0.03	0.03	6199.0	65.0	65.0	-0.13	0.08	0.08	NA	NA	NA	NA	4.228	0.014	0.014	NA	3.635	0.304111216	0.304111216	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.5605044151950566	0.034893827562102464	0.03794428304469333	65.0	0.014	0.08	0.304111216	0.036419055303397896	0.04	0.03	8.36619576341128	6.497550120229471	3.418803418803419	2.18978102189781	1.0485562187449589	0.33112582781456956	-61.53846153846153	3.7923216363515735	0.004530112698313715	0.004577864705106904	0.06818586174616162	0.014599508570288453	0.015107418262741937
EPIC204624076	1.22	0.05	0.05	1.83	0.04	0.04	6381.0	71.0	71.0	-0.13	0.11	0.11	NA	NA	NA	NA	4.0	0.014	0.014	NA	6.112	0.47828118	0.47828118	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.7861833455676335	0.032720598968305925	0.03538817809888006	71.0	0.014	0.11	0.47828118	0.034054388533592994	0.05	0.04	7.825281086387434	4.331608997517663	4.098360655737705	2.1857923497267757	1.1126782635950478	0.35000000000000003	-84.61538461538461	3.8048887446223913	0.004805614094532729	0.004859385378257031	0.08635983067474821	0.017443890281208657	0.018173968928586595
EPIC204926239	1.44	0.05	0.05	2.45	0.05	0.05	6225.0	71.0	71.0	0.1	0.08	0.08	NA	NA	NA	NA	3.817	0.012	0.012	NA	6.714	0.596776978	0.596776978	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.8269813369119937	0.036982198640418296	0.04042702259723707	71.0	0.012	0.08	0.596776978	0.038704610618827684	0.05	0.05	8.88854599344653	4.680227822716461	3.4722222222222223	2.0408163265306123	1.140562248995984	0.3143830233167409	80.0	3.794139355767774	0.004925363583234255	0.004981863856334368	0.15836249209524964	0.01482377631702439	0.015347691841154587
EPIC205962429	1.15	0.04	0.04	1.79	0.04	0.04	6082.0	65.0	65.0	-0.24	0.08	0.08	NA	NA	NA	NA	3.99	0.012	0.012	NA	4.372	0.372936225	0.372936225	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.6406801532776651	0.03555022632722349	0.03872182318522066	65.0	0.012	0.08	0.372936225	0.037136024756222075	0.04	0.04	8.530105786825251	5.796343864600352	3.4782608695652177	2.2346368715083798	1.0687273923051628	0.3007518796992481	-33.333333333333336	3.7840464158081133	0.004616797312744225	0.004666404316457484	0.06069784035361165	0.01484912103891909	0.015374861566954265
EPIC205974115	1.15	0.04	0.04	1.36	0.03	0.03	6121.0	71.0	71.0	-0.07	0.08	0.08	NA	NA	NA	NA	4.23	0.012	0.012	NA	3.386	0.460929318	0.460929318	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.5296869537729164	0.05542725304739693	0.06355058884815812	71.0	0.012	0.08	0.460929318	0.059488920947777524	0.04	0.03	13.612797341996455	11.230958309250937	3.4782608695652177	2.205882352941176	1.1599411860807058	0.2836879432624113	-114.28571428571428	3.7868223794991875	0.005008568175648431	0.005067004846718515	0.06069784035361165	0.01484912103891909	0.015374861566954265
EPIC205995584	1.31	0.07	0.07	1.71	0.04	0.04	6433.0	71.0	71.0	-0.07	0.08	0.08	NA	NA	NA	NA	4.082	0.013	0.013	NA	4.784	0.382916107	0.382916107	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.6797911709803545	0.03344023916938066	0.0362315238626002	71.0	0.013	0.08	0.382916107	0.03483588151599043	0.07	0.04	8.004099226588629	5.124497493215775	5.34351145038168	2.3391812865497075	1.1036841287113321	0.3184713375796179	-114.28571428571428	3.8084135514003683	0.0047669811856434485	0.004819886629023884	0.11727129565576427	0.022607790745472284	0.02384961049352921
EPIC206009487	1.03	0.05	0.05	1.49	0.04	0.04	5926.0	71.0	71.0	-0.24	0.08	0.08	NA	NA	NA	NA	4.101	0.012	0.012	NA	1.949	0.164977136	0.164977136	NA	MS	G	NA	NA	NA	NA	NA	lund16	A	1	0.28981183911762143	0.03528844670963649	0.03841142313278373	71.0	0.012	0.08	0.164977136	0.03684993492121011	0.05	0.04	8.464706824012314	12.715124072710639	4.854368932038835	2.684563758389262	1.1981100236247046	0.29261155815654716	-33.333333333333336	3.772761647144032	0.0051724016937471085	0.005234747735650025	0.012837224705172217	0.020586530781777513	0.02161114901267737
EPIC206064678	1.01	0.04	0.04	0.98	0.02	0.02	5562.0	71.0	71.0	0.26	0.11	0.11	NA	NA	NA	NA	4.453	0.013	0.013	NA	0.9558	0.088951639	0.088951639	NA	MS	G	NA	NA	NA	NA	NA	lund16	A	1	-0.01963297381522487	0.03864603494995755	0.04242389380746342	71.0	0.013	0.11	0.088951639	0.040534964378710486	0.04	0.02	9.306511717932622	206.46370111937222	3.9603960396039604	2.0408163265306123	1.2765192376842862	0.2919380193128228	42.30769230769231	3.7452309845281406	0.005508766707210011	0.005579540818763995	0.004321373782642578	0.016867925287295513	0.01754963951639774
EPIC206064711	1.27	0.05	0.05	1.57	0.03	0.03	6563.0	71.0	71.0	-0.18	0.08	0.08	NA	NA	NA	NA	4.147	0.011	0.011	NA	3.997	0.308407549	0.308407549	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.6017341482601049	0.03228011970246647	0.03487347515840822	71.0	0.011	0.08	0.308407549	0.033576797430437344	0.05	0.03	7.715975706780085	5.58000531090409	3.937007874015748	1.910828025477707	1.081822337345726	0.2652519893899204	-44.44444444444444	3.8171024042569233	0.00467306292654035	0.0047238931027289155	0.10380372095595687	0.016770210249893017	0.017443890281208657
EPIC206070413	1.23	0.07	0.07	1.52	0.04	0.04	6446.0	71.0	71.0	-0.13	0.08	0.08	NA	NA	NA	NA	4.16	0.014	0.014	NA	3.855	0.316837613	0.316837613	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.5860243823869757	0.03430301296901106	0.037246621037795635	71.0	0.014	0.08	0.316837613	0.03577481700340335	0.07	0.04	8.218874526588845	6.104663573499537	5.691056910569107	2.6315789473684212	1.1014582686937635	0.33653846153846156	-61.53846153846153	3.8092903011763157	0.0047574198192839035	0.004810112070322781	0.08990511143939793	0.02403824086743886	0.02544712221247948
EPIC206078331	0.94	0.04	0.04	1.13	0.03	0.03	5809.0	78.0	78.0	-0.18	0.11	0.11	NA	NA	NA	NA	4.306	0.012	0.012	NA	1.423	0.123992981	0.123992981	NA	MS	G	NA	NA	NA	NA	NA	lund16	A	1	0.15320490008428433	0.03628344314327722	0.03959340235634273	78.0	0.012	0.11	0.123992981	0.03793842274980998	0.04	0.03	8.71349128601546	24.7631914703371	4.25531914893617	2.6548672566371683	1.3427440179032535	0.2786809103576405	-61.111111111111114	3.7641013764762286	0.005792659335940531	0.0058709680184789725	-0.026872146400301365	0.018098222092796212	0.018885344160373806
EPIC206088888	1.08	0.06	0.06	1.3	0.03	0.03	5965.0	71.0	71.0	-0.02	0.08	0.08	NA	NA	NA	NA	4.242	0.012	0.012	NA	2.132	0.179668843	0.179668843	NA	MS	G	NA	NA	NA	NA	NA	lund16	A	1	0.3287872003545347	0.03513841920422517	0.038233715169551485	71.0	0.012	0.08	0.179668843	0.03668606718688833	0.06	0.03	8.427244043151969	11.157997375606275	5.555555555555555	2.3076923076923075	1.190276613579212	0.2828854314002829	-400.0	3.775610448006361	0.005138783097191624	0.005200316492454338	0.03342375548694973	0.02348109584952291	0.024823583725032163
EPIC206094605	1.4	0.11	0.11	2.01	0.07	0.07	6537.0	78.0	78.0	0.04	0.08	0.08	NA	NA	NA	NA	3.979	0.014	0.014	NA	6.616	0.579248511	0.579248511	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.8205954965444903	0.03645030174094388	0.03979219863990602	78.0	0.014	0.08	0.579248511	0.03812125019042495	0.11	0.07	8.755267699516324	4.645559273838657	7.857142857142858	3.482587064676618	1.193207893529142	0.3518471977883891	200.0	3.815378484965918	0.005151363557601929	0.005213200422768516	0.146128035678238	0.03284891161493142	0.035538325378989113
EPIC206107253	1.16	0.03	0.03	1.31	0.02	0.02	6290.0	65.0	65.0	-0.18	0.08	0.08	NA	NA	NA	NA	4.267	0.01	0.01	NA	2.481	0.208415083	0.208415083	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.3946267642722091	0.03503107192076865	0.03810664430537486	65.0	0.01	0.08	0.208415083	0.036568858113071756	0.03	0.02	8.400446715034262	9.266694868127841	2.586206896551724	1.5267175572519083	1.0333863275039745	0.2343566908835247	-44.44444444444444	3.798650645445269	0.0044649094447577475	0.004511289677495256	0.06445798922691845	0.01108897216561229	0.011379545743498767
EPIC206108325	1.3	0.05	0.05	2.15	0.05	0.05	6433.0	71.0	71.0	-0.18	0.11	0.11	NA	NA	NA	NA	3.887	0.014	0.014	NA	7.835	3.439729669	3.439729669	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.894039000804609	0.15806713691443142	0.25105340930128683	71.0	0.014	0.11	3.439729669	0.20456027310785913	0.05	0.05	43.902101710274415	22.880464154668964	3.846153846153846	2.3255813953488373	1.1036841287113321	0.3601749421147415	-61.111111111111114	3.8084135514003683	0.0047669811856434485	0.004819886629023884	0.11394335230683679	0.016390416188169346	0.01703333929878037
EPIC206189649	1.17	0.06	0.06	2.0	0.05	0.05	6082.0	78.0	78.0	-0.18	0.11	0.11	NA	NA	NA	NA	3.907	0.012	0.012	NA	8.906	1.59769483	1.59769483	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.9496826907952042	0.07165940465747622	0.08586601707366315	78.0	0.012	0.11	1.59769483	0.07876271086556969	0.06	0.05	17.93953323602066	8.293581806742079	5.128205128205129	2.5	1.2824728707661954	0.3071410289224469	-61.111111111111114	3.7840464158081133	0.005534296356312307	0.005605732236880545	0.06818586174616162	0.02171924969323631	0.022862882959504234
EPIC206201061	1.41	0.1	0.1	1.97	0.06	0.06	6589.0	71.0	71.0	-0.02	0.11	0.11	NA	NA	NA	NA	3.997	0.013	0.013	NA	5.989	0.544008622	0.544008622	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.7773543130842088	0.037758918270237474	0.041357116685709294	71.0	0.013	0.11	0.544008622	0.039558017477973384	0.1	0.06	9.083463382868592	5.088801439979682	7.092198581560284	3.0456852791878175	1.0775534982546668	0.3252439329497123	-550.0	3.8188195075475364	0.0046547216227645904	0.004705151418411102	0.14921911265537988	0.029757834637789554	0.03194781699961567
EPIC206245055	0.88	0.04	0.04	0.93	0.02	0.02	5835.0	71.0	71.0	-0.35	0.08	0.08	NA	NA	NA	NA	4.444	0.012	0.012	NA	1.027	0.088155323	0.088155323	NA	MS	G	NA	NA	NA	NA	NA	lund16	A	1	0.01157044359727816	0.035764918158056574	0.03897669531570197	71.0	0.012	0.08	0.088155323	0.03737080673687927	0.04	0.02	8.583770496592015	322.98508196928947	4.545454545454546	2.150537634408602	1.2167952013710368	0.27002700270027	-22.857142857142858	3.766040860381389	0.005252582247670556	0.005316888239437212	-0.05551732784983137	0.019305155195386656	0.020203386088286986
EPIC206289767	1.36	0.08	0.08	2.06	0.06	0.06	6368.0	78.0	78.0	0.04	0.11	0.11	NA	NA	NA	NA	3.94	0.013	0.013	NA	6.726	0.567887631	0.567887631	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.8277568629786168	0.03520220534757601	0.038309253632062945	78.0	0.013	0.11	0.567887631	0.03675572948981948	0.08	0.06	8.443170249776985	4.440401660646693	5.88235294117647	2.912621359223301	1.2248743718592965	0.3299492385786802	275.0	3.8040030547296126	0.005287246446703087	0.005352409284343551	0.13353890837021754	0.024823583725032183	0.026328938722349163
EPIC206368174	1.32	0.08	0.08	1.78	0.05	0.05	6212.0	65.0	65.0	0.1	0.06	0.06	NA	NA	NA	NA	4.05	0.013	0.013	NA	4.479	0.385317387	0.385317387	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.6511810624446879	0.03584084159255574	0.039066894065929	65.0	0.013	0.06	0.385317387	0.03745386782924237	0.08	0.05	8.602754789015405	5.751682594796551	6.0606060606060606	2.8089887640449436	1.0463618802318093	0.3209876543209877	60.0	3.7932314470565207	0.004520681594189835	0.004568233935663191	0.12057393120584989	0.02555410447238818	0.027152246043614825
EPIC206371648	0.83	0.03	0.03	0.93	0.02	0.02	5549.0	65.0	65.0	-0.24	0.08	0.08	NA	NA	NA	NA	4.421	0.016	0.016	NA	1.218	0.192773285	0.192773285	NA	MS	G	NA	NA	NA	NA	NA	lund16	A	1	0.08564728829685654	0.06380993879234707	0.07482737394313627	65.0	0.016	0.08	0.192773285	0.06931865636774168	0.03	0.02	15.827034893267651	80.93502753698489	3.6144578313253013	2.150537634408602	1.1713822310326185	0.36190907034607556	-33.333333333333336	3.744214724814166	0.005057683484254394	0.0051172786966908745	-0.08092190762392612	0.015420358867493836	0.015988105384130327
EPIC206453540	1.42	0.08	0.08	1.87	0.05	0.05	6524.0	78.0	78.0	-0.02	0.11	0.11	NA	NA	NA	NA	4.044	0.011	0.011	NA	6.053	0.502935082	0.502935082	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.781970673912552	0.034663970548330925	0.037672610904418424	78.0	0.011	0.11	0.502935082	0.036168290726374674	0.08	0.05	8.308856467867175	4.625274570132969	5.633802816901409	2.6737967914438503	1.195585530349479	0.27200791295746785	-550.0	3.8145139523682383	0.005161567626054353	0.005223651191922585	0.15228834438305647	0.02380291467262477	0.025183546018248876
HIP_41378	1.22	0.03	0.02	1.3	0.009	0.009	6290.0	77.0	77.0	-0.05	0.1	0.1	NA	NA	NA	NA	4.298	0.004	0.004	0.0	2.38333	0.12682	0.1192	1.0	MS	F	NA	NA	NA	NA	NA	Lund19	A	3	0.3771841796761236	0.02251549488293203	0.022282820471825282	77.0	0.004	0.1	0.12301	0.022399157677378656	0.025	0.009	5.161265959812531	5.9385199285431645	2.0491803278688523	0.6923076923076922	1.2241653418124006	0.09306654257794324	-200.0	3.798650645445269	0.005284204418572802	0.005349291832154268	0.08635983067474821	0.010550182333308206	0.007178584627123397
HD24465_A	1.337	0.008	0.008	1.444	0.004	0.004	6250.0	100.0	100.0	0.3	0.15	0.15	NA	NA	NA	NA	4.245	0.0036	0.0036	0.0	2.86648	0.18792	0.1798	1.0	MS	F8	18.3	0.04	0.078907104	True	True	MartinDec24	EB	3	0.45734891596245075	0.027576995087140843	0.028132973574768183	100.0	0.0036	0.15	0.18386	0.027854984330954513	0.008	0.004	6.414138595071306	6.090532492536063	0.5983545250560958	0.2770083102493075	1.6	0.08480565371024734	50.0	3.7958800173440754	0.006893707947900118	0.007004901568658628	0.12613140726198435	0.002590877076442427	0.0026064263192523696
HD24465_B	0.2302	0.00092	0.00092	0.24235	0.00069	0.00069	3114.0	32.0	32.0	0.3	0.15	0.15	NA	NA	NA	NA	5.029	0.007	0.007	0.0	0.00498	0.00021	0.0002	1.0	MS	M	18.3	0.04	0.013243169	True	True	MartinDec24	EB	3	-2.3027706572402824	0.01793801508874049	0.01780144614759882	32.0	0.007	0.15	0.000205	0.017869730618169655	0.00092	0.00069	4.116465863453816	0.7760100017769611	0.3996524761077324	0.28471219310913964	1.027617212588311	0.13919268244183736	50.0	3.4933186082321015	0.004440110055166535	0.004485973849701175	-0.637894680706227	0.0017322095423675243	0.0017391462405037528
CM_Dra_A	0.22507	0.00024	0.00024	0.25113	0.00016	0.00016	3130.0	70.0	70.0	-0.3	0.12	0.12	NA	NA	NA	NA	4.994	0.007	0.007	0.0	0.00552	0.0005	0.00046	0.0	MS	M4.5	3.7404	0.0014	0.067139338	True	True	MartinFeb24	EB	3	-2.258060922270801	0.037657413528625394	0.03778856088939975	70.0	0.007	0.12	0.00048	0.03772298720901257	0.00024	0.00016	8.695652173913045	1.6705920923992055	0.10663349180255033	0.06371202166208736	2.236421725239617	0.14016820184221068	-40.0	3.4955443375464483	0.009605640773457491	0.009822911064868212	-0.6476823890631732	0.00046285663449852077	0.0004633504580742187
CM_Dra_B	0.21017	0.00028	0.00028	0.23732	0.00014	0.00014	3120.0	70.0	70.0	-0.3	0.12	0.12	NA	NA	NA	NA	5.009	0.006	0.006	0.0	0.00486	0.00067	0.00059	0.0	MS	M4.5	3.7404	0.0014	0.06344725	True	True	MartinFeb24	EB	3	-2.3133637307377066	0.05608886204240493	0.056208394237269754	70.0	0.006	0.12	0.00063	0.05614862813983734	0.00028	0.00014	12.962962962962964	2.42714223421892	0.13322548413189322	0.05899207820664082	2.2435897435897436	0.11978438810141744	-40.0	3.494154594018443	0.009636089038738138	0.009854754671656973	-0.6774292757687239	0.0005782058527650236	0.0005789766840116339
