ID	M	eM1	eM2	R	eR1	eR2	Teff	eTeff1	eTeff2	FeH	eFeH1	eFeH2	Ref	MH	eMH1	eMH2	logg	elogg1	elogg2	logg_from_M,R	L	eL1	eL2	L_from_SB	class	type	orbit_a(Rsol)	eOrbit_a	R/a	detached	well_detached	source	mode	database	logL	elogL1	elogL2	eTeff	elogg	eFeH	eL	elogL	eM	eR	percent_eL	percent_elogL	percent_eM	percent_eR	percent_eTeff	percent_elogg	percent_eFeH	logTeff	elogTeff1	elogTeff2	logM	elogM1	elogM2
KIC4638884	1.522	0.050803543	0.046861498	1.928	0.026907248	0.025612497	6662.0	57.0	57.0	0.008	0.099	0.099	NA	NA	NA	NA	4.05	0.006708204	0.006708204	NA	6.055	0.488982164	0.488982164	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.782114147479071	0.03372795949120422	0.036569553805882005	57.0	0.006708204	0.099	0.488982164	0.03514875664854311	0.048832520500000004	0.026259872500000003	8.075675706028077	4.494069920846647	3.208444185282523	1.3620265819502078	0.8555989192434704	0.16563466666666668	1237.5	3.823604628355158	0.003700012734576763	0.0037318064046121258	0.18241465243455401	0.014259826374727336	0.013581853930239113
KIC4739932	1.166	0.058591808	0.063071388	1.805	0.047010637	0.047927028	5876.0	111.0	111.0	0.008	0.1	0.1	NA	NA	NA	NA	3.991	0.016155494	0.016155494	NA	4.034	0.323248424	0.323248424	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1	0.6057358938767466	0.03347642761437086	0.03627401330422997	111.0	0.016155494	0.1	0.323248424	0.034875220459300416	0.060831598	0.0474688325	8.013099256321269	5.757496098852072	5.217118181818182	2.629852216066482	1.8890401633764466	0.40479814582811324	1250.0	3.769081787118219	0.008127471027465916	0.008282475487501273	0.06669855042299526	0.021292799440482055	0.024151147155799933
KIC4755204	1.19	0.102459748	0.065863495	1.645	0.043863424	0.039357337	6073.0	70.0	70.0	-0.072	0.1	0.1	NA	NA	NA	NA	4.084	0.012083046	0.012083046	NA	2.924	0.263173003	0.263173003	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.4659773682858228	0.03742826977499303	0.04096072999552308	70.0	0.012083046	0.1	0.263173003	0.039194499885258055	0.0841616215	0.0416103805	9.00044469904241	8.411245385036983	7.0724051680672275	2.52950641337386	1.1526428453811954	0.2958630264446621	-138.88888888888889	3.7834032811225633	0.004977234196999802	0.005034937766689396	0.07554696139253074	0.035870065039834004	0.02472791015175918
KIC4756112	1.378	0.073	0.071505245	2.619	0.090476516	0.08579627	6182.0	60.0	60.0	-0.209	0.1	0.1	NA	NA	NA	NA	3.739	0.019416488	0.020396078	NA	11.38	1.040684239	1.040684239	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	1.0561422620590524	0.03800325914678626	0.04165046324838273	60.0	0.019906283	0.1	1.040684239	0.039826861197584495	0.0722526225	0.08813639300000001	9.144852715289982	3.770975050268147	5.243296262699565	3.365268919434899	0.9705596894208994	0.5323959079967906	-47.84688995215311	3.791129000727286	0.004194763602027862	0.004235675465970257	0.13924921757160696	0.022418194866128865	0.023141547005491717
KIC4841753	1.314	0.056035703	0.053600373	2.149	0.07940403	0.074632433	5966.0	67.0	67.0	0.127	0.1	0.1	NA	NA	NA	NA	3.891	0.02236068	0.023345235	NA	6.304	0.560000153	0.560000153	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1	0.799616204481499	0.03696108003966514	0.04040178481533585	67.0	0.0228529575	0.1	0.560000153	0.038681432427500495	0.054818038	0.0770182315	8.883251157994923	4.837499816875645	4.171844596651446	3.5839102605863196	1.1230305062018102	0.5873286430223593	78.74015748031496	3.7756832490260437	0.004850076290360494	0.004904852856896014	0.11859536522376199	0.018136519752971952	0.018087099245971433
KIC4842436	1.089	0.060440053	0.062008064	1.57	0.056920998	0.054083269	5688.0	63.0	63.0	0.139	0.1	0.1	NA	NA	NA	NA	4.082	0.023769729	0.023769729	NA	2.791	0.254711365	0.254711365	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1	0.44575983648863104	0.03792890738096477	0.04156116083776129	63.0	0.023769729	0.1	0.254711365	0.03974503410936303	0.0612240585	0.0555021335	9.126168577570764	8.916243873033796	5.622043939393939	3.535167738853503	1.1075949367088607	0.5823059529642333	71.94244604316546	3.75495958772171	0.004783779876015082	0.004837060938309712	0.03702787975577494	0.023458446584459558	0.0254608462504652
KIC4947253	1.173	0.055072679	0.056824291	2.006	0.048332184	0.048332184	5953.0	59.0	59.0	-0.196	0.1	0.1	NA	NA	NA	NA	3.901	0.013	0.013	NA	5.318	0.474089941	0.474089941	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1	0.7257483329955482	0.03708696407764478	0.040552262364878966	59.0	0.013	0.1	0.474089941	0.03881961322126187	0.055948485	0.048332184	8.914816491162092	5.3489083551914955	4.769691815856778	2.4093810568295115	0.9910969259197043	0.3332478851576519	-51.0204081632653	3.774735882551753	0.004283089363117387	0.0043257510378467146	0.06929801211552926	0.019926057584268755	0.021565445253693694
KIC5084157	1.102	0.082298238	0.073573093	1.378	0.048301139	0.045650849	5803.0	83.0	83.0	0.125	0.1	0.1	NA	NA	NA	NA	4.201	0.01118034	0.01118034	NA	2.351	0.197037741	0.197037741	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1	0.37125262912493934	0.03495322726468941	0.038014539657701185	83.0	0.01118034	0.1	0.197037741	0.0364838834611953	0.0779356655	0.046975994	8.381018332624416	9.827239081697442	7.072201950998185	3.4089981132075473	1.4302946751680166	0.2661352059033564	80.0	3.7636525705645303	0.006167687199061689	0.006256541771505919	0.04218159451576628	0.031279488620822624	0.03000816383708927
KIC5214711	1.255	0.076485293	0.070724819	1.868	0.073409809	0.06977822	6194.0	54.0	54.0	-0.025	0.1	0.1	NA	NA	NA	NA	3.993	0.023769729	0.023769729	NA	5.291	0.438711511	0.438711511	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.7235377615320568	0.03459499440830516	0.03759114793269236	54.0	0.023769729	0.1	0.438711511	0.03609307117049876	0.073605056	0.0715940145	8.291655849555848	4.988415683249675	5.86494470119522	3.8326560224839397	0.8718114304165321	0.595284973703982	-400.0	3.791971201020768	0.0037698198484759082	0.0038028298796000115	0.09864372581705691	0.025692647958864293	0.02519109800449494
KIC5253542	1.077	0.061400326	0.061400326	1.191	0.026400758	0.026400758	5770.0	96.0	96.0	0.203	0.1	0.1	NA	NA	NA	NA	4.318	0.013	0.013	NA	1.463	0.123674067	0.123674067	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1	0.16524432612531087	0.03524339745310556	0.03835804808392018	96.0	0.013	0.1	0.123674067	0.03680072276851287	0.061400326	0.026400758	8.453456390977443	22.270490994411226	5.701051624883937	2.2166883291351804	1.6637781629116117	0.301065308012969	49.26108374384236	3.7611758131557314	0.007166245488801959	0.007286481695897962	0.03221570329798157	0.024079308145762875	0.0254931505015981
KIC5344612	1.298	0.07566373	0.10878419	1.746	0.060827625	0.060827625	6359.0	84.0	84.0	-0.123	0.1	0.1	NA	NA	NA	NA	4.063	0.020396078	0.020396078	NA	4.715	0.390669341	0.390669341	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.6734816970733472	0.034570988046452755	0.037562802289611175	84.0	0.020396078	0.1	0.390669341	0.036066895168031965	0.09222396	0.060827625	8.285670010604454	5.355289583185809	7.105081664098613	3.483827319587629	1.320962415474131	0.5019955205513168	-81.30081300813008	3.8033888249836134	0.005699306362732859	0.005775094830537508	0.11327469246435044	0.0246057388915399	0.03801401817588562
KIC5353186	1.362	0.210582525	0.087709749	2.187	0.104709121	0.06726812	6166.0	55.0	55.0	0.073	0.1	0.1	NA	NA	NA	NA	3.893	0.012649111	0.012649111	NA	7.67	0.655138126	0.655138126	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.884795363948981	0.035596083858441596	0.038776239967381	55.0	0.012649111	0.1	0.655138126	0.0371861619129113	0.149146137	0.0859886205	8.541566179921773	4.202798005964182	10.950524008810572	3.93180706447188	0.8919883230619526	0.3249193680965836	136.986301369863	3.7900035203904894	0.0038566809521802803	0.003891236670662934	0.13417710757676637	0.06243633777214852	0.028908747041658994
KIC5371516	1.454	0.070092796	0.127945301	2.049	0.035355339	0.058600341	6350.0	81.0	81.0	0.075	0.1	0.1	NA	NA	NA	NA	3.976	0.01	0.014317821	NA	5.834	0.497365294	0.497365294	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.7659664247857139	0.03553094648205224	0.03869894853224809	81.0	0.0121589105	0.1	0.497365294	0.037114947507150164	0.09901904850000001	0.04697784	8.525287864244087	4.845505795836079	6.810113376891335	2.2927203513909227	1.2755905511811023	0.30580760814889335	133.33333333333334	3.8027737252919755	0.005504784290792486	0.00557545545301652	0.162564406523019	0.020447003763922028	0.040002967685102545
KIC5431016	1.336	0.175559107	0.084314886	2.142	0.081394103	0.046227697	6601.0	62.0	62.0	-0.264	0.101	0.101	NA	NA	NA	NA	3.903	0.019235384	0.012727922	NA	8.646	0.791074601	0.791074601	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.936815231197633	0.03802215700493761	0.041673166450093446	62.0	0.015981653	0.101	0.791074601	0.039847661727515526	0.1299369965	0.0638109	9.149602139717787	4.253524110253195	9.725823091317366	2.9790336134453783	0.9392516285411301	0.40947099666922876	-38.25757575757576	3.819609732751585	0.004060080516551601	0.00409839538882073	0.1258064581395269	0.053618676068352744	0.02831137084041231
KIC5512589	1.132	0.041146081	0.044777226	1.658	0.024839485	0.025612497	5789.0	56.0	56.0	0.032	0.1	0.1	NA	NA	NA	NA	4.052	0.00781025	0.00781025	NA	2.979	0.248201743	0.248201743	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1	0.4740705032150436	0.03475561221459034	0.037780886234584865	56.0	0.00781025	0.1	0.248201743	0.0362682492245876	0.0429616535	0.025225991000000003	8.331713427324607	7.650391445707796	3.795199072438163	1.5214711097708085	0.9673518742442564	0.19275049358341564	312.5	3.7626035495668035	0.004180965931055436	0.0042216077921284345	0.053846426852252584	0.0155056672940646	0.017527885888170773
KIC5516982	1.263	0.045276926	0.044418465	1.472	0.019416488	0.019416488	6444.0	50.0	50.0	-0.065	0.1	0.1	NA	NA	NA	NA	4.203	0.007211103	0.007211103	NA	3.568	0.306744936	0.306744936	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.5524248457040855	0.03581827364570367	0.03904007923304886	50.0	0.007211103	0.1	0.306744936	0.037429176439376266	0.0448476955	0.019416488	8.59711143497758	6.775433206967986	3.5508864212193196	1.3190548913043478	0.7759155803848541	0.1715703783012134	-153.84615384615384	3.8091555317471806	0.0033567525428019884	0.0033828998115112974	0.10140335055533072	0.015296331280130707	0.015548757522144838
KIC5530375	1.404	0.064350602	0.061854668	2.753	0.06574192	0.064845971	6210.0	55.0	55.0	-0.226	0.1	0.1	NA	NA	NA	NA	3.706	0.012369317	0.012369317	NA	8.503	1.208243273	1.208243273	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.92957217907655	0.057702654542972964	0.06656136590166128	55.0	0.012369317	0.1	1.208243273	0.062132010222317124	0.063102635	0.0652939455	14.20961158414677	6.683936075199662	4.494489672364673	2.3717379404286234	0.8856682769726248	0.33376462493254183	-44.24778761061947	3.79309160017658	0.0038294751535890015	0.0038635429092450657	0.14736710779378645	0.019462657823182572	0.019567562550778544
KIC5543462	1.033	0.061294372	0.058821765	1.298	0.057974132	0.053160135	6246.0	54.0	54.0	-0.372	0.102	0.102	NA	NA	NA	NA	4.224	0.029274562	0.030265492	NA	2.252	0.188741772	0.188741772	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.3525683861793086	0.034953447753331535	0.03801480048571282	54.0	0.029770027	0.102	0.188741772	0.03648412411952218	0.0600580685	0.0555671335	8.381073357015987	10.348098567455548	5.813946611810262	4.280981009244992	0.8645533141210374	0.7047828361742423	-27.419354838709676	3.7956019798941796	0.003738569559402105	0.0037710322193436063	0.014100321519620545	0.02503384411421785	0.0254618991426155
KIC5636956	1.464	0.072422372	0.127137721	2.055	0.055461698	0.064621978	6369.0	60.0	60.0	0.094	0.1	0.1	NA	NA	NA	NA	3.975	0.012165525	0.013152946	NA	7.338	0.637729562	0.637729562	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.8655777074199291	0.036192712241456704	0.03948537526226725	60.0	0.012659235500000001	0.1	0.637729562	0.03783904375186198	0.0997800465	0.060041838	8.690781711638047	4.371536307774228	6.815576946721311	2.9217439416058393	0.9420631182289213	0.3184713333333334	106.38297872340425	3.8040712488856614	0.004072176875829836	0.004110721479678059	0.16554107672237306	0.020969545622243402	0.039454407344508474
KIC5683538	1.22	0.058600341	0.061032778	2.302	0.101651365	0.093962759	6366.0	73.0	73.0	-0.557	0.102	0.102	NA	NA	NA	NA	3.798	0.02745906	0.029427878	NA	6.302	0.483941956	0.483941956	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.7994783988379808	0.032131741720644036	0.03470034915568532	73.0	0.028443469	0.102	0.483941956	0.03341604543816468	0.059816559500000005	0.097807062	7.679180514122502	4.179730870369225	4.9029966803278695	4.248786359687228	1.1467169337103362	0.748906503422854	-18.312387791741468	3.8038666342849843	0.004951790807139922	0.0050089025374986385	0.08635983067474821	0.020374985248530347	0.022288677287362668
KIC5773155	1.429	0.077833155	0.079208585	1.896	0.052153619	0.052153619	6317.0	55.0	55.0	0.138	0.1	0.1	NA	NA	NA	NA	4.036	0.013152946	0.013152946	NA	5.469	0.4588635	0.4588635	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.7379079233746387	0.03499027127961141	0.03805836509437477	55.0	0.013152946	0.1	0.4588635	0.03652431818699309	0.07852086999999999	0.052153619	8.39026330224904	4.949712156492125	5.49481245626312	2.7507183016877637	0.8706664555960107	0.32589063429137766	72.46376811594202	3.800510876894368	0.003764890234726259	0.0037978136134713125	0.15503222879097026	0.023032938670134118	0.0247655671948043
KIC5773345	1.508	0.04482187	0.047201695	2.024	0.018384776	0.019849433	6214.0	61.0	61.0	0.255	0.1	0.1	NA	NA	NA	NA	4.003	0.006324555	0.006324555	NA	5.275	0.432457782	0.432457782	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.7222224639697303	0.034220243733103395	0.03714904831848631	61.0	0.006324555	0.1	0.432457782	0.03568464602579485	0.0460117825	0.0191171045	8.198251791469195	4.940949334316256	3.0511792108753317	0.944520973320158	0.9816543289346636	0.15799537846615036	39.21568627450981	3.7933712489189557	0.004242481234120188	0.004284333830927078	0.17840134153375525	0.012720297508989148	0.013811085265748063
KIC5950854	0.956	0.049203658	0.047634021	1.233	0.021400935	0.020615528	5913.0	61.0	61.0	-0.238	0.1	0.1	NA	NA	NA	NA	4.236	0.008602325	0.008602325	NA	1.875	0.157345852	0.157345852	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1	0.27300127206373764	0.034996343376018535	0.038065549550929834	61.0	0.008602325	0.1	0.157345852	0.036530946463474184	0.0484188395	0.021008231500000002	8.391778773333334	13.381236720005209	5.064732165271966	1.703830616382806	1.0316252325384745	0.20307660528800756	-42.016806722689076	3.771807878999106	0.004457339269003491	0.004503561545832646	-0.019542107723899943	0.021796168072536357	0.022197032040216287
KIC5961597	1.465	0.068593003	0.077620873	1.923	0.04494441	0.04494441	6492.0	53.0	53.0	0.051	0.1	0.1	NA	NA	NA	NA	4.035	0.012649111	0.013601471	NA	6.678	0.526709025	0.526709025	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.824646414718352	0.032970031030038816	0.03568014374272532	53.0	0.013125291	0.1	0.526709025	0.03432508738638207	0.07310693800000001	0.04494441	7.887227088948788	4.16240060876338	4.990234675767918	2.3372028081123246	0.8163894023413432	0.3252860223048327	196.07843137254903	3.8123785111541943	0.003531139732580346	0.0035600860620701447	0.16583762469012828	0.01987249372094338	0.023642468400704386
KIC6047087	1.096	0.061587336	0.06074537	1.315	0.027730849	0.026832816	6189.0	61.0	61.0	-0.188	0.1	0.1	NA	NA	NA	NA	4.239	0.011661904	0.011661904	NA	2.129	0.17638538	0.17638538	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.32817566143832255	0.03456787324074018	0.037559124716150305	61.0	0.011661904	0.1	0.17638538	0.03606349897844524	0.061166353	0.0272818325	8.284893377172383	10.989083962042391	5.580871624087591	2.0746640684410647	0.9856196477621587	0.2751097900448219	-53.191489361702125	3.791620482692814	0.004259534651261276	0.004301726068266731	0.039810554148350386	0.023743212809034353	0.02476337266149347
KIC6049366	1.212	0.06726812	0.065795137	1.822	0.086648716	0.08005623	6220.0	62.0	62.0	-0.143	0.099	0.099	NA	NA	NA	NA	3.998	0.029427878	0.030413813	NA	4.637	0.392941598	0.392941598	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.6662370958958044	0.03532584665245331	0.03845574434891941	62.0	0.0299208455	0.099	0.392941598	0.03689079550068636	0.0665316285	0.08335247300000001	8.474047832650422	5.53718724579333	5.489408292079207	4.574778979143798	0.9967845659163987	0.7483953351675837	-69.23076923076924	3.7937903846908188	0.004307547371667386	0.004350700123639584	0.0835026198302674	0.02345895735602488	0.024240373124707323
KIC6129877	1.115	0.067675697	0.070178344	1.328	0.038483763	0.038483763	6064.0	72.0	72.0	-0.048	0.1	0.1	NA	NA	NA	NA	4.238	0.015811388	0.016763055	NA	2.353	0.200690222	0.200690222	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.3716219271760213	0.035546286410877814	0.03871714847448038	72.0	0.016287221499999997	0.1	0.200690222	0.037131717442679096	0.0689270205	0.038483763	8.529121206969824	9.991799387308864	6.181795560538117	2.8978737198795175	1.187335092348285	0.38431386267107115	-208.33333333333334	3.782759192623997	0.0051261583169273095	0.005187387932587217	0.04727486738417948	0.025590805128815175	0.02823270174583976
KIC6232600	1.132	0.059076222	0.059076222	1.312	0.024698178	0.024698178	6435.0	70.0	70.0	-0.294	0.1	0.1	NA	NA	NA	NA	4.255	0.01029563	0.01029563	NA	2.61	0.199951275	0.199951275	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.41664050733828095	0.03205828189701343	0.03461468435481563	70.0	0.01029563	0.1	0.199951275	0.03333648312591453	0.059076222	0.024698178	7.660968390804599	8.00125828832284	5.218747526501767	1.8824830792682925	1.0878010878010878	0.24196545240893066	-34.013605442176875	3.8085485512404054	0.004698749657199741	0.004750143250731309	0.053846426852252584	0.022093127858722396	0.023277556675496434
KIC6287060	1.157	0.079881162	0.07823682	1.488	0.047010637	0.045276926	6020.0	53.0	53.0	-0.016	0.1	0.1	NA	NA	NA	NA	4.155	0.017464249	0.018384776	NA	3.112	0.27140541	0.27140541	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.4930395883176513	0.036314451083401644	0.039630332732513984	53.0	0.0179245125	0.1	0.27140541	0.037972391907957814	0.079058991	0.0461437815	8.72125353470437	7.701692279422659	6.833102074330164	3.1010605846774197	0.8803986710963455	0.4313962093862816	-625.0	3.7795964912578244	0.0038067898647389242	0.003840453413726408	0.06333335895174956	0.028994616209378946	0.03040724411835214
KIC6370489	1.211	0.058137767	0.061522354	2.002	0.03482815	0.03748333	6302.0	80.0	80.0	-0.452	0.1	0.1	NA	NA	NA	NA	3.918	0.008602325	0.008602325	NA	5.209	0.448219507	0.448219507	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.7167543574326971	0.03584867278894632	0.03907619966676201	80.0	0.008602325	0.1	0.448219507	0.03746243622785417	0.059830060500000004	0.036155740000000006	8.604713131119217	5.226677150877576	4.94055	1.8059810189810195	1.269438273563948	0.21955908626850432	-22.123893805309734	3.799478398837981	0.0054784010195105814	0.005548392065296337	0.08314414314305227	0.020364624893630195	0.02264361322130916
KIC6520835	1.328	0.058796258	0.057489129	2.144	0.03482815	0.034058773	6146.0	50.0	50.0	0.032	0.1	0.1	NA	NA	NA	NA	3.898	0.010630146	0.010630146	NA	7.205	0.572534042	0.572534042	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.8576339851500081	0.03320793552695889	0.03595895556321671	50.0	0.010630146	0.1	0.572534042	0.0345834455450878	0.058142693499999995	0.0344434615	7.946343400416378	4.032424804042582	4.378214871987951	1.606504734141791	0.8135372600065083	0.2727076962544895	312.5	3.7885925559203595	0.0035188531668088885	0.00354759758881551	0.12319807503199871	0.018814586094743	0.019219689632139894
KIC6529109	1.19	0.052430907	0.056603887	1.828	0.031064449	0.032756679	5806.0	90.0	90.0	0.072	0.099	0.099	NA	NA	NA	NA	3.989	0.01	0.01	NA	3.483	0.301768722	0.301768722	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1	0.5419534744582363	0.036085871510476375	0.03935823065487676	90.0	0.01	0.099	0.301768722	0.037722051082676566	0.054517396999999995	0.031910564	8.66404599483204	6.960385505487424	4.581293865546218	1.7456544857768055	1.550120564932828	0.25068939583855604	137.50000000000003	3.763877031495655	0.006680443355340238	0.006784811376722377	0.07554696139253074	0.018725285072817774	0.02116524250433418
KIC6530901	1.3	0.050249378	0.053037722	1.559	0.023430749	0.024207437	6374.0	53.0	53.0	0.018	0.1	0.1	NA	NA	NA	NA	4.165	0.01	0.01	NA	3.626	0.303046764	0.303046764	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.5594277997594899	0.034859398109656325	0.03790357027435631	53.0	0.01	0.1	0.303046764	0.03638148419200632	0.051643549999999996	0.023819093	8.357605184776615	6.503338627012727	3.9725807692307686	1.5278443232841565	0.8315029808597427	0.24009603841536614	555.5555555555555	3.804412059137714	0.0035962407726861656	0.0036262688099513163	0.11394335230683679	0.016470633586235142	0.018090036522149536
KIC6592305	1.362	0.056586217	0.05375872	2.248	0.041048752	0.039408121	6132.0	55.0	55.0	0.06	0.1	0.1	NA	NA	NA	NA	3.868	0.01029563	0.01029563	NA	6.92	0.596243014	0.596243014	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.8401060944567578	0.03589471874036532	0.039130922264751566	55.0	0.01029563	0.1	0.596243014	0.03751282050255844	0.0551724685	0.0402284365	8.616228526011561	4.465247990709502	4.050842033773862	1.7895211966192166	0.8969341161121983	0.2661745087900724	166.66666666666669	3.7876021461823375	0.0038779698376631977	0.003912909835021239	0.13417710757676637	0.017678628346063374	0.01748925891798024
KIC6593620	0.985	0.0560803	0.054378304	1.581	0.043462628	0.041629317	5791.0	60.0	60.0	-0.26	0.1	0.1	NA	NA	NA	NA	4.033	0.015231546	0.015231546	NA	2.585	0.222583045	0.222583045	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1	0.4124605474299613	0.03587206361283052	0.039103996542480035	60.0	0.015231546	0.1	0.222583045	0.03748803007765528	0.055229302	0.0425459725	8.610562669245649	9.088876575285301	5.60703573604061	2.691079854522454	1.0360904852357107	0.37767284899578474	-38.46153846153846	3.762753564933374	0.004476533177344422	0.00452315647562429	-0.006563769502388274	0.024047998054161315	0.02466305728075904
KIC6605673	1.135	0.089537702	0.060539243	1.65	0.039	0.032649655	6222.0	60.0	60.0	-0.258	0.1	0.1	NA	NA	NA	NA	4.058	0.014317821	0.011661904	NA	3.612	0.307113151	0.307113151	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.5577477416414682	0.03544006078675632	0.038591146714254454	60.0	0.012989862500000001	0.1	0.307113151	0.03701560375050539	0.0750384725	0.0358248275	8.502578931339977	6.63662100030515	6.611319162995595	2.171201666666667	0.9643201542912246	0.32010503942828983	-38.75968992248062	3.7939300067726847	0.004167925289801477	0.004208312791762925	0.05499586152914153	0.03297629952692835	0.023805303339263728
KIC6612225	1.186	0.065	0.068117545	1.783	0.049040799	0.049819675	6374.0	54.0	54.0	-0.337	0.1	0.1	NA	NA	NA	NA	4.009	0.01118034	0.01118034	NA	5.549	0.478999686	0.478999686	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.7442147248141658	0.03595849620592162	0.039206738583697054	54.0	0.01118034	0.1	0.478999686	0.03758261739480934	0.0665587725	0.049430237	8.632180320778518	5.049969604430213	5.612038153456999	2.7723071789119467	0.8471917163476623	0.2788810177101521	-29.673590504451038	3.804412059137714	0.003663808953592973	0.003694980855328822	0.07408468902824378	0.02317262066517614	0.02568854900975548
KIC6671492	1.413	0.065115282	0.066603303	2.445	0.049648766	0.047010637	6103.0	103.0	103.0	0.067	0.1	0.1	NA	NA	NA	NA	3.81	0.012529964	0.012529964	NA	8.403	0.73916899	0.73916899	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.9244343635432307	0.036614881275557565	0.03998844370364607	103.0	0.012529964	0.1	0.73916899	0.03830166248960182	0.0658592925	0.0483297015	8.796489230036892	4.1432538642112755	4.660954883227176	1.9766749079754604	1.6876945764378175	0.32887044619422573	149.25373134328356	3.785543369956593	0.007268401291554039	0.007392119572949607	0.1501421618485586	0.019566145271148916	0.0209691242970369
KIC6689943	1.178	0.064031242	0.074625733	1.479	0.038275318	0.039115214	6011.0	54.0	54.0	-0.002	0.1	0.1	NA	NA	NA	NA	4.168	0.012083046	0.013	NA	3.222	0.274607079	0.274607079	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.5081255360831992	0.03552129639489232	0.038687499979706386	54.0	0.012541522999999999	0.1	0.274607079	0.03710439818729935	0.06932848750000001	0.038695266000000006	8.52287644320298	7.302210881451148	5.885270585738541	2.6163127789046654	0.8983530194643154	0.300900263915547	-5000.0	3.778946727968617	0.003884077233974992	0.003919127869772332	0.07114529045108281	0.022987229751439006	0.028422439368624153
KIC6766513	1.271	0.052345009	0.053740115	2.054	0.033970576	0.033970576	6594.0	77.0	77.0	-0.397	0.102	0.102	NA	NA	NA	NA	3.916	0.008062258	0.008062258	NA	6.876	0.643260767	0.643260767	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.8373358680150148	0.03883927834876966	0.042656910870844555	77.0	0.008062258	0.102	0.643260767	0.040748094609807106	0.053042562	0.033970576	9.355159496800464	4.866397841812794	4.173293627065303	1.6538741966893868	1.167728237791932	0.20587992849846778	-25.69269521410579	3.8191489428071344	0.005041997845448787	0.005101221811534717	0.10414555055400815	0.017527533218842595	0.01876224054739485
KIC6837853	1.146	0.075742986	0.077987178	1.376	0.051	0.049244289	5886.0	57.0	57.0	0.154	0.1	0.1	NA	NA	NA	NA	4.218	0.020615528	0.021587033	NA	2.122	0.177657336	0.177657336	NA	MS	G	NA	NA	NA	NA	NA	serenelli17	A	1	0.32674537956532185	0.034917748551768324	0.03797257372296681	57.0	0.0211012805	0.1	0.177657336	0.036445161137367565	0.076865082	0.05012214449999999	8.372164750235628	11.153994338298384	6.707249738219896	3.6425977107558136	0.9683995922528033	0.5002674371740161	64.93506493506493	3.769820257763592	0.004185472494617315	0.004226202444146843	0.05918461763137114	0.027795236800788388	0.03060815099649236
KIC6853020	1.515	0.098081599	0.134525091	2.092	0.070830784	0.070830784	6437.0	56.0	56.0	0.125	0.1	0.1	NA	NA	NA	NA	3.973	0.018681542	0.019646883	NA	7.406	0.598470002	0.598470002	NA	MS	F	NA	NA	NA	NA	NA	serenelli17	A	1	0.8695837077134237	0.03374887366033086	0.03659414393907656	56.0	0.0191642125	0.1	0.598470002	0.03517150879970371	0.116303345	0.070830784	8.080880394274912	4.044637507318005	7.676788448844885	3.385792734225621	0.8699704831443219	0.4823612509438711	80.0	3.808683509128969	0.0037618937437868816	0.0037947645065776747	0.1804126328383238	0.027243704233888943	0.04038411536675329
