ID,Teff,logg,FeH,logL,eTeff,elogg,eFeH,elogL,M,R,eM,eR
ASAS_J231922-0852.2_A,0.3419492668840658,-0.48500604201962716,-1.47619801130273,0.3591007798229,0.02263101586842151,0.018578778292272165,0.32883524532365704,0.01866442527721251,-0.04949204804270335,0.2502335188024316,0.0033270349930758854,0.007451471328464241
EPIC206453540,0.6523553175133829,-0.5593211551887175,0.2619311425508856,0.6645479148396207,0.09389464030515306,0.04087331224299876,0.5167410997943181,0.052833810740371495,0.8953858899908481,0.6786931201891259,0.2661627994460708,0.09314339160580302
KIC3230227_B,2.642199425518742,0.11694637464999073,-0.2782981890522652,1.0643899804889554,0.036113323194289636,0.21922958384881155,0.023488231808832645,0.061184793665875876,1.9267667378443727,0.3247482320870741,0.5655959488229005,0.14902942656928483
KIC8241455,0.33696562828325344,-1.443671001900871,-0.08569468821983751,0.9439209108519439,0.0794493110274372,0.04489764654586521,0.46506698981488637,0.05361440120015847,0.7722855952470407,1.7200362383420031,0.2037754486331318,0.09067645627893627
ASAS_J085002+1752.5_A,0.6974367826342543,-0.09856745354036575,0.3089076061685509,0.420490834008216,0.11057899562091487,0.05202057921836206,1.268364517676963,0.08524978742125276,0.5826446006417154,0.12169563838642355,0.0033270349930758854,0.02049154615327666
CM_Dra_A,-3.433265313200585,2.9706467203429945,-1.0534098387437423,-3.7762606158321335,0.08426442078667583,0.02601028960918103,0.5637175634119834,0.055104875755410024,-3.080188034285319,-2.337047727188601,0.0007984883983382124,0.0002980588531385697
UX_Men B,0.20214255502457212,0.4142068273263457,0.5437899242568773,-0.010378190687568144,0.12037774398096546,0.03715755658454433,0.46976463617665287,0.047158546650924386,0.15013005154184994,-0.4297132399199304,0.023289244951531198,0.024217281817508783
KIC8420801,0.6306873235968091,-0.42555395148435615,0.6847193151098733,0.5005289906805926,0.08787575310610479,0.06874147968140702,0.7046469542649793,0.05559486311434238,0.6624934404755367,0.4365203020140378,0.4824200739960034,0.13040074824812423
UCAC4_625-128029_B,-0.5859584970444102,-1.198431128442879,-0.1373687981992693,0.21711264138792166,0.05291805625403242,0.49047974691598517,0.09395292723533058,0.3809360861581488,-0.5485472970040859,0.7438934943131879,0.023289244951531198,0.46012835453266693
EPIC206070413,0.5584606772082299,-0.12829349880800126,-0.2548099572434326,0.3783140598847159,0.08546819822648548,0.05202057921836206,0.3758117089413223,0.05225903333747872,0.2632492413064301,0.026689378948504594,0.232892449515312,0.07451471328464242
KIC4755204,0.10945169215922872,-0.41069092885054004,0.017653531739026146,0.2029521310904998,0.08426442078667583,0.04489764654586521,0.46976463617665287,0.057254427771207046,0.13016784158339462,0.25954785796301216,0.2800086598045078,0.0775146393155594
KIC8179536,0.5247549088935596,0.3027341575727117,0.5015111070009786,0.1342758321289349,0.06018887199048273,0.023296219929621425,0.46976463617665287,0.05404042147779349,0.4595443058979072,-0.26019226719736854,0.14446332450630023,0.029826114195645917
KIC11922782_B,-0.14358232568876045,1.1462106920418693,-0.6916910688877197,-0.6458267504392838,0.14758311412066366,0.23780836214108372,0.05637175634119835,0.08745779115818869,-1.0476025459654688,-1.2232949364013719,0.01996220995845531,0.1173606734233118
KIC4841753,-0.019352493900404322,-1.1278317709322443,0.9524851577305653,0.6903241017638577,0.08065308846724686,0.08491600614304368,0.46976463617665287,0.05650495057956195,0.5427201807248048,1.1984332453495066,0.1823815306777636,0.14347478594781787
KIC9880787,0.11065546959903838,-1.1092529926399726,-1.1191768878084738,0.5701333755056353,0.06741153662934066,0.03825604542985322,0.4791599289001859,0.0544900253446472,0.056973071735725064,0.946946088013838,0.18162767944441,0.07332453727247654
KIC11389393,0.23103321358000384,-0.6522150466500763,1.0135545604335303,0.5094245880003326,0.0794493110274372,0.058664127390339084,0.46976463617665287,0.05048709153174243,0.8388262951085584,0.7438934943131879,0.37434059865361224,0.13746369520435275
KIC11460626,0.23344076845962314,-1.198431128442879,-0.3205770063081639,0.7548568425978689,0.07463420126819859,0.0721469251533126,0.46506698981488637,0.05680989348644036,0.44956320091867985,1.2412792054881763,0.19074252432249048,0.12713376334766294
KIC7611858,-0.0675035914927905,-0.28063948080463436,0.45453464338331334,0.18646737980308897,0.06981909150895997,0.10364647644431658,0.46506698981488637,0.05615460837871956,-0.07610832798731046,0.06394673559082584,0.2849122752062351,0.11316793262794476
*_mu._Her,-0.38168950328311035,-0.648499290991624,1.5302956602278484,0.1369297556641968,0.019260439036954475,0.03715755658454433,0.04697646361766529,0.004815329152308932,-0.23247897266187684,0.33592543907977046,0.053232559889214166,0.013040074824812422
KIC11453915,0.753472622457394,0.6111418772244304,-0.20783349362576725,0.006700159940788128,0.06981909150895997,0.0445890679014532,0.7046469542649793,0.05296489658710377,0.3297899411679479,-0.5321709706863136,0.24952762448069138,0.05588603496348181
TYC_1332-131-1_B,0.04217257104826673,-0.07998867524809398,-0.010532346431573053,0.1844601125656301,0.154480758850773,0.4941955025744396,0.028185878170599175,0.3252635089535874,0.526085005759425,0.08443828174410231,0.046578489903062396,0.2961959853064536
AD_Boo A,0.7137479669436754,-0.07998867524809398,0.8256487059628691,0.4585891296935111,0.14445329277715854,0.029726045267635465,0.7046469542649793,0.051737030375118766,0.8754236800323928,0.20179895516741442,0.029943314937682965,0.026080149649624844
EPIC204624076,0.48021514362060236,-0.7228144041607111,-0.2548099572434326,0.6707016891116683,0.08546819822648548,0.05202057921836206,0.5167410997943181,0.04974587083129417,0.22997889137567126,0.6041784069044834,0.16635174965379426,0.07451471328464242
KIC6671492,0.14556501535351835,-1.4288079792670532,0.6706263760245736,0.8726556098442267,0.12398907630039442,0.04655828463323034,0.46976463617665287,0.05595019135204917,0.8720966450393173,1.7498421236558601,0.2191161707667202,0.09003184626012131
GJ_1245_A,-3.6776321334819446,3.698934829400066,0.027048824462559146,-4.642092365904682,0.13121174093925236,0.14863022633817732,0.46976463617665287,0.14055175381630614,-3.429759601007803,-2.5328910223789625,0.0033270349930758854,0.013040074824812422
KIC7530690,1.027933878733995,0.4327856056186174,0.16797821531555504,0.3004984589547435,0.07463420126819859,0.050162701389134846,0.7046469542649793,0.05295411819426669,0.6624934404755367,-0.3086268308323862,0.2661627994460708,0.07451471328464242
TIC431925451_A,1.2121118270248723,0.2061245104528972,-0.5836452025670896,0.5094245880003326,0.15769484461506475,0.18578778292272166,0.09395292723533058,0.03949249261792701,0.9153480999493034,-0.03292239167920939,0.26283576445299495,0.16765810489044541
KIC9955598,-0.7644907291425805,1.097905868481962,1.0182522067952966,-0.8485190398684227,0.40206166489642464,0.07431511316908866,0.12683645176769628,0.16154790705296782,-1.1008351058546828,-1.1841747119269346,0.09981104979227655,0.03725735664232121
KIC9273544,0.17204811902933076,-0.3066497704138142,-0.6775981298024202,0.2457373808935138,0.066207759189531,0.04830482355990763,0.7046469542649793,0.05524234142100307,-0.0361839080703998,0.08257541391198646,0.3992441991691062,0.13040074824812423
EPIC219568666_B,-1.786738531028939,1.8410570001728492,0.6847193151098733,-1.677068608068162,0.05414590924263826,0.08174662448599752,0.14092939085299586,0.06702802980277017,-1.3902871502522849,-1.6126343133136285,0.006654069986151771,0.013040074824812422
KIC4842436,-0.3540026221674883,-0.4181224401674481,1.0088569140717638,0.17341882367790093,0.07583797870800824,0.08832250503167843,0.46976463617665287,0.058058635557041084,-0.20586269271726973,0.11983277055430769,0.20369458504762508,0.10339313911096117
KIC9778067,0.5428115704907044,-1.0535166577631554,-2.129170855588278,0.6340612996813539,0.10833996958286891,0.069640083166825,0.4791599289001859,0.05361339213001695,0.1268408065903191,0.9171402026999814,0.22195127868330736,0.12096182980127115
V443_Cyg_A,0.8642201469198821,0.35475473679107467,-0.6447146052700544,0.23348743600738603,0.4213221039333791,0.5647948600850738,0.11744115904416322,0.24044266761816918,0.16343819151415348,-0.3831415441170286,0.665406998615177,0.3725735664232121
KIC8938364,-0.02055627134021398,-0.06884140827273026,-0.48969227533175896,-0.08199541811223371,0.07463420126819859,0.02902098063144374,0.46976463617665287,0.05610765213841585,-0.3788685123572159,-0.24156358887620832,0.1635120703911266,0.04364838859448555
EPIC211563123_A,-0.01216594258474038,-1.4659655358515984,-0.7433651788671516,0.5394845278509568,0.012988758575546173,0.14863022633817732,0.04697646361766529,0.14737146084400202,-0.009567628125792696,1.0717582327656143,0.029943314937682965,0.19560112237218633
KIC8077137,0.10824791471941907,-0.5147320872872626,0.20555938620968728,0.2567953090180928,0.09028330798572409,0.04273119007222598,0.3387520989321515,0.048729911079920654,-0.11270571291114485,0.23533057614550312,0.1480530571918769,0.02514871573356681
KIC8176564,0.15278767999237627,-0.20260861197709162,-0.23601937179636642,0.1631067546740517,0.061392649430292386,0.03363851303064848,0.3387520989321515,0.053759603529343385,0.0769352816941804,0.037866585941200966,0.18860281496146358,0.051886426059175476
ASASSN-V_J010440.99+051109.8_B,-1.3253667516730931,0.3807650264002545,0.00825823901549308,-0.8018085088428645,0.06711059226938824,0.2526713847749015,0.13623174449122935,0.17154581764430948,-1.011005161041634,-0.7892467315183297,0.006654069986151771,0.10990920209484756
KIC8543278_A,-0.857181592007924,1.5475123031549467,-0.4239252262670276,-1.0751003926634832,0.10833996958286891,0.014863022633817733,0.13153409812946282,0.0725893972222077,-1.0775458609031516,-1.4151703231093262,0.023289244951531198,0.007451471328464241
KOI-126_A,-0.12287735372403462,-0.9424155635753678,1.0605310240511954,0.4476192754055265,0.11977585526106063,0.0039015434413771552,0.3758117089413223,0.04285066392227236,0.4006557865204646,0.9178853498328278,0.01563706446745666,0.00493659975510756
KIC10666592,0.44289804298650304,-0.6596465579669845,1.3095062812248215,0.6324096261823263,0.09630219518477237,0.029726045267635465,0.3387520989321515,0.03459814599629461,1.1515675844576918,0.8947857887145887,0.1364084347161113,0.030737319229914996
HD22064_A,0.9400581256278904,-0.039115363005094765,-0.4953294509658788,0.48347104163114224,0.048151097592386186,0.0222945339507266,0.027246348898245863,0.008366297265126008,0.6458582655101569,0.0900268852404507,0.10313808478535244,0.026080149649624844
KIC9468847,0.09861769520094182,-0.7302459154776191,-0.15615938364633544,0.44643788319702415,0.06259642687010204,0.06349485870195896,0.46976463617665287,0.05545484567641816,0.06362714172187685,0.5408409006125373,0.19291065820698075,0.09751706809653392
