ID,Teff,logg,FeH,logL,eTeff,elogg,eFeH,elogL,M,logR,eM,elogR
EPIC205983689,0.9184333395693909,0.8750970107119611,-1.3754948919898116,-1.0816945236698303,0.2730814689177579,0.09735178056773722,0.04382580151554658,0.06136594475709059,-1.1447375914789977,-1.1004613953217064,0.1700269933367993,0.03032543665538756
KIC8867740,-0.5186232185915076,-1.0202880726193457,-1.4155748985040295,0.9665730213429162,0.22864456814374517,0.010546442894838198,0.21725611007706855,0.04190440807941805,-0.8604873359518356,0.8261580611083967,0.1735147265334516,0.03947182648871
EPIC201567710,0.8448024034442116,0.604675398023802,-1.4477887355154568,-0.9252423083465485,0.27610348791740935,0.105464428948382,0.04906991451740686,0.056087812191927336,-1.742011901405703,-0.9512625767512441,0.16566732684098393,0.03355222279973083
KIC5546141,-0.1599443135096635,0.5032672932657422,1.0064561493551516,-0.5470105833871267,0.221335119927547,0.010276021282150041,0.21725611007706855,0.07233567715018326,0.05329876157106528,-0.43747078871283185,0.2105718917478822,0.03987339339838309
KIC3647215,0.552826289333427,1.128752483413454,-0.5225773701872514,-1.2131797349578797,0.24060591371728055,0.010546442894838198,0.21725611007706855,0.02900097303637861,-1.032694162536543,-1.3049629804344804,0.1678471600888916,0.03977670630483536
KIC10658641,0.08138107964061281,0.606027506087242,-0.7675523632741527,-0.8780593922986647,0.28025301720914136,0.011628129345590835,0.21725611007706855,0.05605308442530378,-1.0409775288785923,-0.7953538330561795,0.1678471600888916,0.03983764644581825
KIC10207321,0.08868842411577894,0.2363611615425292,-1.1425064429071623,-0.5368248938384431,0.234854811670646,0.010546442894838198,0.21725611007706855,0.06955182514784213,-1.1966176227792007,-0.475153449417879,0.15999976039642397,0.03940887076192738
KIC8123432,0.638259738584214,1.1887860814302247,0.9847305383474448,-1.1231747577378906,0.24095408285810105,0.010546442894838198,0.21725611007706855,0.04120139229316185,0.2987479852854705,-1.0578578396091889,0.21885525808993142,0.039776047319158105
KIC8142438,0.7386933873294744,0.7412383124313222,0.22920368657943235,-0.6890191306711486,0.25193140356384924,0.010816864507526358,0.21725611007706855,0.05173619426223276,0.09035592678549569,-0.6626433393775726,0.21100785839746375,0.03976234793479949
EPIC205015445,0.4345729021753555,-0.2741948432127151,-0.7967695642845172,-0.10101125327774313,0.2730814689177579,0.09735178056773722,0.04757159651687535,0.049908279821664174,-1.4237562472111809,-0.16050742209389332,0.22670265778239906,0.04338223914121261
KIC1720241,1.8035892160040083,1.701505459086974,-0.12702141804693343,-1.4732528981380557,0.32296579732009983,0.012980237409031628,0.21725611007706855,0.08439686568036982,0.11564199246122493,-1.5973800552641995,0.22626669113281753,0.04213874474815839
KIC7687390,0.06323631323833744,0.5473460161339125,0.8888381863134284,-0.5356797585848527,0.2257303608789622,0.010276021282150041,0.21725611007706855,0.07901559401558807,0.1064866928200127,-0.46941672080147046,0.21231575834620836,0.039854971125418574
KIC8094602,-0.5029014359230067,0.041387178794367055,0.9678744608414653,0.060468600470254916,0.2184829730232124,0.011087286120214517,0.21725611007706855,0.035899983400277724,0.6449055050532102,0.13313107698685628,0.250244856859802,0.042344484272694605
KIC12552858,1.51592945255593,1.3180476122951648,0.5269943891850695,-0.9176578846247364,0.3509418715008617,0.013791502247096108,0.21725611007706855,0.10690684237853786,0.9274118939820458,-1.064357887430433,0.26332385634724814,0.042833285868552666
KIC8259226,0.9782505861422269,1.1814846978876445,0.2891364066006927,-0.954693369531793,0.24380938537398392,0.010546442894838198,0.21725611007706855,0.12490037735696312,0.5516086420427619,-1.0008955590228605,0.22539475783365448,0.03928678557619148
KIC8613120,0.8310439370939638,1.4670499208863401,0.4753024181667324,-1.6062418111622137,0.23982700360012776,0.010546442894838198,0.21725611007706855,0.06906043443513231,-0.6534031774006063,-1.540380248979009,0.18223405952508231,0.039780554025002524
KIC7830480,0.30050674554914514,-0.23579497421099596,-1.0350021263690268,0.42823486214134243,0.27527977340914356,0.012439394183655311,0.21725611007706855,0.04559720340496444,-0.3887714211046126,0.18755554847823858,0.2092639917991376,0.0429419662687583
KIC9405555,-1.2946022985512569,-1.2815153504761074,-0.5731456027051895,0.9705161436273878,0.2142660241242718,0.010276021282150041,0.21725611007706855,0.06164668891353877,-0.7610869398472455,1.099387271759506,0.18005422627717466,0.04000147893290727
KIC8265278,-0.011224022788769673,-0.002150700848427147,0.7828321877758243,0.2947179582957866,0.22558730648877615,0.011357707732902676,0.21725611007706855,0.14101911351601065,1.1375478190803467,0.265874500490982,0.273787055937205,0.04299216737928356
KIC4829682,1.8527573254721106,1.511399065367198,-0.7068704842526267,-1.1509417320036508,0.27655884795668956,0.011087286120214517,0.21725611007706855,0.023845405150393115,0.415587047373322,-1.3505709180433363,0.2223429912865837,0.039681231144806636
EPIC201825829,1.01836103859642,1.388898074819463,-0.6461886052311007,-1.6784772951161866,0.26817541436170944,0.07301383542580292,0.03109009851102877,0.06327759572224761,-1.149097257974813,-1.6368715550413435,0.08283366342049196,0.014359051637385671
KIC7213716,-0.9863989779889992,-1.5319257638253425,0.11121114403757616,1.9190549878370582,0.21475198830269795,0.010276021282150041,0.21725611007706855,0.06857123965690172,1.9401624209599564,1.8630157945789154,0.2842502555271619,0.04012194109483248
KIC11567797,-1.0370465433379623,-0.5976190919877524,0.2943805196025529,0.35175057020174116,0.2753476190574303,0.012709815796343471,0.21725611007706855,0.08090064425243025,-0.8979804678158475,0.41376061642503054,0.1892095259183869,0.04308336979803115
KIC2856328,-0.027087807976940756,0.35723962241413676,0.9798610048457174,-0.27667910782813426,0.27426366649061606,0.011628129345590835,0.21725611007706855,0.08640079803918103,0.3807097154067991,-0.22754835708295035,0.22277895793616523,0.039852523074532575
KIC11973569,-0.26418152604104933,0.00920700688447548,0.895955196815953,0.028193402641843307,0.2580627568020445,0.011357707732902676,0.21725611007706855,0.06739041796697517,0.2250696215061902,0.08187463706995957,0.21711139149160524,0.0398727937092465
KIC6664516,-0.5067618007170003,-0.049204061456166424,0.3138586536094625,-0.1612289677788462,0.2548918931313395,0.012168972570967152,0.21725611007706855,0.07251512943661946,-0.5727493472280212,-0.03662813260057886,0.202288525405833,0.043042948849952585
KIC6368959,-0.6450917144801165,-0.7320186334937676,0.13743170904687757,0.9675065903710218,0.2193460327816511,0.011087286120214517,0.21725611007706855,0.061359201065091545,1.1362399191316022,0.9704079166571961,0.27422302258678655,0.04304588701603038
KIC7383850,0.04790793014284516,-0.504864478835714,0.39851362063949264,1.245027434893895,0.22775731536343677,0.011357707732902676,0.21725611007706855,0.06308653416770629,3.294274834560209,1.0803944032295278,0.3635961857510016,0.04297710161528268
KIC8872046,0.12616972621504133,0.2669188037762908,0.27752444209657345,-0.32111432867437817,0.22966067506227264,0.010546442894838198,0.21725611007706855,0.0941863731051299,-0.3521502225397637,-0.29473284440069647,0.19444112571336536,0.039847233264869115
KIC4841140,0.16721371375224886,-0.4813377985318449,0.32921641311491046,1.1583962326605661,0.23074830917589315,0.011357707732902676,0.21725611007706855,0.04312154010327474,3.565446090599924,1.0931656675417822,0.3749313186401215,0.04296623644990026
EPIC212095585,1.328662840838247,1.126589110511949,0.11308404153824055,-0.8539263373597856,0.2671937459341934,0.062196970918276556,0.025845985509168497,0.0879612254893059,0.32447001761078126,-0.9390591902598302,0.28773798872381423,0.03690897253654646
KIC6767103,-1.9527681991639123,-1.80396990618963,0.4194900726469338,1.671794710851124,0.21924505321210802,0.011628129345590835,0.21725611007706855,0.05483166057258434,-0.5021227499958123,1.656030953604297,0.2070841585512299,0.04320293230385336
KIC5645845,0.10112468922732111,0.33127914759607274,-0.4832465226732993,-0.3860549262422002,0.24500273247446985,0.010816864507526358,0.21725611007706855,0.044506705186558686,-0.7698062728388763,-0.4570943904905252,0.1783103596788485,0.039833016997952865
