ID,M,eM1,eM2,R,eR1,eR2,Teff,eTeff1,eTeff2,FeH,eFeH1,eFeH2,Ref,MH,eMH1,eMH2,logg,elogg1,elogg2,"logg_from_M,R",L,eL1,eL2,L_from_SB,class,type,orbit_a(Rsol),eOrbit_a,R/a,detached,well_detached,source,mode,database,eTeff,elogg,eFeH,eL,eM,eR,percent_eM,percent_eR,percent_eL
KIC9656397_A,1.15,0.15,0.09,1.09,0.16,0.16,6270.0,140.0,130.0,-0.089,0.041,0.041,LAMOST_DR11,-0.075,0.025,0.025,4.38,0.04,0.04,0.0,1.66,0.51,0.49,0.0,ms,F2,204.0,20.0,0.005343137,True,True,Xu26,EB,3,135.0,0.04,0.041,0.5,0.12,0.16,10.434782608695652,14.678899082568806,30.120481927710845
KIC9656397_B,1.16,0.19,0.14,1.09,0.16,0.15,6360.0,140.0,130.0,-0.089,0.041,0.041,LAMOST_DR11,-0.075,0.025,0.025,4.38,0.04,0.04,0.0,1.76,0.54,0.51,0.0,ms,F2,204.0,20.0,0.005343137,True,True,Xu26,EB,3,135.0,0.04,0.041,0.525,0.165,0.155,14.224137931034484,14.22018348623853,29.829545454545453
KOI-126_A,1.2713,0.0047,0.0047,1.9984,0.0027,0.0026,5880.0,99.0,100.0,0.15,0.08,0.08,,,,,3.9409,0.0011,0.001,0.0,4.3,0.29,0.29,0.0,ms,F,52.8746,0.0602,0.0377951,True,True,Yenawine22,TEB,3,99.5,0.0010500000000000002,0.08,0.29,0.0047,0.00265,0.36970030677259497,0.13260608486789432,6.7441860465116275
HD146233,0.97,0.02,0.02,1.0,0.01,0.01,5786.0,200.0,200.0,0.0961,0.0064,0.0064,APOGEE2_DR17,,,,4.44,0.01,0.01,0.0,1.00974,0.14841,0.13405,1.0,ms,,,,,,,Yildiz19,A,3,200.0,0.01,0.0064,0.14123,0.02,0.01,2.061855670103093,1.0,13.986768871194563
HD181420,1.42,0.02,0.02,1.62,0.01,0.01,6599.0,15.0,15.0,-0.0008,0.0051,0.0051,APOGEE2_DR17,,,,4.17,0.01,0.01,0.0,4.48371,0.06897,0.06853,1.0,ms,,,,,,,Yildiz19,A,3,15.0,0.01,0.0051,0.06875,0.02,0.01,1.4084507042253522,0.6172839506172839,1.5333284266823681
KIC10018963,1.23,0.02,0.02,1.96,0.01,0.01,6147.0,94.0,94.0,-0.2176,0.0062,0.0062,APOGEE2_DR17,,,,3.94,0.01,0.01,0.0,4.94151,0.31337,0.29965,1.0,ms,F,,,,,,Yildiz19,A,2,94.0,0.01,0.0062,0.30651,0.02,0.01,1.6260162601626016,0.5102040816326531,6.202759885136325
KIC10355856,1.38,0.02,0.02,1.72,0.01,0.01,6428.0,22.0,22.0,-0.1102,0.0054,0.0054,APOGEE2_DR17,,,,4.09,0.01,0.01,0.0,4.55046,0.08208,0.08139,1.0,ms,F,,,,,,Yildiz19,A,2,22.0,0.01,0.0054,0.081735,0.02,0.01,1.4492753623188408,0.5813953488372093,1.7961920333328938
KIC10454113,1.16,0.02,0.02,1.25,0.01,0.01,6169.0,95.0,95.0,-0.0585,0.0059,0.0059,APOGEE2_DR17,,,,4.31,0.01,0.01,0.0,2.0388,0.13262,0.12694,1.0,ms,F,,,,,,Yildiz19,A,2,95.0,0.01,0.0059,0.12978,0.02,0.01,1.7241379310344829,0.8,6.365509123013537
KIC10644253,1.16,0.04,0.04,1.11,0.02,0.02,6162.0,152.0,152.0,0.1471,0.0045,0.0045,APOGEE2_DR17,,,,4.42,0.02,0.02,0.0,1.6004,0.17388,0.16254,1.0,ms,F,,,,,,Yildiz19,A,2,152.0,0.02,0.0045,0.16821,0.04,0.02,3.4482758620689657,1.8018018018018016,10.510497375656087
KIC10920273,1.09,0.02,0.02,1.86,0.01,0.01,5808.0,281.0,281.0,-0.139,0.02,0.02,LAMOST_DR11,,,,3.93,0.01,0.01,0.0,3.54672,0.7418,0.63929,1.0,ms,G3,,,,,,Yildiz19,A,3,281.0,0.01,0.02,0.690545,0.02,0.01,1.8348623853211008,0.5376344086021505,19.469960978030404
KIC11026764,1.11,0.02,0.02,2.05,0.01,0.01,5822.0,161.0,161.0,0.0579,0.0052,0.0052,APOGEE2_DR17,,,,3.86,0.01,0.01,0.0,4.35002,0.50331,0.46352,1.0,ms,G,,,,,,Yildiz19,A,2,161.0,0.01,0.0052,0.48341500000000004,0.02,0.01,1.8018018018018016,0.48780487804878053,11.112937411782017
KIC11081729,1.45,0.03,0.03,1.42,0.02,0.02,6674.0,16.0,16.0,-0.1275,0.0054,0.0054,APOGEE2_DR17,,,,4.3,0.01,0.01,0.0,3.60426,0.10797,0.10653,1.0,ms,F,,,,,,Yildiz19,A,2,16.0,0.01,0.0054,0.10725,0.03,0.02,2.0689655172413794,1.4084507042253522,2.975645486174693
KIC11295426,1.02,0.02,0.02,1.23,0.01,0.01,5721.0,82.0,82.0,0.1034,0.0049,0.0049,APOGEE2_DR17,,,,4.27,0.01,0.01,0.0,1.46013,0.08879,0.08527,1.0,ms,G,,,,,,Yildiz19,A,2,82.0,0.01,0.0049,0.08703,0.02,0.01,1.9607843137254901,0.8130081300813008,5.960428181052372
KIC11772920,0.81,0.02,0.02,0.84,0.01,0.01,5426.0,290.0,290.0,-0.025,0.01,0.01,LAMOST_DR11,,,,4.34,0.23,0.23,0.0,0.55103,0.12827,0.10947,1.0,ms,G8,,,,,,Yildiz19,A,2,290.0,0.23,0.01,0.11887,0.02,0.01,2.4691358024691357,1.1904761904761905,21.572328185398256
KIC11807274,1.21,0.02,0.02,1.59,0.01,0.01,6045.0,144.0,144.0,-0.111,0.007,0.007,LAMOST_DR11,,,,4.13,0.01,0.01,0.0,3.0414,0.30276,0.2822,1.0,ms,F6,,,,,,Yildiz19,A,2,144.0,0.01,0.007,0.29247999999999996,0.02,0.01,1.6528925619834711,0.6289308176100629,9.616623923193266
KIC12009504,1.11,0.03,0.03,1.38,0.01,0.01,6043.0,101.0,101.0,-0.0155,0.0051,0.0051,APOGEE2_DR17,,,,4.21,0.01,0.01,0.0,2.28804,0.16033,0.15279,1.0,ms,F,,,,,,Yildiz19,A,2,101.0,0.01,0.0051,0.15656,0.03,0.01,2.7027027027027026,0.7246376811594204,6.842537717872065
KIC1435467,1.24,0.02,0.02,1.65,0.01,0.01,6178.0,87.0,87.0,0.0798,0.0046,0.0046,APOGEE2_DR17,,,,4.1,0.01,0.01,0.0,3.57317,0.2101,0.20174,1.0,ms,F,,,,,,Yildiz19,A,2,87.0,0.01,0.0046,0.20592,0.02,0.01,1.6129032258064517,0.6060606060606061,5.762949985587027
KIC3427720,1.11,0.03,0.03,1.11,0.02,0.02,6126.0,231.0,231.0,0.0274,0.005,0.005,APOGEE2_DR17,,,,4.38,0.02,0.02,0.0,1.56332,0.25587,0.22968,1.0,ms,F,,,,,,Yildiz19,A,2,231.0,0.02,0.005,0.242775,0.03,0.02,2.7027027027027026,1.8018018018018016,15.529450144564132
KIC3544595,0.88,0.02,0.02,0.91,0.01,0.01,5517.0,227.0,227.0,-0.1567,0.0064,0.0064,APOGEE2_DR17,,,,4.47,0.01,0.01,0.0,0.69118,0.12193,0.10799,1.0,ms,G,,,,,,Yildiz19,A,2,227.0,0.01,0.0064,0.11496,0.02,0.01,2.272727272727273,1.0989010989010988,16.632425706762348
KIC3733735,1.46,0.04,0.04,1.44,0.03,0.03,6617.0,56.0,56.0,-0.0171,0.0048,0.0048,APOGEE2_DR17,,,,4.29,0.02,0.02,0.0,3.58149,0.19446,0.1901,1.0,ms,F,,,,,,Yildiz19,A,2,56.0,0.02,0.0048,0.19228,0.04,0.03,2.73972602739726,2.0833333333333335,5.368715255382536
KIC3735871,1.06,0.04,0.04,1.08,0.03,0.03,5908.0,167.0,167.0,0.0476,0.0048,0.0048,APOGEE2_DR17,,,,4.36,0.03,0.03,0.0,1.28028,0.16735,0.15546,1.0,ms,F,,,,,,Yildiz19,A,2,167.0,0.03,0.0048,0.161405,0.04,0.03,3.773584905660377,2.7777777777777777,12.607007842034553
KIC4349452,1.25,0.02,0.02,1.32,0.01,0.01,6279.0,95.0,95.0,-0.06,0.005,0.005,LAMOST_DR11,,,,4.28,0.01,0.01,0.0,2.44008,0.15555,0.14898,1.0,ms,F6,,,,,,Yildiz19,A,2,95.0,0.01,0.005,0.15226499999999998,0.02,0.01,1.6,0.7575757575757576,6.240164256909608
KIC4914923,1.09,0.01,0.01,1.37,0.01,0.01,5832.0,153.0,153.0,0.117,0.011,0.011,LAMOST_DR11,,,,4.28,0.21,0.21,0.0,1.95617,0.21541,0.19938,1.0,ms,G3,,,,,,Yildiz19,A,2,153.0,0.21,0.011,0.207395,0.01,0.01,0.9174311926605504,0.7299270072992701,10.602094909951589
KIC5866724,1.25,0.02,0.02,1.42,0.01,0.01,6150.0,107.0,107.0,0.136,0.006,0.006,LAMOST_DR11,,,,4.23,0.01,0.01,0.0,2.59879,0.18923,0.17993,1.0,ms,F7,,,,,,Yildiz19,A,2,107.0,0.01,0.006,0.18458000000000002,0.02,0.01,1.6,0.7042253521126761,7.1025361802992935
KIC5955122,1.2,0.03,0.03,2.12,0.02,0.02,5900.0,128.0,128.0,-0.143,0.007,0.007,LAMOST_DR11,,,,3.87,0.02,0.02,0.0,4.90653,0.44957,0.4223,1.0,ms,G2,,,,,,Yildiz19,A,2,128.0,0.02,0.007,0.435935,0.03,0.02,2.5,0.9433962264150942,8.88479230739443
KIC6116048,1.0,0.01,0.01,1.22,0.02,0.02,5929.0,149.0,149.0,-0.1892,0.0062,0.0062,APOGEE2_DR17,,,,4.27,0.01,0.01,0.0,1.65707,0.18142,0.16921,1.0,ms,,,,,,,Yildiz19,A,2,149.0,0.01,0.0062,0.175315,0.01,0.02,1.0,1.639344262295082,10.579818595472732
KIC6603624,0.98,0.03,0.03,1.14,0.02,0.02,5855.0,140.0,140.0,0.278,0.011,0.011,LAMOST_DR11,,,,4.33,0.01,0.01,0.0,1.37598,0.14484,0.13568,1.0,ms,G7,,,,,,Yildiz19,A,2,140.0,0.01,0.011,0.14026,0.03,0.02,3.061224489795918,1.7543859649122808,10.193462114274917
KIC6933899,1.14,0.03,0.03,1.61,0.01,0.01,5960.0,114.0,114.0,0.0355,0.0052,0.0052,APOGEE2_DR17,,,,4.09,0.01,0.01,0.0,2.94667,0.23489,0.22208,1.0,ms,G,,,,,,Yildiz19,A,2,114.0,0.01,0.0052,0.228485,0.03,0.01,2.6315789473684212,0.6211180124223602,7.754007065602866
KIC7103006,1.36,0.03,0.03,1.9,0.02,0.02,6310.0,77.0,77.0,0.1255,0.0043,0.0043,APOGEE2_DR17,,,,4.03,0.02,0.02,0.0,5.15608,0.27858,0.26967,1.0,ms,F,,,,,,Yildiz19,A,2,77.0,0.02,0.0043,0.274125,0.03,0.02,2.205882352941176,1.0526315789473684,5.316538921040791
KIC7106245,1.06,0.02,0.02,1.15,0.01,0.01,6116.0,144.0,144.0,-0.131,0.006,0.006,APOGEE2_DR17,,,,4.34,0.01,0.01,0.0,1.66709,0.16522,0.15427,1.0,ms,F,,,,,,Yildiz19,A,2,144.0,0.01,0.006,0.159745,0.02,0.01,1.8867924528301885,0.8695652173913044,9.582266104409479
KIC7206837,1.39,0.03,0.03,1.59,0.02,0.02,6320.0,73.0,73.0,0.195,0.024,0.024,LAMOST_DR11,,,,4.18,0.02,0.02,0.0,3.63377,0.19402,0.18836,1.0,ms,F6,,,,,,Yildiz19,A,2,73.0,0.02,0.024,0.19119,0.03,0.02,2.1582733812949644,1.2578616352201257,5.261477749004477
KIC7747078,1.1,0.02,0.02,1.95,0.01,0.01,5941.0,141.0,141.0,-0.2134,0.0065,0.0065,APOGEE2_DR17,,,,3.91,0.01,0.01,0.0,4.26778,0.4221,0.39339,1.0,ms,G,,,,,,Yildiz19,A,2,141.0,0.01,0.0065,0.407745,0.02,0.01,1.8181818181818181,0.5128205128205129,9.554030432683971
KIC7871531,0.8,0.04,0.04,0.87,0.02,0.02,5329.0,301.0,301.0,-0.4927,0.008,0.008,APOGEE2_DR17,,,,4.46,0.02,0.02,0.0,0.54994,0.13758,0.11682,1.0,ms,G,,,,,,Yildiz19,A,2,301.0,0.02,0.008,0.1272,0.04,0.02,5.0,2.2988505747126435,23.12979597774303
KIC8228742,1.24,0.02,0.02,1.81,0.01,0.01,6174.0,85.0,85.0,-0.06,0.005,0.005,LAMOST_DR11,,,,4.02,0.01,0.01,0.0,4.28863,0.24573,0.23612,1.0,ms,F8,,,,,,Yildiz19,A,2,85.0,0.01,0.005,0.240925,0.02,0.01,1.6129032258064517,0.5524861878453039,5.617761383005761
KIC8394589,1.01,0.03,0.03,1.16,0.02,0.02,6003.0,219.0,219.0,-0.302,0.005,0.005,LAMOST_DR11,,,,4.31,0.02,0.02,0.0,1.57429,0.24871,0.22402,1.0,ms,F6,,,,,,Yildiz19,A,2,219.0,0.02,0.005,0.236365,0.03,0.02,2.9702970297029703,1.7241379310344829,15.014069834655622
KIC8524425,1.07,0.02,0.02,1.81,0.01,0.01,5661.0,167.0,167.0,0.1348,0.0049,0.0049,APOGEE2_DR17,,,,3.95,0.01,0.01,0.0,3.03127,0.37534,0.3438,1.0,ms,G,,,,,,Yildiz19,A,2,167.0,0.01,0.0049,0.35957,0.02,0.01,1.8691588785046729,0.5524861878453039,11.862024827877423
KIC8694723,1.1,0.02,0.02,1.53,0.01,0.01,6155.0,89.0,89.0,-0.412,0.006,0.006,LAMOST_DR11,,,,4.11,0.01,0.01,0.0,3.02684,0.18325,0.17579,1.0,ms,F5,,,,,,Yildiz19,A,2,89.0,0.01,0.006,0.17952,0.02,0.01,1.8181818181818181,0.6535947712418301,5.93093787580447
KIC9025370,0.97,0.03,0.03,0.99,0.01,0.01,5972.0,315.0,315.0,0.0,0.01,0.01,LAMOST_DR11,,,,4.43,0.01,0.01,0.0,1.12317,0.2574,0.22003,1.0,ms,G3,,,,,,Yildiz19,A,2,315.0,0.01,0.01,0.238715,0.03,0.01,3.0927835051546393,1.0101010101010102,21.25368377004372
KIC9098294,0.97,0.03,0.03,1.14,0.02,0.02,5909.0,172.0,172.0,-0.173,0.018,0.018,LAMOST_DR11,,,,4.31,0.01,0.01,0.0,1.42745,0.1808,0.16665,1.0,ms,G2,,,,,,Yildiz19,A,2,172.0,0.01,0.018,0.173725,0.03,0.02,3.0927835051546393,1.7543859649122808,12.17030368839539
KIC9139151,1.16,0.03,0.03,1.15,0.02,0.02,6132.0,112.0,112.0,0.1253,0.0045,0.0045,APOGEE2_DR17,,,,4.37,0.02,0.02,0.0,1.68461,0.13962,0.13309,1.0,ms,F,,,,,,Yildiz19,A,2,112.0,0.02,0.0045,0.136355,0.03,0.02,2.586206896551724,1.7391304347826089,8.094158291830157
KIC9139163,1.44,0.03,0.03,1.57,0.01,0.01,6383.0,41.0,41.0,0.1364,0.0042,0.0042,APOGEE2_DR17,,,,4.19,0.01,0.01,0.0,3.68632,0.1066,0.10484,1.0,ms,F,,,,,,Yildiz19,A,2,41.0,0.01,0.0042,0.10572000000000001,0.03,0.01,2.0833333333333335,0.6369426751592356,2.867900779096769
KIC9206432,1.34,0.03,0.03,1.5,0.02,0.02,6390.0,32.0,32.0,0.2235,0.0038,0.0038,APOGEE2_DR17,,,,4.22,0.01,0.01,0.0,3.37972,0.11351,0.11194,1.0,ms,F,,,,,,Yildiz19,A,2,32.0,0.01,0.0038,0.11272499999999999,0.03,0.02,2.2388059701492535,1.3333333333333333,3.335335471577527
KIC9410862,1.01,0.03,0.03,1.17,0.02,0.02,5953.0,146.0,146.0,-0.348,0.007,0.007,LAMOST_DR11,,,,4.3,0.02,0.02,0.0,1.54885,0.16643,0.15557,1.0,ms,F7,,,,,,Yildiz19,A,2,146.0,0.02,0.007,0.161,0.03,0.02,2.9702970297029703,1.7094017094017095,10.3948090518772
KIC9955598,0.82,0.03,0.03,0.87,0.02,0.02,5347.0,334.0,334.0,0.141,0.027,0.027,LAMOST_DR11,,,,4.49,0.02,0.02,0.0,0.55741,0.15506,0.12927,1.0,ms,G7,,,,,,Yildiz19,A,2,334.0,0.02,0.027,0.14216499999999999,0.03,0.02,3.658536585365854,2.2988505747126435,25.504565759494806
V570_Per_A,1.4569,0.0094,0.01,1.543,0.012,0.009,6556.0,64.0,26.0,0.18,0.03,0.01,,,,,4.225,0.009,0.009,0.0,3.96,0.22,0.11,0.0,ms,F3,9.118,0.016,0.169225707,True,True,Yucel26,EB,2,45.0,0.009,0.02,0.165,0.0097,0.010499999999999999,0.66579724071659,0.6804925469863901,4.166666666666667
V570_Per_B,1.3579,0.0094,0.0089,1.377,0.013,0.015,6468.0,32.0,21.0,0.17,0.01,0.01,,,,,4.293,0.011,0.011,0.0,2.99,0.12,0.1,0.0,ms,F5,9.118,0.016,0.151019961,True,True,Yucel26,EB,2,26.5,0.011,0.01,0.11,0.00915,0.013999999999999999,0.6738345975403196,1.016702977487291,3.6789297658862874
