ID,Teff,logg,FeH,L,eTeff,elogg,eFeH,eL,M,R,eM,eR
KIC11389393,-0.0854044881042238,-0.4534121270093322,0.950598050385558,-0.0020624774546004108,0.13871223648427117,0.08465249057392797,0.4977220412565685,0.09075628211746647,0.7251968944473269,0.48469876562532566,0.5257459484101905,0.1653001007307194
KIC6529109,-0.8588302915316751,-0.6142674879137157,0.6121470623310913,-0.3051283375855199,0.18915304975127886,0.053618453634794054,0.4927448208440028,0.07275719744027011,-0.2700847042544148,0.31221116780995234,0.2547425441216565,0.07148281189215888
KIC8006161,-1.5271710673195271,2.0907834979616453,1.9460421328986948,-0.979009864288718,0.161830942564983,0.035388179398964076,0.4977220412565685,0.011572920673257069,-1.256955472544592,-1.7112699634449415,0.1420495802841922,0.023521036065732737
KIC9821513,0.7048349197455633,-0.2979186114684299,-1.2742194740313033,0.2624269804321287,0.13661053593147918,0.0731760045991497,0.5026992616691341,0.11771132476857674,0.20185633550556578,0.19348593814482484,0.38471094259071653,0.12925256354799844
EPIC201820830,0.43161384788260504,-0.2174909310162405,-0.09461823625323593,-0.04666644254944548,0.1492207392482311,0.0857895258156705,0.5474942453822254,0.0853441269799992,0.19718365194358628,0.11508248459238254,0.37381468495840053,0.11200493364634638
KIC11862119,0.11846046551659896,0.20073300733515467,-1.6375565641485983,-0.4859552231051616,0.11769523095635129,0.09651321654262929,0.7465830618848527,0.0584760453753625,-0.363538375494015,-0.3777392234515415,0.6541756986772009,0.19040838719878883
KIC8656342,-0.29557454338342254,-0.0995303330196923,0.0049261719980777914,-0.3420170222315268,0.1492207392482311,0.0892861030985924,0.4927448208440028,0.07227214691013,-0.4149378946757946,-0.15148925748592182,0.43499387745017054,0.09975117710482445
KIC11188219,-0.4006595710230219,0.7422793890465745,0.6967598093447079,-0.6489405225868653,0.1303054342731032,0.09364060358129386,0.4977220412565685,0.0417922613541023,-0.4429739960476747,-0.7719965898866805,0.2922696847558685,0.0784125570673492
KIC8216936,0.46734275728006885,-0.4641358177362898,-0.2737981711056005,1.0814522205790924,0.10508502763959936,0.12111929398789191,0.4977220412565685,0.18820266290568222,0.6083798053978262,0.46453787756898307,0.460577776030044,0.19521673475586493
KIC12069449,-0.9765255224880264,1.3358356707837424,0.5026482132546463,-0.8620751449860163,0.10508502763959936,0.0324391644490504,0.09954440825131369,0.012898984500401108,-1.212564978705782,-1.3282130903744371,0.09322003706150113,0.020160888056342346
KIC6363365,0.14157917159731082,0.45273973941868517,-2.633000646661735,-0.16673549453448738,0.15972924201219102,0.0857895258156705,0.6221525515707106,0.20592793264030942,-0.5971725535930145,-0.6241500774735037,0.5607220274376008,0.12320542701098101
KIC6106415,-0.37333746383672606,1.0291381159927209,0.05469837612373465,-0.7193424566825125,0.161830942564983,0.04718423919861877,0.4977220412565685,0.028088442884051008,-0.839684830459777,-1.0529049634717176,0.2130743704262883,0.04032177611268469
KIC9641837,0.11635876496380697,-1.2469652408042848,-0.5475452937967131,0.3161928410599688,0.10718672819239135,0.05994725358790984,0.4977220412565685,0.13173479738942434,0.26260122181130646,1.1298471834282808,0.269743755808166,0.10217347736355717
EPIC206009487,-0.6066262251966367,-0.013740807204021734,-0.9407457063894022,-0.6749795941016937,0.1492207392482311,0.06434214436175287,0.39817763300525477,0.03977640218385797,-1.0177140741712154,-0.44494218363934934,0.23363417809900033,0.0896039469170771
KIC5095850,1.3059212778440716,-1.1718994057155743,0.7515092338829306,1.5868030899779846,0.1786445469873189,0.10455598458784841,0.7465830618848527,0.2440130773734201,0.8513593506207867,1.3023347812436543,0.8410830411564012,0.2912128274805006
EPIC204624076,0.34964752632371754,-0.5552871889154416,-0.39325146100717695,0.3287301717893307,0.1492207392482311,0.07506583508871167,0.5474942453822254,0.11531479499391017,-0.12990419739501446,0.3166913651558062,0.23363417809900033,0.0896039469170771
KIC9812850,0.40429174069630924,-0.23893831247015576,-0.3683653589443485,-0.02906595902553359,0.0987799259812234,0.03433256200426166,0.4977220412565685,0.09197382745467493,0.4261451464806063,0.22484731956580184,0.26967394079505,0.061369816793696616
KIC12011630,-0.8357115854509632,1.4982995852971708,-0.14439044037889273,-0.8832921662203209,0.1786445469873189,0.08847044849741019,0.7465830618848527,0.02331607342471663,-1.8587971153276168,-1.564991520102813,0.46726835619800067,0.0896039469170771
KIC8174981,-0.31448984835855043,-0.9198926736320415,-0.23895762821764077,0.21372427259883855,0.11139012929797532,0.06718372983984235,0.4977220412565685,0.11386165356759471,-0.09719541246115386,0.6616665607865528,0.25887420570224956,0.09433215313694372
KIC11098033,0.30130841360950184,-1.2147941686234096,-0.44302366513283387,0.42276015225954433,0.13871223648427117,0.13672705676872485,0.8710135721989948,0.1393585518841232,0.6177251725217862,1.2799337945143845,0.8177196233465011,0.2352103606573274
KIC11127479,-0.45530378539561356,0.6672135539578616,1.249231275139499,-0.6007200197816275,0.11979693150914326,0.05580783940109789,0.35891246813583216,0.04677021910487425,-0.4009198439898551,-0.7092738270447265,0.2758774145550624,0.054102064480278995
KIC7206837,0.3727662324044294,0.3883975950569346,0.8908714054347697,-0.24678152919118218,0.12400033261472725,0.035968352152745686,0.4977220412565685,0.07454574575520473,0.5009080834722864,-0.25901399378641443,0.2351910698217823,0.03988382296659054
KIC11817562,0.06801965224959126,-1.5793996533400072,0.5474431969677375,1.2492595703413198,0.12189863206193526,0.13045932828090318,0.4977220412565685,0.21099593309361925,0.9354676547364269,1.766035206539528,0.3620189839205637,0.2206952484590583
KIC9592705,-0.0854044881042238,-0.7643991580911391,1.32886680174055,0.32294371145270223,0.19335645085686282,0.01876645877217792,0.35891246813583216,0.05714129582420677,1.220501352017207,0.975280374996323,0.11681708904950017,0.03024133208451352
KIC8516041,-0.001336465992544315,0.7637267705004945,1.1496868668881852,-0.5708233080423801,0.13661053593147918,0.099194139224369,0.7465830618848527,0.05360197366090115,-0.7373530604524148,-0.8705609314954654,0.5840854452475008,0.13440592037561566
KIC4914923,-0.8609319920844671,0.4983154250082634,0.6519648256316168,-0.6904101549993699,0.161830942564983,0.04718423919861877,0.4977220412565685,0.03556262081886286,-0.8840753242985875,-0.7437713466078014,0.2530258148812174,0.053762368150246265
KIC5184732,-0.7747622694199956,0.8109110096991129,2.0455865411500085,-0.7094572536074387,0.161830942564983,0.04718423919861877,0.4977220412565685,0.03086112179535218,-0.4668046822137732,-0.8244148988331709,0.2308305679618123,0.0403217761126847
V636_Cen A,-0.6612704395692283,1.8253721524694142,-0.7416568898867749,-0.8700315279488806,0.1786445469873189,0.021447381453917624,0.39817763300525477,0.016877175981833227,-0.9149150358076552,-1.4888281652232975,0.023363417809900033,0.00896039469170771
KIC8491374,0.6417839031618038,-0.6196293332771945,0.253787192626362,0.22577939830014795,0.13661053593147918,0.12332244336002632,0.6221525515707106,0.11485012552941525,0.6177251725217862,0.5855032059070373,0.7709927877267011,0.21280937392805813
KIC9715099,0.021782240088167544,-1.734893168880912,-0.8412012981380885,1.10628577952379,0.11139012929797532,0.1018750619061087,1.7420271443979896,0.19446714610226631,0.5709983369019871,1.7951564892875786,0.7476293699168011,0.23521036065732742
KIC9204313,-0.7600503655504517,-0.08344479692925347,-0.5326136325590161,-0.634474371745294,0.11979693150914326,0.06544966363227524,0.4977220412565685,0.044097264663951134,-1.0737862769149755,-0.4046204075266646,0.28142407182789103,0.07487865456062123
GX_Gem B,-0.1022180925265597,-1.070024343809465,-0.3434792568815201,0.4297521251663038,0.21017005527919871,0.026809226817397027,0.4977220412565685,0.11259487405023023,1.0242486424140476,1.2440922157475545,0.04672683561980007,0.026881184075123132
EPIC206088888,-0.5246599036377492,0.7422793890465745,0.15424278437504835,-0.6308578340349011,0.1492207392482311,0.06434214436175287,0.39817763300525477,0.043318609756999964,-0.784079896072215,-0.8705609314954654,0.2803610137188004,0.06720296018780783
KIC4450844,-0.5183548019793731,-0.11561586911013112,-0.4231147834825711,-0.46739032952514503,0.12400033261472725,0.038664816778267275,0.35891246813583216,0.058174675438935626,-0.8962243015597352,-0.31501646060958743,0.2186865575700857,0.05711153422813847
KIC7530690,1.3059212778440716,1.1122467191266532,0.05469837612373465,-0.3227288211094317,0.1303054342731032,0.07238491240697198,0.7465830618848527,0.06846689244697811,0.4775446656623869,-0.7809569845783882,0.37381468495840053,0.0896039469170771
KIC8106950,-0.24513373011641484,-0.4963068899171675,-1.6624426662114267,-0.3113970029502009,0.1324071348258952,0.17191416601121487,0.5026992616691341,0.07547611899399356,-0.9055696686836952,-0.028283830474940944,0.298756807780507,0.19412331067551925
KIC12253255,0.5093767683359086,-1.1450901788981755,0.7515092338829306,1.0691559923637568,0.13450883537868719,0.09651321654262929,0.7465830618848528,0.1898824394230808,1.0849935287197874,1.3023347812436543,0.7009025342970011,0.22400986729269276
KIC6232600,0.4631393561744849,0.8119833787718063,-1.209515608667949,-0.5156108323303829,0.1471190386954391,0.055203576735549965,0.4977220412565685,0.04820875498598598,-0.5411003508492555,-0.8436797474203424,0.2760444912141692,0.05532635591934344
KIC10514430,-0.9050677036930989,-0.22821462174319815,-0.31361593440612606,-0.5098243719937543,0.20596665417361476,0.021447381453917624,0.35891246813583216,0.03315159567860098,-0.8822062508737957,-0.2209323163466564,0.1425168486403902,0.03696162810329431
KIC3967859,-0.007641567650920277,0.6457661725039463,-1.61267046208577,-0.6788372343261128,0.163932643117775,0.08477821905104166,0.4977220412565685,0.04161280071508473,-1.1205131125347756,-0.9064025102622963,0.2808790664731639,0.07614024868501787
KIC2991448,-0.7957792749479154,-0.5874582610963168,-0.1692765424417212,-0.4594339465622808,0.1471190386954391,0.040834597716987504,0.4977220412565685,0.040936425356370904,-0.6298813385268751,0.15316416203214012,0.2528734800311814,0.09231638788988629
KIC7622208,0.8225301507019147,-0.5123924260076063,0.253787192626362,0.41745589695096835,0.20806835472640672,0.07238491240697198,0.7465830618848527,0.148708952447079,0.6644520081415863,0.5183002457192294,0.700902534297001,0.19040838719878886
KIC5773345,-0.001336465992544315,-0.5392016528250028,1.5229783978306115,0.1269273675494107,0.1282037337203112,0.03391128762041634,0.4977220412565685,0.10426665848984476,1.2158286684552275,0.75127050770363,0.21499849868644472,0.04282420103906757
KIC3952307,-0.009743268203712263,-1.0485769623555474,-0.3335248160563887,0.364895548893259,0.2480006652294545,0.07468186410476048,0.4977220412565685,0.11740559280311125,0.1270933985138856,0.8677556386958304,0.30536027149431094,0.10739194389034008
KIC10074716,-0.3165915489113424,0.4581015847821664,0.8012814380085873,-0.4972870412643925,0.19125475030407083,0.10606176407990969,0.4977220412565685,0.05419821966170926,-0.14392224808095397,-0.5009446504625223,0.3886189020120651,0.1031977530910013
KIC9468847,-0.3165915489113424,-0.5660108796423992,-0.2887298323432976,-0.11007640373833313,0.10928842874518334,0.09162325373476317,0.4977220412565685,0.09022534059990808,-0.363538375494015,0.24052801027629062,0.27093507110722787,0.11726427999694843
KIC5512589,-0.8945592009291389,-0.2764712300145146,0.413058245828464,-0.42664400465471913,0.11769523095635129,0.04187735101237633,0.4977220412565685,0.05984206423127789,-0.5411003508492555,-0.06860560658762567,0.2007462134538369,0.05650870856640655
KIC10923629,-0.041268776495592074,-1.4131824470721472,1.0352107973991747,1.191877172003087,0.1828479480929029,0.0833475136579851,0.4977220412565685,0.19440928094544319,2.0569117096116285,1.9922851725051476,0.682752477254672,0.15958818949337766
