ID,Seq,M,eM1,eM2,R,eR1,eR2,Teff,eTeff1,eTeff2,L,eL1,eL2,FeH,eFeH1,eFeH2,logg,elogg1,elogg2,rho,erho1,erho2,cutoff,class,type,pla,catalog,e_M,e_R,e_Teff,e_L,mode,logTeff,elogTeff1,elogTeff2,logL,elogL1,elogL2,eTeff,elogg,eFeH,elogL,eM,eR
EPIC206245055,318,0.88,0.04,0.04,0.93,0.02,0.02,5835,71,71,1.027,0.0881553234679514,0.0881553234679514,-0.35,0.08,0.08,4.444,0.012,0.012,1.09580285491087,0.0426106100419004,0.0426106100419004,3.9692737,ms,G,,lund16,4.54545454545455,2.1505376344086,1.21679520137104,8.5837705421569,A,3.766040860381389,0.0052525822476705,0.0053168882394372,0.0115704435972781,0.035764918340299,0.0389766955321688,71.0,0.012,0.08,0.0373708069362339,0.04,0.02
EPIC206289767,319,1.36,0.08,0.08,2.06,0.06,0.06,6368,78,78,6.726,0.567887631238488,0.567887631238488,0.04,0.11,0.11,3.94,0.013,0.013,0.154108372984873,0.006391591506285,0.006391591506285,3.6198922,ms,F,,lund16,5.88235294117647,2.9126213592233,1.2248743718593,8.44317025332275,A,3.8040030547296126,0.005287246446703,0.0053524092843435,0.8277568629786168,0.035202205361776,0.038309253648882,78.0,0.013,0.11,0.036755729505329,0.08,0.06
EPIC206368174,320,1.32,0.08,0.08,1.78,0.05,0.05,6212,65,65,4.479,0.385317387049338,0.385317387049338,0.1,0.06,0.06,4.05,0.013,0.013,0.230807471060294,0.0092322988424117,0.0092322988424117,3.7221502,ms,F,,lund16,6.06060606060606,2.80898876404494,1.04636188023181,8.60275479011695,A,3.7932314470565207,0.0045206815941898,0.0045682339356631,0.6511810624446879,0.0358408415969606,0.0390668940711632,65.0,0.013,0.06,0.0374538678340619,0.08,0.05
EPIC206371648,321,0.83,0.03,0.03,0.93,0.02,0.02,5549,65,65,1.218,0.192773285125266,0.192773285125266,-0.24,0.08,0.08,4.421,0.016,0.016,1.03330729351609,0.0589446772246289,0.0589446772246289,4.1567467,ms,G,,lund16,3.6144578313253,2.1505376344086,1.17138223103262,15.8270349035523,A,3.744214724814166,0.0050576834842543,0.0051172786966908,0.0856472882968565,0.0638099388309091,0.0748273739961999,65.0,0.016,0.08,0.0693186564135545,0.03,0.02
EPIC206453540,323,1.42,0.08,0.08,1.87,0.05,0.05,6524,78,78,6.053,0.502935081754122,0.502935081754122,-0.02,0.11,0.11,4.044,0.011,0.011,0.215893757545629,0.00852212200838,0.00852212200838,3.5176342,ms,F,,lund16,5.63380281690141,2.67379679144385,1.19558553034948,8.30885646380508,A,3.8145139523682383,0.0051615676260543,0.0052236511919225,0.781970673912552,0.0346639705320428,0.0376726108851783,78.0,0.011,0.11,0.03616829070861055,0.08,0.05
KIC10003270,324,1.416,0.207465659809039,0.103232746742494,2.362,0.114947814246292,0.0984784240328814,6594,69,69,9.847,0.935283684854657,0.935283684854657,-0.181,0.1,0.1,3.848,0.0221359436211787,0.0230867927612304,0.1086,0.0081026892449359,0.0079175103410099,3.4717492,ms,F,,serenelli17,10.9709889319044,4.51791359608749,1.04640582347589,9.49815867629386,A,3.8191489428071344,0.0045208704610022,0.0045684267968155,0.9933039379194744,0.0394068161309443,0.0433425846777809,69.0,0.022611368191204552,0.1,0.0413747004043626,0.1553492032757665,0.1067131191395867
KIC10016239,325,1.264,0.0540370243444252,0.0596405902049938,1.298,0.0246981780704569,0.0255538646783613,6482,51,51,2.567,0.211327209888464,0.211327209888464,-0.005,0.1,0.1,4.312,0.010770329614269,0.010770329614269,0.5763,0.0184830611371602,0.0174825040826536,3.5451652,ms,F,,serenelli17,4.49674108185993,1.93574895026264,0.786794199321197,8.23245850753659,A,3.811709026696191,0.0034036314936214,0.003430517113423,0.4094258686714433,0.0343575235871064,0.0373109031497408,51.0,0.010770329614269,0.1,0.0358342133684236,0.056838807274709496,0.0251260213744091
KIC10018963,326,1.254,0.0445533388198909,0.046690470119715,1.965,0.0272029410174709,0.0284253408071038,6271,46,46,5.266,0.446821090674345,0.446821090674345,-0.219,0.1,0.1,3.949,0.0058309518948453,0.0058309518948453,0.1655,0.0019918413591448,0.0019695217693643,3.6834757,ms,F,,serenelli17,3.63811040429051,1.41547790902226,0.733535321320364,8.48501881265373,A,3.7973368007753496,0.0031740761190182,0.0031974450075757,0.7214808547700493,0.0353697686341822,0.0385078052294545,46.0,0.0058309518948453,0.1,0.03693878693181835,0.04562190446980295,0.02781414091228735
KIC10019747,327,1.168,0.0509901951359278,0.0556057550978314,1.7,0.0292061637330205,0.0308058436014987,5769,65,65,2.721,0.231861813052369,0.231861813052369,0.204,0.1,0.1,4.044,0.0106301458127346,0.0106301458127346,0.2377,0.0065952131125536,0.0065437454871044,4.0125367,ms,G,,serenelli17,4.56318280110271,1.76505903925056,1.12671173513607,8.52119856862805,A,3.7611005389581424,0.0048658858275714,0.0049210221143334,0.4347285417797577,0.035514581706466,0.0386795342177964,65.0,0.0106301458127346,0.1,0.0370970579621312,0.0532979751168796,0.030006003667259598
KIC10024648,328,1.444,0.087692645073575,0.13729530217746,2.0,0.0504479930225178,0.0602079728939615,6409,157,157,5.875,0.502415649551589,0.502415649551589,-0.006,0.1,0.1,3.994,0.0143178210632764,0.0161554944214035,0.1802,0.0061585879582904,0.0059393391585259,3.5930167,ms,F,,serenelli17,7.79044138680869,2.76639914791198,2.44968013730691,8.55175573704832,A,3.8067902715840662,0.0105106068092544,0.0107713022369173,0.7690078709437739,0.0356368522100174,0.0388246282327419,157.0,0.015236657742339949,0.1,0.03723074022137965,0.1124939736255175,0.05532798295823965
KIC10025841,329,1.121,0.133195345264014,0.0966488489326179,1.521,0.0945568612000208,0.0850940655980192,5738,187,187,3.181,0.271735078378362,0.271735078378362,0.197,0.1,0.1,4.127,0.0362215405525497,0.0392045915678253,0.3193,0.0449092151345356,0.040844652085677,4.0328572,ms,G,,serenelli17,10.251748180046,5.90568464161867,3.25897525270129,8.5424419483924,A,3.7587605439099794,0.013927810772162,0.0143893165781188,0.5025636691073634,0.035599587952709,0.0387803986132198,187.0,0.0377130660601875,0.1,0.0371899932829644,0.11492209709831594,0.08982546339902
KIC10068307,330,1.469,0.0095,0.0209,2.0823,0.018,0.018,6132,77,77,6.294,0.2,0.173,-0.23,0.1,0.1,3.9666,0.0044,0.0044,0.162767559122221,0.0028684042326539,0.0030708046303529,3.7745902,ms,F,,silva17,1.03471749489449,0.864428756663305,1.25570776255708,2.96313949793454,A,3.7876021461823375,0.0054195136636456,0.0054879987032663,0.7989267385772014,0.0135855457127812,0.0121043590780139,77.0,0.0044,0.1,0.01284495239539755,0.015199999999999998,0.018
KIC10070754,331,1.201,0.0552177507691141,0.056859475903318,1.284,0.0286356421265527,0.0286356421265527,6550,58,58,2.492,0.206873468067021,0.206873468067021,-0.21,0.099,0.099,4.299,0.0148660687473185,0.0148660687473185,0.5657,0.0260648158443523,0.0262609715166823,3.5005912,ms,F,,serenelli17,4.66599611458918,2.23019019677202,0.885496183206107,8.3015035339896,A,3.816241299991783,0.0038287343205425,0.0038627888375888,0.396548037987132,0.0346344859141701,0.0376377851791421,58.0,0.0148660687473185,0.099,0.036136135546656095,0.056038613336216056,0.0286356421265527
KIC10074716,332,1.217,0.0742495791233863,0.0920869154657707,1.465,0.046518813398452,0.0456179789118282,6064,91,91,2.686,0.2247932580903,0.2247932580903,0.11,0.1,0.1,4.189,0.019313207915828,0.0202484567313166,0.3864,0.0517320867934013,0.0183471170487355,3.8191642,ms,F,,serenelli17,6.83387405871639,3.14460042014608,1.50065963060686,8.36907141065898,A,3.782759192623997,0.0064688646433377,0.0065666778769251,0.4291060083326965,0.0349053520153945,0.0379579122652467,91.0,0.0197808323235723,0.1,0.0364316321403206,0.0831682472945785,0.0460683961551401
KIC10079226,333,1.147,0.0470106370941726,0.0460977222864644,1.158,0.0170880074906351,0.0170880074906351,6078,50,50,1.666,0.139281472396433,0.139281472396433,0.106,0.099,0.099,4.37,0.0076157731058639,0.0076157731058639,0.7383,0.0103502359876478,0.0104257321085859,3.8099872,ms,F,,serenelli17,4.05877765390746,1.47564831525346,0.822639025995393,8.36023243676071,A,3.783760695743924,0.0035580608806231,0.0035874521013301,0.2216749970707687,0.0348699279400738,0.0379160210336066,50.0,0.0076157731058639,0.099,0.0363929744868402,0.0465541796903185,0.0170880074906351
KIC10081026,334,1.354,0.0781024967590666,0.0744043009509531,2.341,0.0922821759604746,0.0862844134244418,6503,61,61,10.56,0.966112970046765,0.966112970046765,-0.244,0.101,0.101,3.83,0.0223606797749979,0.0223606797749979,0.1052,0.0086065515161416,0.0083177661063533,3.5313997,ms,F,,serenelli17,5.63171335709083,3.81389554431688,0.938028602183608,9.14879706483679,A,3.8131137540078983,0.0040548183731567,0.0040930335242261,1.0236639181977936,0.0380189536870974,0.0416693179470885,61.0,0.0223606797749979,0.101,0.03984413581709295,0.07625339885500984,0.0892832946924582
KIC10118942,336,1.184,0.0617170964968379,0.0609590026165127,2.14,0.0608358446970205,0.0599332962550868,6362,61,61,6.26,0.57991786244829,0.57991786244829,-0.325,0.0721110255092798,0.0721110255092798,3.85,0.0164924225024706,0.0164924225024706,0.1207,0.0070733940933614,0.0069151387549347,3.6238252,ms,F,p,serenelli17,5.18057850985433,2.82170890075017,0.95881798176674,9.26386361738483,A,3.803593664771344,0.0041442572427561,0.0041841851562174,0.7965743332104297,0.0384765532904397,0.0422197172832938,61.0,0.0164924225024706,0.0721110255092798,0.040348135286866746,0.0613380495566753,0.06038457047605365
KIC10129349,337,1.381,0.0578013840664737,0.0570087712549569,1.534,0.041146081222882,0.0393573373083089,6699,56,56,4.248,0.367732674870185,0.367732674870185,0.045,0.1,0.1,4.206,0.0177200451466694,0.0177200451466694,0.3817,0.0191729513638355,0.0191634382092567,3.4029217,ms,F,,serenelli17,4.15677607970422,2.62397061705316,0.83594566353187,8.65660722387442,A,3.826009977791101,0.003615375566949,0.0036457253495512,0.6281845080734126,0.0360561401698747,0.0393228613891359,56.0,0.0177200451466694,0.1,0.037689500779505294,0.0574050776607153,0.040251709265595445
KIC10130724,338,0.85,0.15,0.09,1.08,0.06,0.04,5648,70,70,4.802,1.39168643856667,1.39168643856667,0.32,0.15,0.15,4.306,0.022,0.016,0.6827,0.0216,0.0209,4.0918522,ms,G,,C14sdss,14.1176470588235,4.62962962962963,1.23937677053824,28.9813918901848,A,3.7518946880437474,0.0053494629782226,0.0054161781137165,0.6814221557210085,0.1105270592734037,0.148627843667046,70.0,0.019,0.15,0.12957745147022487,0.12,0.05
KIC10147635,340,1.467,0.0554707129934347,0.0468721665810319,2.688,0.0446542271235322,0.0414004830889689,6155,66,66,9.718,0.857439330910491,0.857439330910491,-0.035,0.1,0.1,3.746,0.0067082039324993,0.0067082039324993,0.07556,0.0014935084499258,0.001477372833783,3.7595137,ms,F,,serenelli17,3.48816903798454,1.60072005603611,1.07229894394801,8.82320776816722,A,3.789228057267335,0.0046321440753347,0.0046820832128124,0.9875768947269874,0.0367215234030202,0.0401156911483157,66.0,0.0067082039324993,0.1,0.038418607275667954,0.051171439787233305,0.04302735510625055
KIC10162436,341,1.413,0.0735527021937332,0.114061386980871,2.011,0.0418688428309166,0.0458039299623951,6346,108,108,5.258,0.435907811991826,0.435907811991826,-0.059,0.1,0.1,3.979,0.0094339811320566,0.0139283882771841,0.1731,0.0019343469724948,0.0021747519881586,3.6343132,ms,F,,serenelli17,6.63885665869088,2.17983025343888,1.7018594390167,8.2903729933782,A,3.8025000677643934,0.0073288933034927,0.0074546973432685,0.7208205817703439,0.0345898495921631,0.0375850728752099,108.0,0.011681184704620349,0.1,0.0360874612336865,0.0938070445873021,0.04383638639665585
