ID,M,eM1,eM2,R,eR1,eR2,Teff,eTeff1,eTeff2,FeH,eFeH1,eFeH2,Ref,MH,eMH1,eMH2,logg,elogg1,elogg2,"logg_from_M,R",L,eL1,eL2,L_from_SB,class,type,orbit_a(Rsol),eOrbit_a,R/a,detached,well_detached,source,mode,database,logL,elogL1,elogL2,eTeff,elogg,eFeH,eL,eM,eR,elogL,percent_eM,percent_eR
KIC8491374,1.38,0.14,0.19,1.95,0.09,0.1,6520.0,65.0,65.0,0.0,0.15,0.1,,,,,3.988,0.023,0.023,,5.685,0.476353911,0.476353911,,ms,F,,,,,,C14sdss,A,1,0.7547304690237535,0.03494568656075414,0.03800561952271986,65.0,0.023,0.125,0.476353911,0.165,0.095,0.036475653041737,11.956521739130435,4.871794871794872
KIC8516041,1.09,0.13,0.12,1.3,0.06,0.06,6214.0,65.0,65.0,0.18,0.15,0.15,,,,,4.246,0.018,0.019,,2.381,0.22232026,0.22232026,,ms,F,,,,,,C14sdss,A,1,0.37675939540487985,0.03876820282159943,0.04257117987365672,65.0,0.0185,0.15,0.22232026,0.125,0.06,0.04066969134762807,11.467889908256879,4.615384615384615
KIC8981766,1.38,0.11,0.09,1.82,0.05,0.05,6237.0,72.0,72.0,-0.18,0.25,0.25,,,,,4.059,0.014,0.015,,14.37,1.342844371,1.342844371,,ms,F,,,,,,C14sdss,A,1,1.1574567681342256,0.038798040891442565,0.04260716665633946,72.0,0.014499999999999999,0.25,1.342844371,0.1,0.05,0.04070260377389101,7.246376811594203,2.7472527472527473
KIC9273544,1.14,0.12,0.12,1.55,0.07,0.07,6125.0,55.0,55.0,-0.22,0.15,0.15,,,,,4.112,0.013,0.013,,3.128,0.271690736,0.271690736,,ms,F,,,,,,C14sdss,A,1,0.49526674438781043,0.03617266743164599,0.039461515941530856,55.0,0.013,0.15,0.271690736,0.12,0.07,0.03781709168658842,10.526315789473685,4.516129032258065
KIC9402223,1.46,0.25,0.13,2.6,0.15,0.11,6350.0,52.0,52.0,-0.08,0.2,0.15,,,,,3.776,0.016,0.016,,11.16,0.975636586,0.975636586,,ms,F,,,,,,C14sdss,A,1,1.04766419460156,0.0363983679811688,0.03973030652087939,52.0,0.016,0.175,0.975636586,0.19,0.13,0.038064337251024094,13.013698630136986,5.0
KIC9715099,1.37,0.15,0.17,2.49,0.1,0.11,6225.0,53.0,53.0,-0.22,0.4,0.3,,,,,3.78,0.019,0.019,,9.337,0.806574527,0.806574527,,ms,F,,,,,,C14sdss,A,1,0.9702073588068546,0.035983665597979386,0.03923666574391993,53.0,0.019,0.35,0.806574527,0.16,0.10500000000000001,0.03761016567094966,11.678832116788321,4.216867469879518
KIC9762786,1.38,0.14,0.19,1.96,0.1,0.12,6482.0,52.0,52.0,0.06,0.15,0.15,,,,,3.99,0.014,0.014,,6.917,0.598725134,0.598725134,,ms,F,,,,,,C14sdss,A,1,0.839917775678681,0.036053112970417134,0.03931926044217693,52.0,0.014,0.15,0.598725134,0.165,0.11,0.03768618670629703,11.956521739130435,5.612244897959184
KIC9768011,1.35,0.16,0.16,2.02,0.13,0.13,6630.0,68.0,68.0,-0.26,0.2,0.15,,,,,3.955,0.023,0.024,,6.611,0.560297443,0.560297443,,ms,F,,,,,,C14sdss,A,1,0.8202671571609645,0.035330578891805686,0.03846135293595998,68.0,0.0235,0.175,0.560297443,0.16,0.13,0.03689596591388283,11.851851851851851,6.435643564356436
KIC4932691_A,1.597,0.024,0.024,1.75,0.01,0.01,7580.0,450.0,450.0,-0.4937,0.0108,0.0108,APOGEE2_DR17,-0.082,0.013,0.013,4.155,0.003,0.003,0.0,9.12,0.77,0.71,0.0,ms,,43.0,0.21,0.041108762,True,True,CakirliApr25,EB,3,0.9599948383284161,0.03520145326876323,0.03519884253050398,450.0,0.003,0.0108,0.74,0.024,0.01,0.035200147899633605,1.5028177833437695,0.5714285714285714
KIC4932691_B,1.565,0.027,0.027,1.652,0.009,0.009,6935.0,1200.0,1200.0,-0.4937,0.0108,0.0108,APOGEE2_DR17,-0.082,0.013,0.013,4.196,0.004,0.004,0.0,7.21,1.05,0.92,0.0,ms,,43.0,0.21,0.038806671,True,True,CakirliApr25,EB,3,0.857935264719429,0.05904478260095314,0.059284619274160066,1200.0,0.004,0.0108,0.9850000000000001,0.027,0.009,0.0591647009375566,1.7252396166134187,0.5447941888619855
TIC278683641_A,1.273,0.007,0.007,1.612,0.003,0.003,5940.0,110.0,110.0,0.2907,0.0039,0.0039,APOGEE2_DR17,0.246,0.013,0.013,4.128,0.001,0.001,0.0,2.92,0.14,0.14,0.0,ms,F/G,13.5,0.021,0.119116234,True,True,CakirliDec25,EB,3,0.4653828514484183,0.02033857503316172,0.02133805553034207,110.0,0.001,0.0039,0.14,0.007,0.003,0.020838315281751896,0.5498821681068343,0.18610421836228286
TIC278683641_B,0.589,0.002,0.002,0.585,0.001,0.001,3653.0,97.0,97.0,0.2907,0.0039,0.0039,APOGEE2_DR17,0.246,0.013,0.013,4.674,0.001,0.001,0.0,0.06,0.01,0.01,0.0,ms,M,13.5,0.021,0.043227666,True,True,CakirliDec25,EB,3,-1.2218487496163564,0.06694678963061307,0.07918124604762489,97.0,0.001,0.0039,0.01,0.002,0.001,0.07306401783911898,0.33955857385398985,0.17094017094017097
47_Tuc-V69 A,0.876,0.005,0.005,1.316,0.005,0.005,5945.0,150.0,150.0,-0.71,0.1,0.1,,,,,4.143,0.003,0.003,,1.941,0.217,0.217,,ms,G,48.3,0.01,0.027246377,True,True,eker14,EB,1,0.28802553538836284,0.046025904958528985,0.05148827389966887,150.0,0.003,0.1,0.217,0.005,0.005,0.048757089429098927,0.5707762557077626,0.37993920972644374
47_Tuc-V69 B,0.859,0.006,0.006,1.163,0.006,0.006,5959.0,150.0,150.0,-0.71,0.1,0.1,,,,,4.242,0.003,0.003,,1.531,0.171,0.171,,ms,G,48.3,0.01,0.024078675,True,True,eker14,EB,1,0.18497519069826102,0.045984365050308035,0.05143628232804354,150.0,0.003,0.1,0.171,0.006,0.006,0.048710323689175786,0.6984866123399301,0.5159071367153912
AD_Boo A,1.414,0.009,0.009,1.614,0.014,0.014,6575.0,120.0,120.0,0.1,0.15,0.15,,,,,4.173,0.008,0.008,,4.375,0.356,0.356,,ms,F,9.41,0.02,0.17151966,True,True,eker14,EB,1,0.640978057358332,0.033974890690233295,0.03686005116629709,120.0,0.008,0.15,0.356,0.009,0.014,0.03541747092826519,0.6364922206506365,0.8674101610904585
AD_Boo B,1.209,0.006,0.006,1.218,0.01,0.01,6145.0,120.0,120.0,0.1,0.15,0.15,,,,,4.351,0.007,0.007,,1.901,0.164,0.164,,ms,F,9.41,0.02,0.129436769,True,True,eker14,EB,1,0.27898211686544316,0.035937939126976626,0.0391822984183445,120.0,0.007,0.15,0.164,0.006,0.01,0.037560118772660564,0.4962779156327543,0.8210180623973727
BG_Ind A,1.428,0.008,0.008,2.29,0.017,0.017,6353.0,270.0,270.0,-0.2,0.1,0.1,,,,,3.865057243,0.006891794,0.006891794,,7.907,1.621,1.621,,ms,F,,,,True,True,eker14,EB,1,0.8980117387975016,0.08099000967721948,0.09963736211594043,270.0,0.006891794,0.1,1.621,0.008,0.017,0.09031368589657995,0.5602240896358543,0.7423580786026202
BG_Ind B,1.293,0.008,0.008,1.68,0.038,0.039,6653.0,233.0,233.0,-0.2,0.1,0.1,,,,,4.090979961,0.019829556,0.020341925,,5.117,0.881,0.881,,ms,F,,,,True,True,eker14,EB,1,0.7090154169721172,0.06899104445139115,0.08205946553666987,233.0,0.0200857405,0.1,0.881,0.008,0.0385,0.07552525499403051,0.6187161639597836,2.291666666666667
BW_Aqr A,1.479,0.02,0.02,2.057,0.04,0.04,6350.0,100.0,100.0,-0.07,0.11,0.11,,,,,3.981,0.019,0.019,,6.18,0.488,0.488,,ms,F,,,,True,True,eker14,EB,1,0.7909884750888159,0.03300711606715179,0.03572358367656914,100.0,0.019,0.11,0.488,0.02,0.04,0.03436534987186046,1.352265043948614,1.9445794846864366
BW_Aqr B,1.377,0.02,0.02,1.788,0.04,0.04,6450.0,100.0,100.0,-0.07,0.11,0.11,,,,,4.075,0.022,0.022,,4.966,0.417,0.417,,ms,F,,,,True,True,eker14,EB,1,0.6960067152185455,0.035017664597142395,0.03809077838859032,100.0,0.022,0.11,0.417,0.02,0.04,0.03655422149286636,1.4524328249818446,2.237136465324385
CD_Tau A,1.441,0.016,0.016,1.798,0.017,0.017,6200.0,50.0,50.0,0.08,0.15,0.15,,,,,4.087,0.01,0.01,,4.285,0.171,0.171,,ms,F,,,,True,True,eker14,EB,1,0.631950826259217,0.016994355906455594,0.01768653890051175,50.0,0.01,0.15,0.171,0.016,0.017,0.017340447403483672,1.1103400416377516,0.9454949944382648
CD_Tau B,1.366,0.016,0.016,1.584,0.02,0.02,6200.0,50.0,50.0,0.08,0.15,0.15,,,,,4.174,0.012,0.012,,3.327,0.141,0.141,,ms,F,,,,True,True,eker14,EB,1,0.5220528008688224,0.018026287935350216,0.018807029403709707,50.0,0.012,0.15,0.141,0.016,0.02,0.01841665866952996,1.171303074670571,1.2626262626262625
CO_And A,1.289,0.007,0.007,1.727,0.021,0.021,6140.0,130.0,130.0,0.01,0.15,0.15,,,,,4.074,0.011,0.011,,3.802,0.367,0.367,,ms,F,,,,True,True,eker14,EB,1,0.5800121125294243,0.04001978259687311,0.04408537113385502,130.0,0.011,0.15,0.367,0.007,0.021,0.042052576865364066,0.5430566330488752,1.2159814707585408
CO_And B,1.264,0.007,0.007,1.694,0.017,0.017,6170.0,130.0,130.0,0.01,0.15,0.15,,,,,4.082,0.009,0.009,,3.733,0.351,0.351,,ms,F,,,,True,True,eker14,EB,1,0.5720579899263045,0.03902774348856808,0.04288438666458161,130.0,0.009,0.15,0.351,0.007,0.017,0.040956065076574844,0.5537974683544304,1.0035419126328218
EF_Aqr A,1.244,0.008,0.008,1.338,0.012,0.012,6150.0,65.0,65.0,0.0,0.1,0.1,,,,,4.28,0.007,0.007,,2.301,0.108,0.108,,ms,F,,,,True,True,eker14,EB,1,0.36191661866864344,0.01992018132969997,0.020877986991120534,65.0,0.007,0.1,0.108,0.008,0.012,0.020399084160410252,0.6430868167202572,0.8968609865470851
EF_Aqr B,0.946,0.006,0.006,0.956,0.012,0.012,5185.0,110.0,110.0,0.0,0.1,0.1,,,,,4.453,0.011,0.011,,0.593,0.057,0.057,,ms,K,,,,True,True,eker14,EB,1,-0.22694530663573742,0.039858663278593,0.04388990367149265,110.0,0.011,0.1,0.057,0.006,0.012,0.04187428347504282,0.6342494714587738,1.2552301255230125
EK_Cep B,1.122,0.01,0.01,1.315,0.015,0.015,5700.0,190.0,190.0,0.07,0.05,0.05,,,,,4.251,0.015,0.015,,1.641,0.256,0.256,,ms,G,,,,True,True,eker14,EB,1,0.21510858105309322,0.06295874983556937,0.07365880765262586,190.0,0.015,0.05,0.256,0.01,0.015,0.06830877874409762,0.89126559714795,1.1406844106463878
EW_Ori A,1.173,0.011,0.011,1.169,0.005,0.005,6070.0,95.0,95.0,0.05,0.09,0.09,,,,,4.372,0.005,0.005,,1.667,0.111,0.111,,ms,F,,,,True,True,eker14,EB,1,0.22193559982800534,0.027996156806189554,0.02992600717433519,95.0,0.005,0.09,0.111,0.011,0.005,0.02896108199026237,0.9377664109121908,0.42771599657827203
EW_Ori B,1.123,0.009,0.009,1.098,0.005,0.005,5900.0,95.0,95.0,0.05,0.09,0.09,,,,,4.408,0.005,0.005,,1.312,0.091,0.091,,ms,G,,,,True,True,eker14,EB,1,0.11793383503964149,0.02912383598871844,0.03121817109475898,95.0,0.005,0.09,0.091,0.009,0.005,0.03017100354173871,0.8014247551202136,0.4553734061930783
GX_Gem A,1.488,0.011,0.011,2.334,0.012,0.012,6194.0,100.0,100.0,-0.12,0.1,0.1,,,,,3.887,0.004,0.004,,7.194,0.497,0.497,,ms,F,,,,True,True,eker14,EB,1,0.8569704334824924,0.029012377872480677,0.03109013454631282,100.0,0.004,0.1,0.497,0.011,0.012,0.03005125620939675,0.7392473118279569,0.5141388174807198
GX_Gem B,1.467,0.01,0.01,2.244,0.012,0.012,6166.0,100.0,100.0,-0.12,0.1,0.1,,,,,3.904,0.005,0.005,,6.531,0.467,0.467,,ms,F,,,,True,True,eker14,EB,1,0.8149796837607568,0.029994254386130792,0.03222049113675962,100.0,0.005,0.1,0.467,0.01,0.012,0.031107372761445207,0.6816632583503749,0.53475935828877
HS_Aur A,0.898,0.019,0.019,1.005,0.023,0.023,5350.0,70.0,70.0,-0.01,0.01,0.01,,,,,4.39,0.02,0.02,,0.743,0.055,0.055,,ms,G,,,,True,True,eker14,EB,1,-0.1290111862394247,0.03101407759015415,0.03340037552506403,70.0,0.02,0.01,0.055,0.019,0.023,0.03220722655760909,2.1158129175946545,2.2885572139303485
HS_Aur B,0.877,0.017,0.017,0.874,0.03,0.03,5200.0,72.0,72.0,-0.01,0.01,0.01,,,,,4.5,0.03,0.03,,0.501,0.048,0.048,,ms,G,,,,True,True,eker14,EB,1,-0.30016227413275426,0.039734618582846215,0.043739523854413875,72.0,0.03,0.01,0.048,0.017,0.03,0.041737071218630045,1.9384264538198406,3.4324942791762014
HW_CMa A,1.779,0.012,0.012,1.668,0.021,0.021,7700.0,150.0,150.0,0.28,0.1,0.1,,,,,4.247,0.011,0.011,,8.79,0.782,0.782,,ms,A,,,,True,True,eker14,EB,1,0.9439888750737718,0.03701381486762789,0.040464810602509615,150.0,0.011,0.1,0.782,0.012,0.021,0.038739312735068754,0.6745362563237775,1.2589928057553958
HW_CMa B,1.719,0.011,0.011,1.649,0.018,0.018,7560.0,150.0,150.0,0.33,0.1,0.1,,,,,4.242,0.01,0.01,,7.98,0.71,0.71,,ms,A,,,,True,True,eker14,EB,1,0.9020028913507294,0.0370168850979371,0.040468480491691605,150.0,0.01,0.1,0.71,0.011,0.018,0.038742682794814354,0.6399069226294356,1.0915706488781078
IM_Vir A,0.981,0.012,0.012,1.062,0.016,0.016,5570.0,100.0,100.0,-0.1,0.25,0.25,,,,,4.379,0.014,0.014,,0.975,0.082,0.082,,ms,G,,,,True,True,eker14,EB,1,-0.010995384301463193,0.035070371608889435,0.038153156809990374,100.0,0.014,0.25,0.082,0.012,0.016,0.0366117642094399,1.2232415902140672,1.5065913370998116
KIC_6131659 A,0.922,0.007,0.007,0.88,0.003,0.003,5660.0,140.0,140.0,-0.21,0.1,0.1,,,,,4.505765577,0.004431697,0.004431697,,0.713,0.078,0.078,,ms,G,,,,True,True,eker14,EB,1,-0.14691047014813446,0.04508695364581097,0.05031580455988985,140.0,0.004431697,0.1,0.078,0.007,0.003,0.04770137910285041,0.7592190889370933,0.3409090909090909
KIC_6131659 B,0.685,0.005,0.005,0.64,0.006,0.006,4780.0,105.0,105.0,-0.21,0.1,0.1,,,,,4.653330624,0.008738301,0.008738301,,0.192,0.019,0.019,,ms,K,,,,True,True,eker14,EB,1,-0.7166987712964504,0.04098122659414305,0.045255125574754085,105.0,0.008738301,0.1,0.019,0.005,0.006,0.04311817608444857,0.7299270072992701,0.9375
LV_Her A,1.192,0.01,0.01,1.358,0.012,0.012,6060.0,150.0,150.0,0.08,0.21,0.21,,,,,4.249,0.008,0.008,,2.234,0.25,0.25,,ms,F,,,,True,True,eker14,EB,1,0.3490831687795902,0.046068422724952374,0.0515415009614304,150.0,0.008,0.21,0.25,0.01,0.012,0.048804961843191386,0.8389261744966443,0.8836524300441825
LV_Her B,1.169,0.008,0.008,1.313,0.011,0.011,6030.0,150.0,150.0,0.08,0.21,0.21,,,,,4.27,0.008,0.008,,2.046,0.229,0.229,,ms,F,,,,True,True,eker14,EB,1,0.3109056293761413,0.04607577161698989,0.05155070206810708,150.0,0.008,0.21,0.229,0.008,0.011,0.048813236842548485,0.6843455945252352,0.8377760853008377
RS_Cha A,1.893,0.01,0.01,2.168,0.061,0.061,7638.0,76.0,76.0,0.17,0.07,0.07,,,,,4.05,0.06,0.06,,14.355,1.062,1.062,,ms,A,,,,True,True,eker14,EB,1,1.1570031968325247,0.03099667557231056,0.033380192081250426,76.0,0.06,0.07,1.062,0.01,0.061,0.032188433826780494,0.5282620179609087,2.813653136531365
RS_Cha B,1.871,0.01,0.01,2.379,0.06,0.06,7228.0,72.0,72.0,0.17,0.07,0.07,,,,,3.936,0.06,0.06,,13.868,0.958,0.958,,ms,F,,,,True,True,eker14,EB,1,1.142013832984359,0.029010162801364148,0.03108759071793865,72.0,0.06,0.07,0.958,0.01,0.06,0.0300488767596514,0.5344735435595938,2.5220680958385877
UX_Men A,1.235,0.006,0.006,1.349,0.013,0.013,6200.0,100.0,100.0,0.04,0.1,0.1,,,,,4.272,0.003,0.003,,2.415,0.173,0.173,,ms,F,,,,True,True,eker14,EB,1,0.38291713508753095,0.030047136909131855,0.0322815268285766,100.0,0.003,0.1,0.173,0.006,0.013,0.031164331868854228,0.48582995951416996,0.9636767976278725
UX_Men B,1.196,0.007,0.007,1.275,0.013,0.013,6150.0,100.0,100.0,0.04,0.1,0.1,,,,,4.306,0.01,0.01,,2.089,0.155,0.155,,ms,F,,,,True,True,eker14,EB,1,0.3199384399803086,0.03108441260381517,0.03348197023332572,100.0,0.01,0.1,0.155,0.007,0.013,0.032283191418570445,0.5852842809364549,1.019607843137255
V1130_Tau A,1.392,0.008,0.008,1.784,0.011,0.011,6625.0,70.0,70.0,-0.25,0.1,0.1,,,,,4.08,0.006,0.006,,5.508,0.26,0.26,,ms,F,,,,True,True,eker14,EB,1,0.740993931584886,0.020031320126486563,0.021000105217282128,70.0,0.006,0.1,0.26,0.008,0.011,0.020515712671884345,0.574712643678161,0.616591928251121
V1130_Tau B,1.306,0.008,0.008,1.49,0.01,0.01,6650.0,70.0,70.0,-0.25,0.1,0.1,,,,,4.208,0.006,0.006,,3.899,0.184,0.184,,ms,F,,,,True,True,eker14,EB,1,0.5909532351879857,0.02002614473501141,0.020994417091391604,70.0,0.006,0.1,0.184,0.008,0.01,0.020510280913201506,0.6125574272588056,0.6711409395973155
V1229_Tau B,1.565,0.015,0.015,1.587,0.042,0.042,7262.0,380.0,380.0,0.06,0.05,0.05,,,,,4.231,0.024,0.024,,6.295,1.74,1.74,,ms,F,,,,True,True,eker14,EB,1,0.7989957344438814,0.10599014665548201,0.1405073531348644,380.0,0.024,0.05,1.74,0.015,0.042,0.1232487498951732,0.9584664536741214,2.6465028355387523
V505_Per A,1.272,0.001,0.001,1.288,0.014,0.014,6512.0,21.0,21.0,-0.12,0.03,0.03,,,,,4.32,0.01,0.01,,2.679,0.069,0.069,,ms,F,,,,True,True,eker14,EB,1,0.4279727136082088,0.011044014779303946,0.01133220626992787,21.0,0.01,0.03,0.069,0.001,0.014,0.011188110524615907,0.07861635220125786,1.0869565217391306
V505_Per B,1.254,0.001,0.001,1.267,0.014,0.014,6462.0,12.0,12.0,-0.12,0.03,0.03,,,,,4.33,0.01,0.01,,2.512,0.059,0.059,,ms,F,,,,True,True,eker14,EB,1,0.40001963506515853,0.010082441577702106,0.010322086858772839,12.0,0.01,0.03,0.059,0.001,0.014,0.010202264218237472,0.07974481658692185,1.104972375690608
V565_Lyr A,0.995,0.003,0.003,1.101,0.007,0.007,5600.0,95.0,95.0,0.28,0.05,0.05,,,,,4.352,0.005,0.005,,1.072,0.079,0.079,,ms,G,,,,True,True,eker14,EB,1,0.03019478535675124,0.03088053827304057,0.03324553686137002,95.0,0.005,0.05,0.079,0.003,0.007,0.0320630375672053,0.3015075376884422,0.6357856494096277
V565_Lyr B,0.929,0.003,0.003,0.971,0.009,0.009,5430.0,125.0,125.0,0.28,0.05,0.05,,,,,4.432,0.008,0.008,,0.736,0.077,0.077,,ms,G,,,,True,True,eker14,EB,1,-0.13312218566250114,0.043212731256569284,0.047992399743488984,125.0,0.008,0.05,0.077,0.003,0.009,0.045602565500029134,0.3229278794402583,0.9268795056642636
V568_Lyr A,1.075,0.008,0.008,1.4,0.016,0.016,5665.0,100.0,100.0,0.28,0.05,0.05,,,,,4.178,0.01,0.01,,1.811,0.143,0.143,,ms,G,,,,True,True,eker14,EB,1,0.2579184503140584,0.03300610906869583,0.03572240401233853,100.0,0.01,0.05,0.143,0.008,0.016,0.03436425654051718,0.744186046511628,1.142857142857143
V568_Lyr B,0.827,0.004,0.004,0.768,0.006,0.006,4900.0,100.0,100.0,0.28,0.05,0.05,,,,,4.586,0.008,0.008,,0.305,0.028,0.028,,ms,K,,,,True,True,eker14,EB,1,-0.5157001606532142,0.038144394159534134,0.04182007028233725,100.0,0.008,0.05,0.028,0.004,0.006,0.03998223222093569,0.48367593712212825,0.78125
V636_Cen A,1.052,0.005,0.005,1.024,0.004,0.004,5900.0,85.0,85.0,-0.2,0.08,0.08,,,,,4.444,0.004,0.004,,1.14,0.07,0.07,,ms,G,,,,True,True,eker14,EB,1,0.05690485133647256,0.025880518979977514,0.02752107365126298,85.0,0.004,0.08,0.07,0.005,0.004,0.026700796315620248,0.47528517110266155,0.390625
V636_Cen B,0.854,0.003,0.003,0.835,0.004,0.004,5000.0,100.0,100.0,-0.2,0.08,0.08,,,,,4.532,0.005,0.005,,0.391,0.034,0.034,,ms,K,,,,True,True,eker14,EB,1,-0.40782324260413316,0.03621217265444476,0.03950854128367365,100.0,0.005,0.08,0.034,0.003,0.004,0.037860356969059206,0.351288056206089,0.4790419161676647
VZ_Cep A,1.402,0.015,0.015,1.558,0.012,0.012,6670.0,160.0,160.0,0.06,0.09,0.09,,,,,4.213,0.008,0.008,,4.315,0.46,0.46,,ms,F,,,,True,True,eker14,EB,1,0.6349808000512285,0.043992575868536665,0.04895641766425263,160.0,0.008,0.09,0.46,0.015,0.012,0.046474496766394646,1.0699001426533523,0.7702182284980744
VZ_Cep B,1.108,0.008,0.008,1.058,0.04,0.04,5720.0,120.0,120.0,0.06,0.09,0.09,,,,,4.446,0.033,0.033,,1.076,0.137,0.137,,ms,G,,,,True,True,eker14,EB,1,0.0318122713303704,0.052048529536202606,0.05914667906425945,120.0,0.033,0.09,0.137,0.008,0.04,0.05559760430023103,0.7220216606498194,3.7807183364839316
WZ_Oph A,1.227,0.007,0.007,1.401,0.012,0.012,6165.0,100.0,100.0,-0.27,0.07,0.07,,,,,4.234,0.008,0.008,,2.547,0.182,0.182,,ms,F,,,,True,True,eker14,EB,1,0.40602894496361513,0.02997459070628139,0.03219779988978472,100.0,0.008,0.07,0.182,0.007,0.012,0.031086195298033054,0.5704971475142624,0.8565310492505352
WZ_Oph B,1.22,0.006,0.006,1.419,0.012,0.012,6115.0,100.0,100.0,-0.27,0.07,0.07,,,,,4.221,0.008,0.008,,2.529,0.181,0.181,,ms,F,,,,True,True,eker14,EB,1,0.40294882934440474,0.030020461530000986,0.03225073676882789,100.0,0.008,0.07,0.181,0.006,0.012,0.03113559914941444,0.4918032786885246,0.8456659619450316
YZ_Cas B,1.347,0.01,0.01,1.359,0.02,0.02,6700.0,250.0,250.0,0.1,0.06,0.06,,,,,4.307,0.013,0.013,,3.342,0.603,0.603,,ms,F,,,,True,True,eker14,EB,1,0.5240064455573725,0.07204056198806663,0.08641441330341115,250.0,0.013,0.06,0.603,0.01,0.02,0.07922748764573889,0.7423904974016333,1.4716703458425313
2MASS_J05282082+0338327_A,1.366,0.011,0.011,1.835,0.01,0.01,5103.0,26.0,26.0,0.025,0.275,0.275,LAMOST_DR11,,,,4.047,0.006,0.006,0.0,2.05716,0.04786,0.04723,1.0,ms,K1V,,,,,,Eker14+18,EB,3,0.3132680711865958,0.00998815527885627,0.01008713871292749,26.0,0.006,0.275,0.047545000000000004,0.011,0.01,0.01003764699589188,0.8052708638360174,0.5449591280653951
2MASS_J05282082+0338327_B,1.327,0.008,0.008,1.735,0.01,0.01,4751.0,26.0,26.0,0.025,0.275,0.275,LAMOST_DR11,,,,4.083,0.006,0.006,0.0,1.38176,0.03443,0.03394,1.0,ms,K3V,,,,,,Eker14+18,EB,3,0.140432616318118,0.010688907103449302,0.010800719835785288,26.0,0.006,0.275,0.034185,0.008,0.01,0.010744813469617295,0.6028636021100227,0.5763688760806917
KIC10935310_B,0.376,0.017,0.017,0.3475,0.0081,0.0081,3460.0,210.0,210.0,-0.281,0.029,0.029,LAMOST_DR11,,,,4.932,0.028,0.028,0.0,0.01559,0.00421,0.00353,1.0,ms,M3V,11.03,0.21,0.031504986,True,True,Eker14+18,EB,3,-1.8071538848111584,0.1038190750726895,0.11149880738470919,210.0,0.028,0.029,0.00387,0.017,0.0081,0.10765894122869935,4.521276595744681,2.3309352517985613
KIC3230227_A,1.84,0.18,0.18,2.01,0.09,0.09,8000.0,30.0,30.0,-0.135,0.005,0.005,LAMOST_DR11,,,,4.097,0.058,0.058,0.0,14.90894,1.38342,1.32405,1.0,ms,A6,23.64,0.95,0.085025381,True,True,Eker14+18,EB,3,1.1734467669596644,0.03853723083817373,0.040390640774501385,30.0,0.058,0.005,1.353735,0.18,0.09,0.03946393580633756,9.782608695652174,4.477611940298508
KIC3230227_B,1.73,0.17,0.17,1.68,0.08,0.08,8177.0,30.0,30.0,-0.135,0.005,0.005,LAMOST_DR11,,,,4.226,0.059,0.059,0.0,11.36814,1.12108,1.06985,1.0,ms,A6,23.64,0.95,0.07106599,True,True,Eker14+18,EB,3,1.0556894133406904,0.04084590251352682,0.042924295938188584,30.0,0.059,0.005,1.095465,0.17,0.08,0.0418850992258577,9.826589595375722,4.761904761904762
KIC7177553_A,1.043,0.014,0.014,0.94,0.005,0.005,5800.0,130.0,130.0,0.204,0.013,0.013,LAMOST_DR11,,,,4.51,0.007,0.007,0.0,0.90087,0.08407,0.07868,1.0,ms,G2V,36.76,0.15,0.025571273,True,True,Eker14+18,EB,3,-0.04533787534286414,0.03874765054851542,0.03968993434760151,130.0,0.007,0.013,0.081375,0.014,0.005,0.03921879244805847,1.3422818791946312,0.5319148936170213
KIC7177553_B,0.986,0.015,0.015,0.941,0.005,0.005,5740.0,140.0,140.0,0.204,0.013,0.013,LAMOST_DR11,,,,4.485,0.008,0.008,0.0,0.86601,0.08811,0.08196,1.0,ms,G2V,36.76,0.15,0.025598477,True,True,Eker14+18,EB,3,-0.06247709306377985,0.04208009256914226,0.0431791477827884,140.0,0.008,0.013,0.085035,0.015,0.005,0.04262962017596533,1.5212981744421907,0.5313496280552604
TV_Cet_A,1.385,0.052,0.052,1.484,0.02,0.02,6902.0,150.0,150.0,-0.122,0.005,0.005,LAMOST_DR11,,,,4.237,0.02,0.02,0.0,4.50259,0.42242,0.39756,1.0,ms,F2V,25.15,0.25,0.059005964,True,True,Eker14+18,EB,2,0.6534624024716328,0.03894471417730938,0.04014606713387148,150.0,0.02,0.005,0.40999,0.052,0.02,0.03954539065559043,3.7545126353790614,1.3477088948787062
TV_Cet_B,1.265,0.051,0.051,1.221,0.01,0.01,6575.0,150.0,150.0,-0.122,0.005,0.005,LAMOST_DR11,,,,4.367,0.019,0.019,0.0,2.5102,0.2406,0.2251,1.0,ms,F5V,25.15,0.25,0.048548708,True,True,Eker14+18,EB,2,0.39970832524042094,0.03975069042956403,0.04080311492737376,150.0,0.019,0.005,0.23285,0.051,0.01,0.040276902678468895,4.031620553359684,0.8190008190008189
V2653_Oph_A,1.537,0.021,0.021,2.215,0.055,0.055,6950.0,480.0,480.0,-0.176,0.056,0.056,LAMOST_DR11,,,,3.934,0.022,0.022,0.0,10.31291,3.2003,2.61659,1.0,ms,F2V,15.93110428,,0.139036187,True,True,Eker14+18,EB,3,1.013381227710519,0.1173772981948995,0.12709811107356228,480.0,0.022,0.056,2.908445,0.021,0.055,0.12223770463423089,1.36629798308393,2.483069977426637
