ID,M,eM1,eM2,R,eR1,eR2,Teff,eTeff1,eTeff2,FeH,eFeH1,eFeH2,Ref,MH,eMH1,eMH2,logg,elogg1,elogg2,"logg_from_M,R",L,eL1,eL2,L_from_SB,class,type,orbit_a(Rsol),eOrbit_a,R/a,detached,well_detached,source,mode,database,logL,elogL1,elogL2,logR,elogR1,elogR2,eTeff,elogg,eFeH,eL,eM,eR,elogL,elogR,percent_eM,percent_eR
KIC11147596,1.4541,0.0558,0.0558,15.1748,0.2613,0.2613,4365.229,38.3062,38.3062,0.2411,0.058,0.058,,,,,2.2335,0.0037,0.0037,0.0,79.96,2.82,2.58,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.9028727854460794,0.01505263661866163,0.014244060060853325,1.1811229758943287,0.00741460751290246,0.007543397343599878,38.3062,0.0037,0.058,2.7,0.0558,0.2613,0.014648348339757478,0.007479002428251169,3.8374252114710132,1.7219337322402932
KIC11147717,1.0155,0.0424,0.0424,12.8828,0.2405,0.2405,4788.3076,46.8075,46.8075,-0.402,0.058,0.058,,,,,2.2187,0.0043,0.0043,0.0,94.57,3.33,2.72,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.9757533890362875,0.015029302766850217,0.012674228394460307,1.1100102646070154,0.008032792351960527,0.0081841727460501,46.8075,0.0043,0.058,3.0250000000000004,0.0424,0.2405,0.013851765580655262,0.008108482549005314,4.175283111767602,1.8668301921942436
KIC11151844,1.0673,0.041,0.041,18.599,0.3204,0.3204,4354.505,46.9371,46.9371,-0.4189,0.058,0.058,,,,,1.9114,0.0042,0.0042,0.0,148.7,20.5,14.1,0.0,rgb,,,,,,,Pinsonneault25,A,3,2.172310968521954,0.056089390181050636,0.04326590863399593,1.2694895944245344,0.007417764870573995,0.00754666536581361,46.9371,0.0042,0.058,17.3,0.041,0.3204,0.04967764940752328,0.007482215118193802,3.841469127705426,1.7226732620033334
KIC11177727,1.0769,0.0416,0.0416,10.888,0.189,0.189,4580.215,42.1933,42.1933,-0.1726,0.058,0.058,,,,,2.3954,0.0038,0.0038,0.0,47.00395,2.32057,2.35264,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.672134355619156,0.02092851200267809,0.022300150682933007,1.0369481121952784,0.007474043516564555,0.007604924676171798,42.1933,0.0038,0.058,2.336605,0.0416,0.189,0.02161433134280555,0.007539484096368176,3.8629399201411463,1.7358559882439382
KIC11180468,1.4973,0.0577,0.0577,10.052,0.1743,0.1743,4648.8984,42.0645,42.0645,0.1469,0.058,0.058,,,,,2.6106,0.0038,0.0038,0.0,42.52065,1.88256,2.10756,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.6285998948271665,0.01881447246977408,0.022077836796198458,1.0022524799205383,0.007466049173429301,0.007596648044702614,42.0645,0.0038,0.058,1.99506,0.0577,0.1743,0.02044615463298627,0.007531348609065958,3.8536031523408805,1.733983286908078
KIC11180779,1.2152,0.0467,0.0467,7.1515,0.1238,0.1238,4753.5513,44.1805,44.1805,0.0044,0.058,0.058,,,,,2.8156,0.0039,0.0039,0.0,22.33,0.5,0.51,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.348888723071438,0.009617188418797218,0.010033976819114887,0.8543971429758167,0.007453763363679755,0.00758392901502658,44.1805,0.0039,0.058,0.505,0.0467,0.1238,0.009825582618956052,0.007518846189353168,3.8429888084265964,1.731105362511361
KIC11180994,1.3473,0.0519,0.0519,8.181,0.1417,0.1417,4690.9224,44.818,44.818,0.0464,0.058,0.058,,,,,2.7436,0.0039,0.0039,0.0,29.19715,3.04372,1.48835,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.4653404610483933,0.043066291411625324,0.022722743085109798,0.9128063926612923,0.007457847677203477,0.007588157267592099,44.818,0.0039,0.058,2.266035,0.0519,0.1417,0.03289451724836756,0.007523002472397788,3.8521487419283016,1.732062095098399
KIC11181345,1.0553,0.0414,0.0414,21.7772,0.3867,0.3867,4786.294,52.4353,52.4353,-1.7385,0.058,0.058,,,,,1.7639,0.0042,0.0042,0.0,224.23132,11.68099,12.47887,1.0,rgb,,,,,,,Pinsonneault25,A,3,2.350696273527363,0.022054329611675527,0.024867829658856255,1.3380020396658048,0.007644142358690154,0.007781103401755196,52.4353,0.0042,0.058,12.079930000000001,0.0414,0.3867,0.02346107963526589,0.007712622880222675,3.9230550554344736,1.7757103759895672
KIC11181828,0.9892,0.0375,0.0375,9.9665,0.1705,0.1705,4798.8945,54.0985,54.0985,-0.9274,0.058,0.058,,,,,2.4359,0.0043,0.0043,0.0,47.46187,2.71007,2.64953,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.6763448454422547,0.024116048788717537,0.024947223052218304,0.9985426710945136,0.007366775400045267,0.00749389464183714,54.0985,0.0043,0.058,2.6798,0.0375,0.1705,0.02453163592046792,0.007430335020941203,3.79094217549535,1.7107309486780715
KIC11182706,1.062,0.0409,0.0409,9.7058,0.1681,0.1681,4717.006,51.2337,51.2337,-0.3727,0.058,0.058,,,,,2.4908,0.0042,0.0042,0.0,41.78,3.23,3.34,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.6209684356442897,0.032340577294189155,0.03618505664778193,0.9870313378971225,0.007457386599909244,0.007587679936997271,51.2337,0.0042,0.058,3.285,0.0409,0.1681,0.03426281697098554,0.0075225332684532575,3.851224105461393,1.7319540893074243
KIC11183305,1.0482,0.0407,0.0407,14.5607,0.2535,0.2535,4396.1284,43.4209,43.4209,-0.1368,0.058,0.058,,,,,2.1236,0.004,0.004,0.0,79.9,4.73,3.12,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.9025467793139914,0.024977561561037254,0.017298671532605336,1.1631822540175216,0.007495949556462378,0.007627605829583883,43.4209,0.004,0.058,3.9250000000000003,0.0407,0.2535,0.021138116546821295,0.007561777693023131,3.8828467849647015,1.7409877272383882
KIC11188479,1.1107,0.0431,0.0431,14.339,0.2496,0.2496,4386.7007,39.8504,39.8504,-0.1877,0.058,0.058,,,,,2.1634,0.0038,0.0038,0.0,68.59374,2.71688,3.41312,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.8362844829442277,0.01686972943137044,0.02216599577340017,1.1565188647470275,0.007494751927247689,0.007626365763818477,39.8504,0.0038,0.058,3.0650000000000004,0.0431,0.2496,0.019517862602385305,0.007560558845533083,3.8804357612316553,1.740707162284678
KIC11189239,1.1029,0.0425,0.0425,5.9967,0.104,0.104,4630.672,42.0243,42.0243,0.1326,0.058,0.058,,,,,2.9265,0.0038,0.0038,0.0,14.89688,0.94301,0.73956,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.1730953193740867,0.02665684193501372,0.022114270778059053,0.7779123227074612,0.007467346515714235,0.007597991176376828,42.0243,0.0038,0.058,0.8412850000000001,0.0425,0.104,0.024385556356536386,0.0075326688460455316,3.853477196482002,1.7342871912885423
KIC11189432,1.1727,0.0453,0.0453,8.7941,0.1525,0.1525,4614.972,42.2578,42.2578,-0.0433,0.058,0.058,,,,,2.6206,0.0038,0.0038,0.0,31.60485,1.94497,1.5762,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.4997537334605897,0.02593646099326019,0.02221792542842449,0.9441913997873566,0.007466620804391533,0.007597239850238191,42.2578,0.0038,0.058,1.760585,0.0453,0.1525,0.02407719321084234,0.007531930327314862,3.8628805321053976,1.7341171922084124
KIC11190108,1.0375,0.0402,0.0402,12.2708,0.2132,0.2132,4505.85,41.87,41.87,-0.3697,0.058,0.058,,,,,2.2723,0.0039,0.0039,0.0,55.91745,2.54892,2.81269,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.7475473580849072,0.019358772559149084,0.02241390764216966,1.0888728776625927,0.007480882330702432,0.007612005221846907,41.87,0.0039,0.058,2.680805,0.0402,0.2132,0.020886340100659373,0.0075464437762746694,3.874698795180722,1.7374580304462628
KIC11190322,1.2814,0.0495,0.0495,9.0059,0.1563,0.1563,4576.1777,41.0064,41.0064,0.1712,0.058,0.058,,,,,2.6384,0.0038,0.0038,0.0,31.87,0.7,0.68,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.5033820634737327,0.009435695091140506,0.009366688716588856,0.9545271203207508,0.007472647358165774,0.007603479195660401,41.0064,0.0038,0.058,0.69,0.0495,0.1563,0.00940119190386468,0.007538063276913087,3.862962384891525,1.7355289310340998
KIC11190388,1.2162,0.0505,0.0505,4.4831,0.0835,0.0835,5005.1616,49.5115,49.5115,-0.2619,0.058,0.058,,,,,3.2217,0.0043,0.0043,0.0,11.21,0.21,0.21,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.049605612594973,0.00806049131485631,0.008212927436747952,0.6515784263437795,0.008014545981257282,0.00816523296884275,49.5115,0.0043,0.058,0.21,0.0505,0.0835,0.008136709375802131,0.008089889475050016,4.152277585923368,1.8625504673105662
KIC11190431,1.0207,0.0392,0.0392,16.9088,0.2913,0.2913,4340.7603,39.2213,39.2213,-0.1747,0.058,0.058,,,,,1.9772,0.0038,0.0038,0.0,94.05,4.84,5.84,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.9733587998863977,0.02179357700505613,0.02784097780855821,1.2281127872623956,0.007418184605731293,0.007547099816217262,39.2213,0.0038,0.058,5.34,0.0392,0.2913,0.02481727740680717,0.007482642210974277,3.8405016165376704,1.7227715745647236
KIC11190725,1.3312,0.0555,0.0555,6.4111,0.1196,0.1196,4843.2124,47.5881,47.5881,-0.0451,0.058,0.058,,,,,2.9502,0.0043,0.0043,0.0,20.35,0.65,0.36,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.3085644135612389,0.013654881172680433,0.007751619443121971,0.8069325510390093,0.0080271830452745,0.008178350099412701,47.5881,0.0043,0.058,0.505,0.0555,0.1196,0.010703250307901202,0.0081027665723436,4.169170673076923,1.8655144982920246
KIC11193975,1.1512,0.0448,0.0448,12.3712,0.2155,0.2155,4349.0337,39.4825,39.4825,0.1898,0.058,0.058,,,,,2.3117,0.0038,0.0038,0.0,50.67,2.5,2.09,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.7047509042906712,0.02091575602350737,0.018293393821559478,1.0924118280124402,0.007500053036690435,0.0076318547644806944,39.4825,0.0038,0.058,2.295,0.0448,0.2155,0.019604574922533424,0.007565953900585565,3.8915913829047946,1.7419490429384377
KIC11196191,1.2127,0.0476,0.0476,22.6103,0.3973,0.3973,4229.037,37.6159,37.6159,-0.0608,0.058,0.058,,,,,1.7935,0.0038,0.0038,0.0,147.32393,6.71212,7.2861,1.0,rgb,,,,,,,Pinsonneault25,A,3,2.168273295538216,0.01934907779083117,0.022027923139075867,1.3543063247283855,0.007564993587457547,0.007699108122252829,37.6159,0.0038,0.058,6.99911,0.0476,0.3973,0.02068850046495352,0.007632050854855188,3.9251257524532046,1.7571637704939784
KIC11196614,1.1268,0.0472,0.0472,16.7058,0.3127,0.3127,4569.686,43.4298,43.4298,-0.5474,0.058,0.058,,,,,2.0322,0.0042,0.0042,0.0,109.64143,5.36295,5.7808,1.0,rgb,,,,,,,Pinsonneault25,A,3,2.0399746911967123,0.020739689796959837,0.023523738577056807,1.2228672777751959,0.00805400121480404,0.008206189635488137,43.4298,0.0042,0.058,5.571875,0.0472,0.3127,0.022131714187008322,0.008130095425146089,4.188853390131345,1.8718050018556427
KIC11196785,1.8691,0.0782,0.0782,13.3444,0.2495,0.2495,4656.8096,42.873,42.873,-0.0628,0.058,0.058,,,,,2.4593,0.0042,0.0042,0.0,75.44783,3.45076,3.91419,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.8776467532888341,0.01942248869509622,0.023136428542278598,1.1252990515182686,0.008045019304995904,0.00819686526056973,42.873,0.0042,0.058,3.682475,0.0782,0.2495,0.021279458618687408,0.008120942282782817,4.183831790701407,1.8696981505350558
KIC11197853,1.1831,0.0485,0.0485,9.5251,0.1751,0.1751,4711.6807,44.2341,44.2341,-0.2278,0.058,0.058,,,,,2.5548,0.0041,0.0041,0.0,40.28443,1.9896,2.09247,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.6051372230227383,0.02093642824454567,0.023165276214174302,0.9788695438458423,0.007911144853489205,0.008057932973324577,44.2341,0.0041,0.058,2.041035,0.0485,0.1751,0.022050852229359985,0.007984538913406891,4.099399881666808,1.8383009102266645
KIC11198005,1.2073,0.0465,0.0465,8.5761,0.1486,0.1486,4671.7285,51.1842,51.1842,-0.0498,0.058,0.058,,,,,2.655,0.0042,0.0042,0.0,30.38,1.2,1.54,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.4825877695267675,0.016824356145507924,0.022592513479376075,0.9332898363872896,0.007460666225643009,0.007591075194280039,51.1842,0.0042,0.058,1.37,0.0465,0.1486,0.019708434812442,0.007525870709961524,3.8515696181562165,1.7327223329951844
KIC11199046,1.1788,0.0456,0.0456,8.3918,0.1457,0.1457,4549.8345,45.0507,45.0507,0.194,0.058,0.058,,,,,2.6635,0.004,0.004,0.0,27.18863,2.79984,1.41477,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.434387324599998,0.04256698419028804,0.023207859438176826,0.9238551248600227,0.007475591829566253,0.007606527697514021,45.0507,0.004,0.058,2.107305,0.0456,0.1457,0.03288742181423243,0.007541059763540137,3.8683406854428233,1.7362186896732525
KIC11200383,1.027,0.0428,0.0428,5.3683,0.1002,0.1002,4805.631,51.1339,51.1339,-0.2764,0.058,0.058,,,,,2.9917,0.0045,0.0045,0.0,13.84745,1.09388,0.77375,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.1413698056827184,0.033019452168292496,0.024971290621077724,0.7298367777838886,0.008031438666662782,0.008182767561721205,51.1339,0.0045,0.058,0.9338150000000001,0.0428,0.1002,0.02899537139468511,0.008107103114191994,4.167478091528724,1.8665126762662296
KIC11200680,1.0098,0.0421,0.0421,9.3507,0.1746,0.1746,4778.729,48.8013,48.8013,-0.7447,0.058,0.058,,,,,2.5014,0.0044,0.0044,0.0,41.0802,2.51164,2.24516,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.613632549304134,0.025772651555291848,0.024408792491053877,0.970844123680859,0.008034539017751086,0.008185985874445412,48.8013,0.0044,0.058,2.3784,0.0421,0.1746,0.025090722023172862,0.008110262446098249,4.1691424044365215,1.867239885783952
KIC11204531,1.7653,0.0679,0.0679,12.0025,0.2077,0.2077,4770.7144,45.4961,45.4961,-0.2381,0.058,0.058,,,,,2.5274,0.0039,0.0039,0.0,67.25,1.52,1.45,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.8276922886744456,0.009706735667576849,0.009466395060490074,1.0792717146412034,0.007451062996145286,0.007581133525803141,45.4961,0.0039,0.058,1.4849999999999999,0.0679,0.2077,0.009586565364033461,0.007516098260974213,3.846371721520421,1.7304728181628828
KIC11228549,1.0242,0.0388,0.0388,7.9137,0.1353,0.1353,4841.091,48.4894,48.4894,-0.7504,0.058,0.058,,,,,2.6534,0.004,0.004,0.0,30.99038,1.38153,1.61238,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.4912269015342594,0.01894142276756905,0.02320467504016821,0.8983795825974228,0.0073623447941787434,0.00748930985360674,48.4894,0.004,0.058,1.4969549999999998,0.0388,0.1353,0.02107304890386863,0.007425827323892742,3.788322593243507,1.7096933166533985
KIC11230715,0.9658,0.037,0.037,4.1627,0.0719,0.0719,4955.7812,61.9549,61.9549,-0.5807,0.058,0.058,,,,,3.1859,0.0046,0.0046,0.0,9.41659,0.64034,0.56353,1.0,rgb,,,,,,,Pinsonneault25,A,3,0.9738936615725219,0.028571765714055286,0.026800253991258405,0.6193751130152165,0.007437280164569904,0.007566865738700579,61.9549,0.0046,0.058,0.601935,0.037,0.0719,0.027686009852656845,0.007502072951635241,3.8310209153033754,1.7272443366084513
KIC11231255,1.4756,0.0566,0.0566,5.3604,0.0927,0.0927,4822.784,52.8929,52.8929,0.1014,0.058,0.058,,,,,3.1504,0.0042,0.0042,0.0,14.48,0.42,0.37,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.160768561861128,0.012417706551145935,0.011241548106780241,0.7291971985194634,0.007446263416391319,0.007576164965958032,52.8929,0.0042,0.058,0.395,0.0566,0.0927,0.011829627328963088,0.0075112141911746755,3.835727839522906,1.7293485560779045
KIC11231549,1.326,0.0512,0.0512,12.3413,0.2142,0.2142,4584.171,41.7799,41.7799,-0.0557,0.058,0.058,,,,,2.3765,0.0038,0.0038,0.0,60.59821,2.68385,3.01612,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.7824597958064834,0.0188208123580893,0.022172371822348547,1.091360909542409,0.0074731028404346755,0.007603950767720136,41.7799,0.0038,0.058,2.849985,0.0512,0.2142,0.020496592090218924,0.007538526804077406,3.861236802413273,1.735635629957946
KIC11232325,1.3025,0.0503,0.0503,8.6285,0.1497,0.1497,4616.3877,41.6802,41.6802,0.1494,0.058,0.058,,,,,2.6827,0.0038,0.0038,0.0,30.46312,2.44215,1.50866,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.4837743812519086,0.03349107744675717,0.022058911488891386,0.9359353034389984,0.007470168024033108,0.007600912297357931,41.6802,0.0038,0.058,1.9754049999999999,0.0503,0.1497,0.027774994467824277,0.00753554016069552,3.861804222648752,1.734948136987889
KIC11233567,1.321,0.0556,0.0556,16.1171,0.3024,0.3024,4399.479,39.6786,39.6786,-0.06,0.058,0.058,,,,,2.1363,0.0041,0.0041,0.0,84.39,2.93,2.63,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.9262909868848634,0.014822740152238278,0.013750104094225835,1.2072869005398248,0.008073027484330586,0.008225942642830386,39.6786,0.0041,0.058,2.7800000000000002,0.0556,0.3024,0.014286422123232057,0.008149485063580486,4.20893262679788,1.876268063113091
KIC11236536,1.3479,0.0564,0.0564,10.3143,0.1928,0.1928,4647.8203,42.5158,42.5158,-0.0035,0.058,0.058,,,,,2.5421,0.0041,0.0041,0.0,44.72718,1.78586,2.31296,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.6505715172415931,0.017003207823125033,0.023060032531534658,1.0134397590708686,0.00804310654932383,0.008194879625503138,42.5158,0.0041,0.058,2.04941,0.0564,0.1928,0.020031620177329845,0.008118993087413484,4.184286668150456,1.8692494885741158
KIC11236571,1.0787,0.0415,0.0415,4.3854,0.0759,0.0759,4726.3555,52.407,52.407,0.1553,0.058,0.058,,,,,3.1887,0.0043,0.0043,0.0,8.64607,0.77468,0.47986,1.0,rgb,,,,,,,Pinsonneault25,A,3,0.9368187473311824,0.03726673167141048,0.024798203403703423,0.6420092122676165,0.007452216076859197,0.007582327219987861,52.407,0.0043,0.058,0.62727,0.0415,0.0759,0.03103246753755695,0.007517271648423529,3.8472235097802914,1.730742919688056
KIC11236845,1.0078,0.0421,0.0421,8.9123,0.1666,0.1666,4677.633,56.9177,56.9177,-0.4862,0.058,0.058,,,,,2.5428,0.0048,0.0048,0.0,34.25933,1.96703,2.07141,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.5347788653385361,0.024245833274197715,0.027085952079720865,0.9499897970118469,0.008043435554452638,0.008195221165043787,56.9177,0.0048,0.058,2.0192200000000002,0.0421,0.1666,0.02566589267695929,0.008119328359748212,4.177416153998809,1.8693266609068366
KIC11241473,1.111,0.0427,0.0427,7.4044,0.1282,0.1282,4741.403,44.6546,44.6546,-0.1761,0.058,0.058,,,,,2.7465,0.0039,0.0039,0.0,23.23,0.6,0.71,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.3660492098002355,0.011074832546220659,0.013480823620926952,0.8694898721419675,0.007455033773943298,0.007585244188312856,44.6546,0.0039,0.058,0.655,0.0427,0.1282,0.012277828083573805,0.007520138981128077,3.843384338433844,1.7314029495975367
KIC11241658,1.1374,0.0439,0.0439,7.0158,0.1217,0.1217,4588.0396,41.2286,41.2286,0.1257,0.058,0.058,,,,,2.8036,0.0038,0.0038,0.0,19.64978,1.65391,0.97071,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.2933576923541488,0.03509714149971166,0.02200244272573837,0.8460772000651654,0.007468921188738986,0.007599621438085236,41.2286,0.0038,0.058,1.31231,0.0439,0.1217,0.028549792112725014,0.007534271313412111,3.859679971865659,1.7346560620314149
KIC11241927,1.7146,0.0664,0.0664,15.0314,0.2613,0.2613,4481.5938,40.249,40.249,0.0672,0.058,0.058,,,,,2.3154,0.0038,0.0038,0.0,82.1152,3.45588,4.05954,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.9144235549893551,0.01790345830273754,0.022019154731932833,1.1769994319481292,0.007484737020854393,0.00761599626372389,40.249,0.0038,0.058,3.7577100000000003,0.0664,0.2613,0.019961306517335187,0.007550366642289141,3.872623352385396,1.7383610309086313
KIC11243349,1.4574,0.0562,0.0562,10.369,0.1798,0.1798,4635.4077,42.0808,42.0808,0.0827,0.058,0.058,,,,,2.5718,0.0038,0.0038,0.0,44.7219,3.56009,2.22043,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.6505202461750352,0.03326491558599054,0.02211629490477396,1.0157368744774502,0.007466183922177239,0.0075967875489955095,42.0808,0.0038,0.058,2.89026,0.0562,0.1798,0.02769060524538225,0.007531485735586374,3.8561822423493894,1.7340148519625809
KIC11243761,1.1913,0.0467,0.0467,20.4869,0.3597,0.3597,4270.4136,38.6279,38.6279,-0.2363,0.058,0.058,,,,,1.874,0.0038,0.0038,0.0,119.3,5.0,5.2,0.0,rgb,,,,,,,Pinsonneault25,A,3,2.076640443670342,0.0178306849713028,0.019354799252127464,1.3114762475789283,0.007558985752627034,0.007692885463705279,38.6279,0.0038,0.058,5.1,0.0467,0.3597,0.018592742111715133,0.007625935608166157,3.9200872995886846,1.7557561173237533
KIC11244968,1.8662,0.072,0.072,16.3622,0.2837,0.2837,4630.2363,42.6334,42.6334,-0.1086,0.058,0.058,,,,,2.2773,0.0038,0.0038,0.0,110.86405,5.06231,5.5446,1.0,rgb,,,,,,,Pinsonneault25,A,3,2.0447907398574174,0.019391459703142377,0.022282157393276325,1.2138416968673544,0.007465584419684479,0.007596166889570766,42.6334,0.0038,0.058,5.303455,0.072,0.2837,0.02083680854820935,0.007530875654627622,3.858107383988854,1.733874417865568
KIC11245307,1.4868,0.0574,0.0574,12.3118,0.2136,0.2136,4587.295,41.7198,41.7198,0.0311,0.058,0.058,,,,,2.4294,0.0038,0.0038,0.0,60.47341,3.05473,3.00604,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.781564458475769,0.021401681613757217,0.022143136418169007,1.090321551949976,0.007470052051892884,0.007600792230088249,41.7198,0.0038,0.058,3.030385,0.0574,0.2136,0.021772409015963112,0.007535422140990566,3.8606403013182677,1.7349209701262203
KIC11247648,1.2351,0.0476,0.0476,12.1538,0.2107,0.2107,4665.2637,48.9845,48.9845,-0.3644,0.058,0.058,,,,,2.3584,0.0041,0.0041,0.0,63.04108,3.10955,3.38937,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.7996236447420118,0.02091033989973523,0.02400074689626308,1.0847120854249028,0.0074644734744810926,0.0075950167428142645,48.9845,0.0041,0.058,3.24946,0.0476,0.2107,0.022455543397999156,0.0075297451086476785,3.853938952311554,1.7336141782816896
KIC11249981,1.5023,0.0572,0.0572,8.7175,0.1495,0.1495,4616.144,41.2911,41.2911,0.2409,0.058,0.058,,,,,2.7358,0.0037,0.0037,0.0,27.62,0.26,0.28,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.4412236742426126,0.004069095183359295,0.004425164010809057,0.9403919560480141,0.007384752416724205,0.0075124982242148475,41.2911,0.0037,0.058,0.27,0.0572,0.1495,0.004247129597084176,0.007448625320469526,3.8074951740664313,1.714941210209349
KIC11250152,1.249,0.0481,0.0481,11.8388,0.2052,0.2052,4661.119,43.4982,43.4982,-0.2202,0.058,0.058,,,,,2.3868,0.0039,0.0039,0.0,59.60337,2.75863,3.00149,1.0,rgb,,,,,,,Pinsonneault25,A,3,1.7752708156299635,0.019649219287024566,0.022439959352178462,1.0733076838235676,0.007463063017154159,0.007593556523777467,43.4982,0.0039,0.058,2.8800600000000003,0.0481,0.2052,0.021044589319601514,0.007528309770465813,3.851080864691753,1.7332837787613609
KIC11250341,1.1197,0.0432,0.0432,9.0326,0.1566,0.1566,4651.3887,55.2247,55.2247,-0.1844,0.058,0.058,,,,,2.5771,0.0045,0.0045,0.0,36.52,1.09,1.19,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.5625307688622614,0.012772564560137756,0.014387131427415767,0.9558127783449905,0.007464925564653724,0.007595484785019702,55.2247,0.0045,0.058,1.1400000000000001,0.0432,0.1566,0.013579847993776761,0.007530205174836713,3.858176297222471,1.7337200805969486
KIC11251077,1.4241,0.0547,0.0547,8.2863,0.1433,0.1433,4833.52,52.8997,52.8997,-0.1389,0.058,0.058,,,,,2.7566,0.0042,0.0042,0.0,30.51,1.17,1.2,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.484442207642407,0.01634296527504886,0.017426389203971437,0.9183606525908099,0.007446314452163705,0.007576217797972684,52.8997,0.0042,0.058,1.185,0.0547,0.1433,0.01688467723951015,0.0075112661250681945,3.841022400112352,1.729360510722518
KIC11251096,1.0949,0.0422,0.0422,12.005,0.2081,0.2081,4667.3066,51.8914,51.8914,-0.4615,0.058,0.058,,,,,2.3157,0.0043,0.0043,0.0,66.95,5.8,4.77,0.0,rgb,,,,,,,Pinsonneault25,A,3,1.8257505813480277,0.036082416309917154,0.03209986364085471,1.0793621643930462,0.007463748693110839,0.007594266389553406,51.8914,0.0043,0.058,5.285,0.0422,0.2081,0.03409113997538593,0.007529007541332122,3.854233263311718,1.7334443981674303
