ID	M	eM1	eM2	R	eR1	eR2	Teff	eTeff1	eTeff2	Fe/H	eFe/H1	eFe/H2	Ref	M/H	eM/H1	eM/H2	logg	elogg1	elogg2	logg_from_M,R	L	eL1	eL2	L_from_SB	class	type	orbit_a(Rsol)	eOrbit_a	R/a	detached	well_detached	source	mode	database	logL	elogL1	elogL2	logTeff	elogTeff1	elogTeff2
KIC9641031_A	1.2102	0.0076	0.0076	1.244	0.0023	0.0023	6260.0	120.0	120.0	-0.437	0.012	0.012	NA	-0.07	0.09	0.09	4.331	0.016	0.016	0.0	2.14	0.18	0.17	0.0	MS	NA	9.145	0.016	0.136030618	True	True	Helminiak19	EB	3	0.33041377334919086	0.035074211541708866	0.035947547187597906	3.7965743332104296	0.008246345510732667	0.008405962069261808
KIC9641031_B	0.9512	0.0039	0.0039	0.9	0.024	0.024	5490.0	240.0	240.0	-0.437	0.012	0.012	NA	-0.07	0.09	0.09	4.508	0.023	0.023	0.0	0.66	0.13	0.11	0.0	MS	NA	9.145	0.016	0.098414434	True	True	Helminiak19	EB	3	-0.1804560644581313	0.07808315574857276	0.0791812460476248	3.739572344450092	0.018582277517297907	0.019413041044134882
KIC4851217_B	0.489	0.064	0.058	0.448	0.061	0.05	3749.0	98.0	58.0	-0.002	0.016	0.016	LAMOST_DR11	0.076	0.011	0.011	4.825	0.03	0.011	0.0	0.04	0.02	0.01	0.0	MS	M	1349.0	14.0	0.000332098	True	True	Jennings24	TEB	3	-1.3979400086720375	0.17609125905568113	0.12493873660830013	3.5739154404215507	0.011206745885264713	0.0067713952258934285
NGC_2506_V5_A	0.945	0.004	0.003	0.68	0.04	0.04	5690.0	140.0	120.0	-0.36	0.01	0.01	NA	NA	NA	NA	4.75	0.05	0.05	1.0	0.43668	0.05233	0.06132	1.0	MS	NA	9.04	0.1	0.075221239	True	True	Knudstrup20	EB	3	-0.35983669836613974	0.049154438676699164	0.065715311198425	3.7551122663950713	0.010556288363942734	0.00925707122134245
NGC_2506_V5_B	0.707	0.004	0.003	0.61	0.021	0.016	4940.0	110.0	60.0	-0.36	0.01	0.01	NA	NA	NA	NA	4.72	0.03	0.02	1.0	0.19965	0.01913	0.01405	1.0	MS	NA	9.04	0.1	0.067477876	True	True	Knudstrup20	EB	3	-0.6997306854696437	0.03973830346631668	0.031691342647513054	3.693726948923647	0.009564429195014323	0.0053071269209366
PTFEB132.707+19.810_A	0.3953	0.002	0.002	0.363	0.008	0.008	3260.0	70.0	70.0	0.14	0.04	0.04	NA	NA	NA	NA	4.92	0.02	0.02	1.0	0.0137	0.001	0.001	0.0	MS	M3.5±0.2	11.77	0.01	0.030832796	True	True	Kraus17	EB	3	-1.8632794328435933	0.030596767591769547	0.03291684620044988	3.513217600067939	0.009226633438380816	0.00942691701075793
PTFEB132.707+19.810_B	0.2098	0.0014	0.0014	0.272	0.012	0.012	3120.0	80.0	80.0	0.14	0.04	0.04	NA	NA	NA	NA	4.89	0.04	0.04	1.0	0.005	0.0015	0.0015	0.0	MS	M4.3±0.7	11.77	0.01	0.023103362	True	True	Kraus17	EB	3	-2.3010299956639813	0.11394335230683694	0.15490195998574308	3.494154594018443	0.010995384301462963	0.011281010409688985
EPIC201367296	1.15	0.04	0.04	1.73	0.04	0.04	5718.0	71.0	71.0	0.21	0.08	0.08	NA	NA	NA	NA	4.018	0.013	0.013	NA	2.7	0.342211612	0.342211612	NA	MS	G	NA	NA	NA	NA	NA	lund16	A	1	0.43136376415898736	0.0518256555275996	0.05885893967128658	3.75724415102197	0.005359398544833471	0.0054263632850908294
EPIC201367904	1.3	0.05	0.05	2.08	0.05	0.05	6251.0	78.0	78.0	-0.02	0.08	0.08	NA	NA	NA	NA	3.916	0.013	0.013	NA	6.664	0.597819169	0.597819169	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.8237349883987312	0.037310441680309836	0.04081963604510375	3.7959494989028033	0.005385596771743106	0.005453221935693975
EPIC201820830	1.29	0.08	0.08	1.74	0.05	0.05	6420.0	71.0	71.0	-0.07	0.11	0.11	NA	NA	NA	NA	4.063	0.016	0.016	NA	4.555	0.353974438	0.353974438	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.658488381309017	0.03250238933954863	0.03513305720930837	3.807535028068853	0.004776581062270857	0.004829700994501085
EPIC201860743	1.14	0.05	0.05	1.88	0.03	0.03	5926.0	78.0	78.0	-0.02	0.11	0.11	NA	NA	NA	NA	3.945	0.014	0.014	NA	4.119	0.374560309	0.374560309	NA	MS	G	NA	NA	NA	NA	NA	lund16	A	1	0.6147917919564175	0.0377987828652	0.04140495184677839	3.772761647144032	0.005679036427200579	0.005754283194228105
EPIC204356572	1.18	0.07	0.07	1.5	0.04	0.04	6316.0	78.0	78.0	-0.07	0.08	0.08	NA	NA	NA	NA	4.157	0.015	0.015	NA	3.422	0.297267427	0.297267427	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.5342800052050815	0.036177401412783916	0.03946715057785766	3.8004421213362565	0.005330510599412808	0.005396750915131587
EPIC204506926	1.08	0.05	0.05	1.41	0.02	0.02	5705.0	78.0	78.0	0.38	0.08	0.08	NA	NA	NA	NA	4.172	0.013	0.013	NA	2.374	0.207373528	0.207373528	NA	MS	G	NA	NA	NA	NA	NA	lund16	A	1	0.3754807146185724	0.036370137430863314	0.03969666953408241	3.7562556487542333	0.005897543549361117	0.005978733600240815
EPIC204550630	1.17	0.04	0.04	1.37	0.03	0.03	6199.0	65.0	65.0	-0.13	0.08	0.08	NA	NA	NA	NA	4.228	0.014	0.014	NA	3.635	0.304111216	0.304111216	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.5605044151950566	0.034893827562102464	0.03794428304469333	3.7923216363515735	0.004530112698313715	0.004577864705106904
EPIC204624076	1.22	0.05	0.05	1.83	0.04	0.04	6381.0	71.0	71.0	-0.13	0.11	0.11	NA	NA	NA	NA	4.0	0.014	0.014	NA	6.112	0.47828118	0.47828118	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.7861833455676335	0.032720598968305925	0.03538817809888006	3.8048887446223913	0.004805614094532729	0.004859385378257031
EPIC204926239	1.44	0.05	0.05	2.45	0.05	0.05	6225.0	71.0	71.0	0.1	0.08	0.08	NA	NA	NA	NA	3.817	0.012	0.012	NA	6.714	0.596776978	0.596776978	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.8269813369119937	0.036982198640418296	0.04042702259723707	3.794139355767774	0.004925363583234255	0.004981863856334368
EPIC205962429	1.15	0.04	0.04	1.79	0.04	0.04	6082.0	65.0	65.0	-0.24	0.08	0.08	NA	NA	NA	NA	3.99	0.012	0.012	NA	4.372	0.372936225	0.372936225	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.6406801532776651	0.03555022632722349	0.03872182318522066	3.7840464158081133	0.004616797312744225	0.004666404316457484
EPIC205974115	1.15	0.04	0.04	1.36	0.03	0.03	6121.0	71.0	71.0	-0.07	0.08	0.08	NA	NA	NA	NA	4.23	0.012	0.012	NA	3.386	0.460929318	0.460929318	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.5296869537729164	0.05542725304739693	0.06355058884815812	3.7868223794991875	0.005008568175648431	0.005067004846718515
EPIC205995584	1.31	0.07	0.07	1.71	0.04	0.04	6433.0	71.0	71.0	-0.07	0.08	0.08	NA	NA	NA	NA	4.082	0.013	0.013	NA	4.784	0.382916107	0.382916107	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.6797911709803545	0.03344023916938066	0.0362315238626002	3.8084135514003683	0.0047669811856434485	0.004819886629023884
EPIC206009487	1.03	0.05	0.05	1.49	0.04	0.04	5926.0	71.0	71.0	-0.24	0.08	0.08	NA	NA	NA	NA	4.101	0.012	0.012	NA	1.949	0.164977136	0.164977136	NA	MS	G	NA	NA	NA	NA	NA	lund16	A	1	0.28981183911762143	0.03528844670963649	0.03841142313278373	3.772761647144032	0.0051724016937471085	0.005234747735650025
EPIC206064678	1.01	0.04	0.04	0.98	0.02	0.02	5562.0	71.0	71.0	0.26	0.11	0.11	NA	NA	NA	NA	4.453	0.013	0.013	NA	0.9558	0.088951639	0.088951639	NA	MS	G	NA	NA	NA	NA	NA	lund16	A	1	-0.01963297381522487	0.03864603494995755	0.04242389380746342	3.7452309845281406	0.005508766707210011	0.005579540818763995
EPIC206064711	1.27	0.05	0.05	1.57	0.03	0.03	6563.0	71.0	71.0	-0.18	0.08	0.08	NA	NA	NA	NA	4.147	0.011	0.011	NA	3.997	0.308407549	0.308407549	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.6017341482601049	0.03228011970246647	0.03487347515840822	3.8171024042569233	0.00467306292654035	0.0047238931027289155
EPIC206070413	1.23	0.07	0.07	1.52	0.04	0.04	6446.0	71.0	71.0	-0.13	0.08	0.08	NA	NA	NA	NA	4.16	0.014	0.014	NA	3.855	0.316837613	0.316837613	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.5860243823869757	0.03430301296901106	0.037246621037795635	3.8092903011763157	0.0047574198192839035	0.004810112070322781
EPIC206078331	0.94	0.04	0.04	1.13	0.03	0.03	5809.0	78.0	78.0	-0.18	0.11	0.11	NA	NA	NA	NA	4.306	0.012	0.012	NA	1.423	0.123992981	0.123992981	NA	MS	G	NA	NA	NA	NA	NA	lund16	A	1	0.15320490008428433	0.03628344314327722	0.03959340235634273	3.7641013764762286	0.005792659335940531	0.0058709680184789725
EPIC206088888	1.08	0.06	0.06	1.3	0.03	0.03	5965.0	71.0	71.0	-0.02	0.08	0.08	NA	NA	NA	NA	4.242	0.012	0.012	NA	2.132	0.179668843	0.179668843	NA	MS	G	NA	NA	NA	NA	NA	lund16	A	1	0.3287872003545347	0.03513841920422517	0.038233715169551485	3.775610448006361	0.005138783097191624	0.005200316492454338
EPIC206094605	1.4	0.11	0.11	2.01	0.07	0.07	6537.0	78.0	78.0	0.04	0.08	0.08	NA	NA	NA	NA	3.979	0.014	0.014	NA	6.616	0.579248511	0.579248511	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.8205954965444903	0.03645030174094388	0.03979219863990602	3.815378484965918	0.005151363557601929	0.005213200422768516
EPIC206107253	1.16	0.03	0.03	1.31	0.02	0.02	6290.0	65.0	65.0	-0.18	0.08	0.08	NA	NA	NA	NA	4.267	0.01	0.01	NA	2.481	0.208415083	0.208415083	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.3946267642722091	0.03503107192076865	0.03810664430537486	3.798650645445269	0.0044649094447577475	0.004511289677495256
EPIC206108325	1.3	0.05	0.05	2.15	0.05	0.05	6433.0	71.0	71.0	-0.18	0.11	0.11	NA	NA	NA	NA	3.887	0.014	0.014	NA	7.835	3.439729669	3.439729669	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.894039000804609	0.15806713691443142	0.25105340930128683	3.8084135514003683	0.0047669811856434485	0.004819886629023884
EPIC206189649	1.17	0.06	0.06	2.0	0.05	0.05	6082.0	78.0	78.0	-0.18	0.11	0.11	NA	NA	NA	NA	3.907	0.012	0.012	NA	8.906	1.59769483	1.59769483	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.9496826907952042	0.07165940465747622	0.08586601707366315	3.7840464158081133	0.005534296356312307	0.005605732236880545
EPIC206201061	1.41	0.1	0.1	1.97	0.06	0.06	6589.0	71.0	71.0	-0.02	0.11	0.11	NA	NA	NA	NA	3.997	0.013	0.013	NA	5.989	0.544008622	0.544008622	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.7773543130842088	0.037758918270237474	0.041357116685709294	3.8188195075475364	0.0046547216227645904	0.004705151418411102
EPIC206245055	0.88	0.04	0.04	0.93	0.02	0.02	5835.0	71.0	71.0	-0.35	0.08	0.08	NA	NA	NA	NA	4.444	0.012	0.012	NA	1.027	0.088155323	0.088155323	NA	MS	G	NA	NA	NA	NA	NA	lund16	A	1	0.01157044359727816	0.035764918158056574	0.03897669531570197	3.766040860381389	0.005252582247670556	0.005316888239437212
EPIC206289767	1.36	0.08	0.08	2.06	0.06	0.06	6368.0	78.0	78.0	0.04	0.11	0.11	NA	NA	NA	NA	3.94	0.013	0.013	NA	6.726	0.567887631	0.567887631	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.8277568629786168	0.03520220534757601	0.038309253632062945	3.8040030547296126	0.005287246446703087	0.005352409284343551
EPIC206368174	1.32	0.08	0.08	1.78	0.05	0.05	6212.0	65.0	65.0	0.1	0.06	0.06	NA	NA	NA	NA	4.05	0.013	0.013	NA	4.479	0.385317387	0.385317387	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.6511810624446879	0.03584084159255574	0.039066894065929	3.7932314470565207	0.004520681594189835	0.004568233935663191
EPIC206371648	0.83	0.03	0.03	0.93	0.02	0.02	5549.0	65.0	65.0	-0.24	0.08	0.08	NA	NA	NA	NA	4.421	0.016	0.016	NA	1.218	0.192773285	0.192773285	NA	MS	G	NA	NA	NA	NA	NA	lund16	A	1	0.08564728829685654	0.06380993879234707	0.07482737394313627	3.744214724814166	0.005057683484254394	0.0051172786966908745
EPIC206453540	1.42	0.08	0.08	1.87	0.05	0.05	6524.0	78.0	78.0	-0.02	0.11	0.11	NA	NA	NA	NA	4.044	0.011	0.011	NA	6.053	0.502935082	0.502935082	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.781970673912552	0.034663970548330925	0.037672610904418424	3.8145139523682383	0.005161567626054353	0.005223651191922585
HIP_41378	1.22	0.03	0.02	1.3	0.009	0.009	6290.0	77.0	77.0	-0.05	0.1	0.1	NA	NA	NA	NA	4.298	0.004	0.004	0.0	2.38333	0.12682	0.1192	1.0	MS	F	NA	NA	NA	NA	NA	Lund19	A	3	0.3771841796761236	0.02251549488293203	0.022282820471825282	3.798650645445269	0.005284204418572802	0.005349291832154268
HD24465_A	1.337	0.008	0.008	1.444	0.004	0.004	6250.0	100.0	100.0	0.3	0.15	0.15	NA	NA	NA	NA	4.245	0.0036	0.0036	0.0	2.86648	0.18792	0.1798	1.0	MS	F8	18.3	0.04	0.078907104	True	True	MartinDec24	EB	3	0.45734891596245075	0.027576995087140843	0.028132973574768183	3.7958800173440754	0.006893707947900118	0.007004901568658628
HD24465_B	0.2302	0.00092	0.00092	0.24235	0.00069	0.00069	3114.0	32.0	32.0	0.3	0.15	0.15	NA	NA	NA	NA	5.029	0.007	0.007	0.0	0.00498	0.00021	0.0002	1.0	MS	M	18.3	0.04	0.013243169	True	True	MartinDec24	EB	3	-2.3027706572402824	0.01793801508874049	0.01780144614759882	3.4933186082321015	0.004440110055166535	0.004485973849701175
CM_Dra_A	0.22507	0.00024	0.00024	0.25113	0.00016	0.00016	3130.0	70.0	70.0	-0.3	0.12	0.12	NA	NA	NA	NA	4.994	0.007	0.007	0.0	0.00552	0.0005	0.00046	0.0	MS	M4.5	3.7404	0.0014	0.067139338	True	True	MartinFeb24	EB	3	-2.258060922270801	0.037657413528625394	0.03778856088939975	3.4955443375464483	0.009605640773457491	0.009822911064868212
CM_Dra_B	0.21017	0.00028	0.00028	0.23732	0.00014	0.00014	3120.0	70.0	70.0	-0.3	0.12	0.12	NA	NA	NA	NA	5.009	0.006	0.006	0.0	0.00486	0.00067	0.00059	0.0	MS	M4.5	3.7404	0.0014	0.06344725	True	True	MartinFeb24	EB	3	-2.3133637307377066	0.05608886204240493	0.056208394237269754	3.494154594018443	0.009636089038738138	0.009854754671656973
HD22064_A	1.345	0.031	0.031	1.554	0.014	0.014	6763.0	40.0	40.0	-0.1812	0.0058	0.0058	APOGEE2_DR17	-0.05	0.15	0.15	4.184	0.006	0.006	0.0	4.55	0.06	0.06	0.0	MS	F2	22.9	0.7	0.067973941	True	True	Maxted23	EB	3	0.6580113966571124	0.005689528732535698	0.005765055653789153	3.830139387425343	0.002561083535224551	0.002576276170619174
HD22064_B	0.576	0.01	0.01	0.595	0.008	0.008	3700.0	315.0	315.0	-0.1812	0.0058	0.0058	APOGEE2_DR17	-0.05	0.15	0.15	4.65	0.01	0.01	0.0	0.0667	0.0019	0.0018	0.0	MS	M	22.9	0.7	0.026026059	True	True	Maxted23	EB	3	-1.175874166083451	0.012198281790202659	0.011881137116179774	3.568201724066995	0.03548382554770457	0.03864305104583199
BEPOP-3_A	1.084	0.026	0.026	1.386	0.01	0.01	6065.0	36.0	36.0	-0.02	0.1	0.1	NA	NA	NA	NA	4.1895	0.0041	0.0041	0.0	2.345	0.033	0.033	0.0	MS	F9	26.0	0.16	0.053369272	True	True	Maxted25	EB	3	0.3701428470511021	0.006069003231570669	0.006155017302610644	3.782830805202592	0.002570219789795658	0.002585521337239438
BEPOP-3_B	0.262	0.004	0.004	0.274	0.002	0.002	3191.0	32.0	32.0	-0.02	0.1	0.1	NA	NA	NA	NA	4.979	0.0016	0.0016	0.0	0.00705	0.00035	0.00033	0.0	MS	M	26.0	0.16	0.010550635	True	True	Maxted25	EB	3	-2.151810883008601	0.021042602739577365	0.020819843937573523	3.5039268041935103	0.004333501318824151	0.004377178288361261
ASAS_J051753-5406.0_A	1.3094	0.0051	0.0051	1.9288	0.003	0.003	6462.0	43.0	43.0	0.0	0.2	0.2	NA	NA	NA	NA	3.9836	0.0012	0.0012	0.0	5.83	0.15	0.15	0.0	MS	F	49.718	0.09	0.038794803	True	True	Miller22	EB	3	0.7656685547590141	0.01103262922939685	0.011320219047995184	3.8103669536816254	0.0028803472159797394	0.0028995779973475244
ASAS_J051753-5406.0_B	1.0896	0.0034	0.0034	1.1815	0.0037	0.0037	6331.0	43.0	43.0	0.0	0.2	0.2	NA	NA	NA	NA	4.3297	0.0026	0.0026	0.0	2.02	0.06	0.06	0.0	MS	F	49.718	0.09	0.023764029	True	True	Miller22	EB	3	0.3053513694466238	0.012711965516137791	0.013095298090147756	3.801472313521471	0.0029397456162429947	0.002959780490119357
LL_Aqr_A	1.1947	0.0009	0.0009	1.318	0.0013	0.0013	6242.0	51.0	51.0	0.04	0.05	0.05	NA	NA	NA	NA	4.2755	0.0009	0.0009	0.0	2.38	0.08	0.08	0.0	MS	F9	40.744	0.007	0.032348321	True	True	Miller26	EB	2	0.37657695705651195	0.01435815004686719	0.01484912103891911	3.795323764329314	0.0035339674181718017	0.003562960316409125
LL_Aqr_B	1.0334	0.0006	0.0006	0.9927	0.0008	0.0008	5839.0	45.0	45.0	0.05	0.08	0.08	NA	NA	NA	NA	4.4587	0.0008	0.0008	0.0	1.03	0.03	0.03	0.0	MS	G3	40.744	0.007	0.024364324	True	True	Miller26	EB	2	0.012837224705172217	0.012468640559598045	0.012837224705172217	3.7663384752512874	0.003334188804204885	0.0033599843835445675
TIC100520485_A	1.218	0.015	0.015	1.639	0.041	0.041	6090.0	127.0	127.0	-0.42	0.05	0.05	NA	NA	NA	NA	4.08	0.02	0.02	0.0	3.31	0.1	0.1	0.0	MS	NA	16.45	0.01	0.099635258	True	True	MWang25	EB	3	0.5198279937757188	0.012926385216779024	0.013322961370846653	3.784617292632875	0.008963574735280755	0.009152483287135915
TIC100520485_B	1.015	0.015	0.015	1.14	0.044	0.044	6209.0	144.0	144.0	-0.42	0.05	0.05	NA	NA	NA	NA	4.33	0.03	0.03	0.0	1.73	0.09	0.08	0.0	MS	NA	16.45	0.01	0.069300912	True	True	MWang25	EB	3	0.2380461031287954	0.022025284856279387	0.020562158914889134	3.793021659845983	0.009957195489278536	0.010190854643391312
TIC126323537_A	1.145	0.047	0.047	1.666	0.027	0.027	6787.0	133.0	133.0	-0.53	0.05	0.05	NA	NA	NA	NA	4.05	0.01	0.01	0.0	5.28	0.14	0.13	0.0	MS	NA	8.34	0.01	0.199760192	True	True	MWang25	EB	3	0.7226339225338123	0.011365364004574552	0.01082669349262122	3.831677849191467	0.008428245265291068	0.008595052658663338
TIC126323537_B	1.141	0.016	0.016	1.481	0.049	0.049	6605.0	189.0	189.0	-0.53	0.05	0.05	NA	NA	NA	NA	4.15	0.02	0.02	0.0	3.74	0.14	0.14	0.0	MS	NA	8.34	0.01	0.177577938	True	True	MWang25	EB	3	0.5728716022004802	0.0159601233937271	0.0165691014331929	3.819872821950546	0.012252720583463272	0.012608466674438823
TIC189069314_A	1.126	0.069	0.069	1.439	0.047	0.047	6286.0	108.0	108.0	-0.32	0.03	0.03	NA	NA	NA	NA	4.17	0.01	0.01	0.0	2.9	0.09	0.09	0.0	MS	NA	14.49	0.01	0.099309869	True	True	MWang25	EB	3	0.4623979978989561	0.013273190425473536	0.013691677993876161	3.7983743766815614	0.007398255254107866	0.007526472716129717
TIC189069314_B	0.96	0.054	0.054	1.023	0.035	0.035	5739.0	117.0	117.0	-0.32	0.03	0.03	NA	NA	NA	NA	4.4	0.03	0.03	0.0	1.01	0.04	0.04	0.0	MS	NA	14.49	0.01	0.070600414	True	True	MWang25	EB	3	0.004321373782642578	0.016867925287295513	0.01754963951639774	3.7588362247469584	0.008764843303377123	0.008945383475536417
TIC327361036_A	1.443	0.022	0.022	2.146	0.094	0.094	7553.0	126.0	126.0	0.08	0.04	0.04	NA	NA	NA	NA	3.93	0.04	0.04	0.0	12.45	0.59	0.56	0.0	MS	NA	19.1	0.27	0.112356021	True	True	MWang25	EB	3	1.095169351431755	0.020108239964146346	0.019987496813063554	3.8781194846971676	0.007185182891800146	0.007306060781570256
TIC327361036_B	1.272	0.021	0.021	1.19	0.063	0.063	7585.0	191.0	191.0	0.08	0.04	0.04	NA	NA	NA	NA	4.39	0.05	0.05	0.0	4.23	0.25	0.24	0.0	MS	NA	19.1	0.27	0.062303665	True	True	MWang25	EB	3	0.6263403673750424	0.024937646623101606	0.02536747168829412	3.879955585122749	0.01080066679546876	0.01107613888566128
TIC369605666_A	0.995	0.014	0.014	1.041	0.036	0.036	6116.0	108.0	108.0	-0.05	0.01	0.01	NA	NA	NA	NA	4.4	0.03	0.03	0.0	1.36	0.05	0.05	0.0	MS	NA	10.17	0.01	0.102359882	True	True	MWang25	EB	3	0.13353890837021754	0.015680204285162397	0.01626761271445326	3.7864674767402824	0.007602107241349909	0.007737552744170539
TIC369605666_B	0.827	0.024	0.024	0.789	0.044	0.044	5486.0	116.0	116.0	-0.05	0.01	0.01	NA	NA	NA	NA	4.56	0.05	0.05	0.0	0.51	0.04	0.03	0.0	MS	NA	10.17	0.01	0.077581121	True	True	MWang25	EB	3	-0.2924298239020636	0.03279251339630751	0.02632893872234915	3.739255803268511	0.009087301219038668	0.009281517568955344
TIC39022841_A	0.856	0.048	0.048	0.929	0.059	0.059	5914.0	101.0	101.0	-0.19	0.03	0.03	NA	NA	NA	NA	4.44	0.02	0.02	0.0	0.95	0.06	0.06	0.0	MS	NA	21.59	0.19	0.04302918	True	True	MWang25	EB	3	-0.022276394711152253	0.026597768493794832	0.02833359864393501	3.771881320190099	0.0073543114857645975	0.007480997233710873
TIC39022841_B	0.892	0.037	0.037	1.074	0.087	0.087	6071.0	102.0	102.0	-0.19	0.03	0.03	NA	NA	NA	NA	4.33	0.03	0.03	0.0	1.41	0.12	0.11	0.0	MS	NA	21.59	0.19	0.049745252	True	True	MWang25	EB	3	0.14921911265537988	0.03547231816221888	0.03527576034854317	3.7832602328729488	0.007236044094160565	0.007358653981274443
TIC431925451_A	1.426	0.079	0.079	1.488	0.09	0.09	6989.0	131.0	131.0	-0.2	0.02	0.02	NA	NA	NA	NA	4.25	0.05	0.05	0.0	4.74	0.3	0.29	0.0	MS	NA	14.19	0.01	0.104862579	True	True	MWang25	EB	3	0.6757783416740851	0.026652194771440207	0.02741833069315347	3.8444150404738244	0.00806495316303213	0.008217559694899013
TIC431925451_B	1.404	0.061	0.061	1.481	0.087	0.087	6614.0	145.0	145.0	-0.2	0.02	0.02	NA	NA	NA	NA	4.24	0.07	0.07	0.0	3.82	0.24	0.23	0.0	MS	NA	14.19	0.01	0.104369274	True	True	MWang25	EB	3	0.5820633629117087	0.026462670665485355	0.02696891433338955	3.820464190577684	0.009418255865809133	0.009627039437195783
TIC446092483_A	1.342	0.019	0.019	2.194	0.069	0.069	6336.0	120.0	120.0	-0.25	0.01	0.01	NA	NA	NA	NA	3.88	0.03	0.03	0.0	6.07	0.21	0.21	0.0	MS	NA	26.92	0.05	0.081500743	True	True	MWang25	EB	3	0.7831886910752576	0.014770952661938619	0.01529107505716687	3.801815168581437	0.00814835313257678	0.008304162788579372
TIC446092483_B	1.486	0.028	0.028	1.459	0.077	0.077	6096.0	111.0	111.0	-0.25	0.01	0.01	NA	NA	NA	NA	4.28	0.04	0.04	0.0	2.41	0.14	0.13	0.0	MS	NA	26.92	0.05	0.054197623	True	True	MWang25	EB	3	0.3820170425748684	0.02452313785908683	0.024082195574414544	3.785044958331544	0.007836787053852934	0.007980803589114682
TIC46299496_A	1.123	0.028	0.028	1.13	0.018	0.018	6056.0	113.0	113.0	-0.56	0.03	0.03	NA	NA	NA	NA	4.38	0.01	0.01	0.0	1.54	0.04	0.04	0.0	MS	NA	11.99	0.01	0.094245204	True	True	MWang25	EB	3	0.18752072083646307	0.011136366117959567	0.01142946178078183	3.7821858664920165	0.008028903751962968	0.0081801362338072
TIC46299496_B	1.053	0.026	0.026	1.02	0.04	0.04	5926.0	120.0	120.0	-0.56	0.03	0.03	NA	NA	NA	NA	4.44	0.02	0.02	0.0	1.15	0.05	0.05	0.0	MS	NA	11.99	0.01	0.085070892	True	True	MWang25	EB	3	0.06069784035361165	0.018483405694013168	0.019305155195386663	3.772761647144032	0.008706495697766048	0.008884615648377281
TIC54759992_A	1.236	0.042	0.042	1.255	0.028	0.028	6733.0	126.0	126.0	-0.53	0.03	0.03	NA	NA	NA	NA	4.33	0.01	0.01	0.0	2.9	0.09	0.09	0.0	MS	NA	9.62	0.05	0.13045738	True	True	MWang25	EB	3	0.4623979978989561	0.013273190425473536	0.013691677993876161	3.8282086144679455	0.00805218839054156	0.008204307659627652
TIC54759992_B	1.03	0.011	0.011	0.98	0.035	0.035	5619.0	139.0	139.0	-0.53	0.03	0.03	NA	NA	NA	NA	4.48	0.03	0.03	0.0	0.86	0.04	0.04	0.0	MS	NA	9.62	0.05	0.101871102	True	True	MWang25	EB	3	-0.06550154875643228	0.01974405819575717	0.02068459885985105	3.7496590320949	0.010612628447163264	0.010878473610530737
NGTS-EB-8_A	0.25	0.005	0.004	0.255	0.004	0.005	3500.0	100.0	200.0	0.0	0.5	0.5	NA	NA	NA	NA	5.023	0.02	0.016	0.0	0.00879	0.00108	0.00187	1.0	MS	M	8.43	0.02	0.03024911	True	True	OBrien25	EB	3	-2.0560111249262283	0.05032827759586489	0.10388278061701417	3.5440680443502757	0.012234456417011597	0.02555410447238815
NGTS-EB-8_B	0.208	0.005	0.004	0.233	0.006	0.005	3300.0	100.0	100.0	0.0	0.5	0.5	NA	NA	NA	NA	5.021	0.02	0.022	0.0	0.0058	0.0008	0.00072	1.0	MS	M	8.43	0.02	0.027639383	True	True	OBrien25	EB	3	-2.2365720064370627	0.05611594197893144	0.057564281279018026	3.5185139398778875	0.012964977164367397	0.013363961557981696
KIC6147573_A	0.98	0.01	0.01	1.007	0.005	0.005	5699.0	100.0	100.0	-0.003	0.031	0.031	LAMOST_DR11	NA	NA	NA	4.422	0.003	0.003	0.0	0.95	0.12	0.1	0.0	MS	G3	46.0	0.2	0.021891304	True	True	Ozdarcan24	EB	3	-0.022276394711152253	0.05166017239636183	0.04830467957455503	3.7557986569738304	0.007554451774384852	0.007688189478846752
