ID	M	eM1	eM2	R	eR1	eR2	Teff	eTeff1	eTeff2	Fe/H	eFe/H1	eFe/H2	Ref	M/H	eM/H1	eM/H2	logg	elogg1	elogg2	logg_from_M,R	L	eL1	eL2	L_from_SB	class	type	orbit_a(Rsol)	eOrbit_a	R/a	detached	well_detached	source	mode	database	logL	elogL1	elogL2	logTeff	elogTeff1	elogTeff2
KIC8478994	0.81	0.019	0.011	0.772	0.003	0.006	5417.0	75.0	75.0	-0.248	0.072111026	0.072111026	NA	NA	NA	NA	4.57	0.003	0.002	NA	0.467	0.023	0.025	NA	MS	G	NA	NA	NA	NA	NA	silva15	A	1	-0.33068311943388784	0.02087919946240152	0.023894611217020245	3.733758835587203	0.005971692977514653	0.006054951901848682
KIC8494142	1.418	0.03	0.019	1.887	0.012	0.012	6144.0	106.0	106.0	0.058	0.072111026	0.072111026	NA	NA	NA	NA	4.038	0.005	0.005	NA	4.818	0.259	0.243	NA	MS	F	NA	NA	NA	NA	NA	silva15	A	1	0.6828667956623246	0.0227403677422805	0.02247569725985754	3.7884512070234555	0.007428810320619927	0.007558098336376773
KIC8554498	1.197	0.021	0.029	1.794	0.015	0.015	5945.0	60.0	60.0	0.17	0.05	0.05	NA	NA	NA	NA	4.007	0.003	0.003	NA	3.684	0.13	0.182	NA	MS	G	NA	NA	NA	NA	NA	silva15	A	1	0.5663196215248113	0.015061067185175525	0.022003479777383927	3.7741518589547103	0.00436115278421445	0.004405391775256895
KIC8866102	1.228	0.042	0.04	1.357	0.012	0.015	6325.0	75.0	75.0	-0.005	0.072111026	0.072111026	NA	NA	NA	NA	4.262	0.007	0.008	NA	2.753	0.13	0.13	NA	MS	F	NA	NA	NA	NA	NA	silva15	A	1	0.43980621139333026	0.020038430994877565	0.021007920802976643	3.8010605298478555	0.005119444136031603	0.005180512503780044
KIC9592705	1.509	0.029	0.021	2.124	0.015	0.012	6174.0	92.0	92.0	0.216	0.072111026	0.072111026	NA	NA	NA	NA	3.961	0.004	0.003	NA	6.088	0.227	0.247	NA	MS	F	NA	NA	NA	NA	NA	silva15	A	1	0.7844746437625164	0.01589871112883312	0.01798743752282228	3.7905666251460763	0.006423765399610204	0.0065202093379630455
KIC10068307	1.469	0.0095	0.0209	2.0823	0.018	0.018	6132.0	77.0	77.0	-0.23	0.1	0.1	NA	NA	NA	NA	3.9666	0.0044	0.0044	NA	6.294	0.2	0.173	NA	MS	F	NA	NA	NA	NA	NA	silva17	A	1	0.7989267385772014	0.013585545712781255	0.012104359078013993	3.7876021461823375	0.005419513663645681	0.005487998703266328
KIC10516096	1.0586	0.0494	0.0608	1.3986	0.024	0.021	5964.0	77.0	77.0	-0.11	0.1	0.1	NA	NA	NA	NA	4.169	0.011	0.0099	NA	2.217	0.189	0.146	NA	MS	G	NA	NA	NA	NA	NA	silva17	A	1	0.3457656931144882	0.035529929889337786	0.02958559422103557	3.775537634780957	0.0055712009485091585	0.005643598968787966
KIC12069424	1.0491	0.019	0.0209	1.2156	0.012	0.012	5825.0	50.0	50.0	0.1	0.03	0.03	NA	NA	NA	NA	4.2867	0.0066	0.0066	NA	1.531	0.072	0.07	NA	MS	G	NA	NA	NA	NA	NA	silva17	A	1	0.18497519069826102	0.019958331655883815	0.020324974763964276	3.7652959296980564	0.0037119412457173873	0.00374394113387444
KIC12069449	0.9883	0.0209	0.019	1.0957	0.009	0.009	5750.0	50.0	50.0	0.05	0.02	0.02	NA	NA	NA	NA	4.3527	0.0055	0.0066	NA	1.173	0.058	0.049	NA	MS	G	NA	NA	NA	NA	NA	silva17	A	1	0.06929801211552926	0.020960040815787076	0.018531700882486936	3.7596678446896306	0.003760148873306779	0.0037929890171390923
KIC12258514	1.2581	0.0095	0.0095	1.6055	0.012	0.009	5964.0	77.0	77.0	0.0	0.1	0.1	NA	NA	NA	NA	4.1261	0.0033	0.0044	NA	3.162	0.104	0.09	NA	MS	G	NA	NA	NA	NA	NA	silva17	A	1	0.4999618655961902	0.014054314804459123	0.012540654236715798	3.775537634780957	0.0055712009485091585	0.005643598968787966
KIC3456181	1.4975	0.0304	0.019	2.1483	0.027	0.027	6384.0	77.0	77.0	-0.15	0.1	0.1	NA	NA	NA	NA	3.949	0.0088	0.0077	NA	7.215	0.243	0.295	NA	MS	F	NA	NA	NA	NA	NA	silva17	A	1	0.858236335429513	0.014386043595775333	0.018130240972755285	3.805092878342673	0.005206862697495929	0.005270047349353213
KIC5184732	1.1479	0.0399	0.0589	1.3206	0.015	0.021	5846.0	77.0	77.0	0.36	0.1	0.1	NA	NA	NA	NA	4.2548	0.0077	0.0099	NA	1.806	0.128	0.128	NA	MS	G	NA	NA	NA	NA	NA	silva17	A	1	0.256717745977487	0.029738723769495934	0.03192578948480551	3.7668588110214176	0.0056829216195257715	0.005758272063275172
KIC6106415	1.0681	0.0513	0.0399	1.2186	0.018	0.018	6037.0	77.0	77.0	-0.04	0.1	0.1	NA	NA	NA	NA	4.2955	0.0088	0.0088	NA	1.765	0.121	0.112	NA	MS	F	NA	NA	NA	NA	NA	silva17	A	1	0.24674470972384135	0.028796978677468194	0.02847185615239392	3.780821175853473	0.005504258536596751	0.005574916113236572
KIC6225718	1.1593	0.0304	0.0304	1.2336	0.012	0.015	6313.0	76.0	76.0	-0.07	0.1	0.1	NA	NA	NA	NA	4.3186	0.0066	0.0055	NA	2.137	0.094	0.09	NA	MS	F	NA	NA	NA	NA	NA	silva17	A	1	0.3298045221640694	0.0186950481197683	0.01868667950156372	3.800235789327354	0.005197098804786027	0.005260045276222147
KIC7510397	1.3683	0.0209	0.0209	1.8574	0.018	0.018	6171.0	77.0	77.0	-0.21	0.1	0.1	NA	NA	NA	NA	4.0359	0.0044	0.0066	NA	4.924	0.178	0.14	NA	MS	F	NA	NA	NA	NA	NA	silva17	A	1	0.6923180442592788	0.015422410014492516	0.012526873278924322	3.7903555464143865	0.005385474454857153	0.005453096527731738
KIC7940546	1.3987	0.0304	0.0114	1.9414	0.027	0.009	6235.0	77.0	77.0	-0.2	0.1	0.1	NA	NA	NA	NA	4.0073	0.0011	0.0033	NA	6.189	0.023	0.257	NA	MS	F	NA	NA	NA	NA	NA	silva17	A	1	0.791620482692814	0.0016109643637068904	0.018419340336469636	3.7948364578145615	0.005330532386802478	0.005396773247382303
KIC7970740	0.728	0.0304	0.0095	0.7628	0.006	0.006	5309.0	77.0	77.0	-0.54	0.1	0.1	NA	NA	NA	NA	4.5386	0.0055	0.0044	NA	0.429	0.025	0.022	NA	MS	G	NA	NA	NA	NA	NA	silva17	A	1	-0.36754270781527576	0.0245985606723797	0.022862882959504227	3.725012725341157	0.006253623734334912	0.006344990024945929
KIC8006161	0.9788	0.0304	0.0304	0.9247	0.012	0.009	5488.0	77.0	77.0	0.34	0.1	0.1	NA	NA	NA	NA	4.4935	0.0066	0.0066	NA	0.688	0.047	0.049	NA	MS	G	NA	NA	NA	NA	NA	silva17	A	1	-0.16241156176448873	0.028698900848683623	0.03208758007711118	3.7394141026986953	0.006051065972031644	0.006136568766113459
KIC8379927	1.1194	0.0399	0.0399	1.1197	0.015	0.015	6067.0	120.0	120.0	-0.1	0.15	0.15	NA	NA	NA	NA	4.3879	0.0066	0.0077	NA	1.624	0.104	0.101	NA	MS	F	NA	NA	NA	NA	NA	silva17	A	1	0.21058602490515654	0.02695771323771798	0.027886121569113936	3.782973994944048	0.0085061210759525	0.008676056444770541
KIC8760414	0.8115	0.031	0.0186	1.0196	0.0097	0.0121	5873.0	77.0	77.0	-0.92	0.1	0.1	NA	NA	NA	NA	4.3293	0.0047	0.0063	NA	1.208	0.052	0.052	NA	MS	G	NA	NA	NA	NA	NA	silva17	A	1	0.08206693428511301	0.0183036108324499	0.019109100200602788	3.768860000842957	0.005656964885592863	0.005731624043820105
KIC9353712	1.5089	0.0285	0.0209	2.1723	0.024	0.021	6278.0	77.0	77.0	-0.05	0.1	0.1	NA	NA	NA	NA	3.9435	0.0055	0.0066	NA	6.985	0.275	0.223	NA	MS	F	NA	NA	NA	NA	NA	silva17	A	1	0.8441664104502007	0.016770210249893114	0.014091244020450477	3.797821311364024	0.005294243526003051	0.005359580017072929
*_16_Cyg_A	1.076	0.047	0.047	1.225	0.016	0.016	5849.0	39.0	39.0	0.08	0.01	0.01	NA	NA	NA	NA	4.28	0.01	0.01	0.0	1.58	0.01	0.01	0.0	MS	G	NA	NA	NA	NA	NA	Soubiran24	A/I	3	0.19865708695442263	0.0027400373660288746	0.0027574345451888693	3.7670816213633223	0.0028861799661203946	0.002905488972991588
*_16_Cyg_B	1.028	0.043	0.043	1.113	0.014	0.014	5807.0	36.0	36.0	0.07	0.01	0.01	NA	NA	NA	NA	4.35	0.01	0.01	0.0	1.267	0.002	0.002	0.0	MS	G	NA	NA	NA	NA	NA	Soubiran24	A/I	3	0.10277661488344131	0.0006850072112634387	0.0006860893716046229	3.763951826033324	0.0026840602769433453	0.00270075172466111
*_18_Sco	1.057	0.035	0.035	1.027	0.009	0.009	5824.0	30.0	30.0	0.03	0.01	0.01	NA	NA	NA	NA	4.44	0.05	0.05	0.0	1.094	0.011	0.011	0.0	MS	G	NA	NA	NA	NA	NA	Soubiran24	A/I	3	0.039017321997412	0.004344956023717497	0.004388865372091565	3.765221366304981	0.0022313517927923243	0.002242875437238112
*_alf_Cen_A	1.111	0.026	0.026	1.217	0.005	0.005	5804.0	13.0	13.0	0.2	0.01	0.01	NA	NA	NA	NA	4.32	0.05	0.05	0.0	1.514	0.003	0.003	0.0	MS	G	NA	NA	NA	NA	NA	Soubiran24	A/I	3	0.18012587516405396	0.0008597056226765099	0.0008614108250285524	3.7637274037656985	0.0009716600326692415	0.0009738388323246028
*_alf_Cen_B	0.905	0.011	0.011	0.859	0.004	0.004	5207.0	12.0	12.0	0.24	0.01	0.01	NA	NA	NA	NA	4.53	0.05	0.05	0.0	0.488	0.002	0.002	0.0	MS	G	NA	NA	NA	NA	NA	Soubiran24	A/I	3	-0.3115801779972894	0.001776258025803057	0.001783552740417249	3.7165875776756923	0.0009997191797683769	0.0010020257824958634
*_bet_Vir	1.38	0.02	0.02	1.693	0.008	0.008	6093.0	13.0	13.0	0.13	0.01	0.01	NA	NA	NA	NA	4.1	0.05	0.05	0.0	3.555	0.015	0.015	0.0	MS	F	NA	NA	NA	NA	NA	Soubiran24	A/I	3	0.5508396050657851	0.0018286110464080796	0.0018363430399972458	3.784831178124469	0.0009256218381739068	0.0009275988517338796
*_mu._Ara	0.931	0.059	0.059	1.28	0.025	0.025	5974.0	61.0	61.0	0.29	0.01	0.01	NA	NA	NA	NA	4.25	0.06	0.06	0.0	1.879	0.019	0.019	0.0	MS	G	NA	NA	NA	NA	NA	Soubiran24	A/I	3	0.2739267801005256	0.0043694279907482425	0.004413835882609296	3.7762652182681093	0.004412056165258527	0.004457339269003491
*_mu._Her	1.081	0.016	0.016	1.686	0.007	0.007	5665.0	16.0	16.0	0.25	0.01	0.01	NA	NA	NA	NA	4.02	0.01	0.01	0.0	2.635	0.02	0.02	0.0	MS	G	NA	NA	NA	NA	NA	Soubiran24	A/I	3	0.4207806195485654	0.0032839058689224654	0.003308926345272356	3.753199914199416	0.0012248750778423023	0.0012283394630889788
*_tau_Cet	0.766	0.013	0.013	0.806	0.004	0.004	5397.0	15.0	15.0	-0.51	0.01	0.01	NA	NA	NA	NA	4.58	0.05	0.05	0.0	0.497	0.002	0.002	0.0	MS	G	NA	NA	NA	NA	NA	Soubiran24	A/I	3	-0.3036436112666679	0.001744156890057802	0.0017511897997634085	3.7321524180652137	0.0012053698603717855	0.0012087246374781202
*_tet_Cyg	1.26	0.038	0.038	1.484	0.014	0.014	6914.0	33.0	33.0	-0.03	0.03	0.03	NA	NA	NA	NA	4.24	0.03	0.03	0.0	4.531	0.018	0.018	0.0	MS	F	NA	NA	NA	NA	NA	Soubiran24	A/I	3	0.6561940621791857	0.0017218746507693394	0.0017287286590399464	3.839729375206388	0.002067923667967264	0.0020778173599955707
HIP32851	1.18	0.099	0.099	1.427	0.039	0.039	6628.0	89.0	89.0	-0.39	0.03	0.03	NA	NA	NA	NA	4.19	0.06	0.06	0.0	3.538	0.011	0.011	0.0	MS	F	NA	NA	NA	NA	NA	Soubiran24	A/I	3	0.5487578285737043	0.0013481707738884907	0.001352368906214707	3.821382499747299	0.0057928485513936145	0.005871162384534667
HIP91949	1.094	0.065	0.065	0.964	0.017	0.017	5315.0	48.0	48.0	0.3	0.02	0.02	NA	NA	NA	NA	4.47	0.01	0.01	0.0	0.668	0.001	0.001	0.0	MS	G	NA	NA	NA	NA	NA	Soubiran24	A/I	3	-0.1752235375244543	0.0006496552922774235	0.0006506285589967242	3.7255032688593155	0.003904528103752636	0.003939950501834488
HIP92984	0.499	0.031	0.031	0.988	0.02	0.02	6070.0	62.0	62.0	-0.04	0.03	0.03	NA	NA	NA	NA	4.23	0.11	0.11	0.0	1.193	0.005	0.005	0.0	MS	F	NA	NA	NA	NA	NA	Soubiran24	A/I	3	0.0766404436703419	0.0018163743829506668	0.0018240030251670952	3.7831886910752575	0.004413455107080022	0.004458767079145609
HIP93427	1.255	0.079	0.079	1.285	0.027	0.027	6016.0	63.0	63.0	-0.05	0.02	0.02	NA	NA	NA	NA	4.3	0.01	0.01	0.0	1.947	0.003	0.003	0.0	MS	F	NA	NA	NA	NA	NA	Soubiran24	A/I	3	0.2893659515200317	0.0006686598424863188	0.000669690929775868	3.779307827583586	0.0045243158008552165	0.004571945031832669
HIP97527	1.356	0.106	0.106	1.304	0.034	0.034	6236.0	81.0	81.0	-0.09	0.02	0.02	NA	NA	NA	NA	4.33	0.01	0.01	0.0	2.315	0.006	0.006	0.0	MS	F	NA	NA	NA	NA	NA	Soubiran24	A/I	3	0.36455099535397195	0.001124145101945695	0.0011270624367955562	3.794906106516804	0.005604770377563906	0.005678049249469019
KIC8430105_B	0.8134	0.005	0.005	0.7494	0.0042	0.0039	5655.0	80.0	80.0	-0.46	0.1	0.1	NA	NA	NA	NA	4.599	0.0037	0.0041	0.0	0.51743	0.03019	0.02916	1.0	MS	NA	85.18	0.26	0.00879784	True	True	Thomsen22	EB	3	-0.2861483949918153	0.0246276959056021	0.025191563572113496	3.752432609261474	0.006100812975812442	0.006187737541275773
alf_Cen_A	1.105	0.007	0.007	1.224	0.003	0.003	5824.0	26.0	26.0	0.24	0.04	0.04	NA	NA	NA	NA	4.306	0.004	0.004	NA	1.549	0.029	0.029	NA	MS	G	NA	NA	NA	True	True	torres10	EB	1	0.19005141775920598	0.008055581114195492	0.008207829814433437	3.765221366304981	0.0019344997771995054	0.001943155286002085
alf_Cen_B	0.934	0.006	0.006	0.863	0.005	0.005	5223.0	62.0	62.0	0.24	0.04	0.04	NA	NA	NA	NA	4.536	0.006	0.006	NA	0.498	0.025	0.025	NA	MS	G	NA	NA	NA	True	True	torres10	EB	1	-0.30277065724028246	0.02127234610755674	0.02236820202190598	3.7179200258369938	0.005124965806451165	0.0051861667670420886
V432_Aur_B	1.079	0.005	0.005	1.224	0.007	0.007	6685.0	85.0	85.0	-0.6	0.05	0.05	NA	NA	NA	NA	4.296	0.005	0.005	NA	2.685	0.146	0.146	NA	MS	F	NA	NA	NA	True	True	torres10	EB	1	0.42894429003557444	0.02299557932952856	0.02428158916185219	3.8251014115980033	0.005487257087140929	0.005557476056134547
Kepler-34A	1.0479	0.0033	0.003	1.1618	0.0027	0.0031	5913.0	130.0	130.0	-0.07	0.15	0.15	NA	NA	NA	NA	4.3284	0.0021	0.0021	NA	1.49	0.13	0.13	NA	MS	G	NA	NA	NA	True	True	welsh12	EB	1	0.17318626841227402	0.03632874613035694	0.039647360042056545	3.771807878999106	0.009444715249350644	0.009654686695511394
Kepler-34B	1.0208	0.0022	0.0022	1.0927	0.0032	0.0027	5867.0	130.0	130.0	-0.07	0.15	0.15	NA	NA	NA	NA	4.3703	0.0022	0.0022	NA	1.28	0.11	0.11	NA	MS	G	NA	NA	NA	True	True	welsh12	EB	1	0.10720996964786837	0.03580483060622676	0.03902410790170675	3.768416088216332	0.009517960621447497	0.00973123833389078
Kepler-35A	0.8876	0.0051	0.0053	1.0284	0.002	0.0019	5606.0	150.0	150.0	-0.34	0.2	0.2	NA	NA	NA	NA	4.3623	0.002	0.002	NA	0.94	0.1	0.1	NA	MS	G	NA	NA	NA	True	True	welsh12	EB	1	-0.026872146400301365	0.04390548569908173	0.048848567537816995	3.7486530934242674	0.011467691840300276	0.011778731775844875
Kepler-35B	0.8094	0.0041	0.0044	0.7861	0.002	0.0022	5202.0	100.0	100.0	-0.34	0.2	0.2	NA	NA	NA	NA	4.5556	0.0016	0.0016	NA	0.41	0.03	0.03	NA	MS	G	NA	NA	NA	True	True	welsh12	EB	1	-0.38721614328026455	0.030668819766451916	0.03300026010292528	3.716170347859854	0.008269375537220736	0.008429893586082482
47_Tuc_E32_A	0.862	0.002	0.002	1.183	0.001	0.001	6025.6	18.08	18.08	-0.71	0.1	0.1	NA	NA	NA	NA	4.227	0.002	0.002	0.0	1.66	0.05	0.05	0.0	MS	NA	59.46	0.1	0.019895728	True	True	Xiong23	EB	3	0.22010808804005508	0.012888022352098738	0.013282212008205396	3.780000298336571	0.001301162970169134	0.0013050730220678375
47_Tuc_E32_B	0.827	0.002	0.002	1.004	0.002	0.002	5956.62	17.87	17.87	-0.71	0.1	0.1	NA	NA	NA	NA	4.352	0.003	0.003	0.0	1.15	0.03	0.03	0.0	MS	NA	59.46	0.1	0.016885301	True	True	Xiong23	EB	3	0.06069784035361165	0.011184166952513709	0.01147981768343008	3.774999895353657	0.0013009431972248464	0.0013048519263954006
AL_Ari_A	1.164	0.001	0.001	1.372	0.004	0.004	6367.96	25.47	25.47	-0.42	0.08	0.08	NA	NA	NA	NA	4.229	0.005	0.005	0.0	2.79	0.11	0.11	0.0	MS	F6	12.9503	0.0014	0.105943492	True	True	Xiong23	EB	3	0.44560420327359757	0.016793794625358516	0.01746940924480872	3.804000326740631	0.0017335878210471556	0.0017405355844646309
alpha_Dra_B	2.431	0.008	0.008	2.326	0.023	0.023	9931.16	139.04	139.04	0.01	0.05	0.05	NA	NA	NA	NA	4.09	0.019	0.019	0.0	47.4	6.9	6.0	0.0	MS	A	103.4409972	NA	0.022486249	True	True	Xiong23	EB	3	1.675778341674085	0.059021487914761916	0.05877800055318616	3.9969999788252895	0.006038117153734479	0.006123251820117304
ASAS_J045021+2300.4_A	0.934	0.007	0.007	1.058	0.01	0.01	5662.39	28.31	28.31	-0.26	0.26	0.26	NA	NA	NA	NA	4.36	0.018	0.018	0.0	1.0	0.1	0.1	0.0	MS	NA	6.494	0.035	0.162919618	True	True	Xiong23	EB	3	0.0	0.04139268515822508	0.045757490560675115	3.752999778313245	0.0021659129392981313	0.002176768941466456
ASAS_J045021+2300.4_B	0.409	0.002	0.002	0.408	0.004	0.004	3589.22	43.07	43.07	-0.26	0.26	0.26	NA	NA	NA	NA	4.829	0.019	0.019	0.0	0.0249	0.0032	0.0028	0.0	MS	NA	6.494	0.035	0.062827225	True	True	Xiong23	EB	3	-1.6038006529042637	0.052506972809343466	0.05180707341062574	3.5550000790793437	0.005180435982234943	0.005242977032017482
ASAS_J060505+2032.1_A	1.716	0.01	0.01	2.048	0.004	0.004	7413.1	185.33	185.33	-0.12	0.31	0.31	NA	NA	NA	NA	4.05	0.003	0.003	0.0	11.43	2.96	2.35	0.0	MS	NA	10.46	0.05	0.195793499	True	True	Xiong23	EB	3	1.0580462303952818	0.10001456354132343	0.09996038187419665	3.8699998586345257	0.010724008281341568	0.010995534518752681
ASAS_J060505+2032.1_B	1.697	0.012	0.012	2.008	0.005	0.005	7413.1	163.09	163.09	-0.12	0.31	0.31	NA	NA	NA	NA	4.062	0.004	0.004	0.0	11.0	2.5	2.0	0.0	MS	NA	10.46	0.05	0.191969407	True	True	Xiong23	EB	3	1.0413926851582251	0.08894108333678097	0.08715017571890027	3.8699998586345257	0.00945099898118551	0.009661253037073436
ASAS_J065134-2211.5_A	0.956	0.005	0.005	0.997	0.002	0.002	5495.41	43.96	43.96	0.09	0.13	0.13	NA	NA	NA	NA	4.421	0.003	0.003	0.0	0.817	0.062	0.058	0.0	MS	NA	20.18	0.07	0.049405352	True	True	Xiong23	EB	3	-0.08777794346758454	0.031766818541356434	0.03198028063693517	3.740000099688547	0.00346027495292045	0.0034880665417040824
ASAS_J065134-2211.5_B	0.674	0.002	0.002	0.69	0.003	0.003	3971.92	47.66	47.66	0.09	0.13	0.13	NA	NA	NA	NA	4.589	0.009	0.009	0.0	0.107	0.013	0.011	0.0	MS	NA	20.18	0.07	0.03419227	True	True	Xiong23	EB	3	-0.9706162223147904	0.049797468362415165	0.047112544645641186	3.5990004926157804	0.005180184047890446	0.005242718978053951
ASAS_J085002+1752.5_A	1.326	0.001	0.001	1.571	0.011	0.011	6561.45	91.86	91.86	-0.01	0.27	0.27	NA	NA	NA	NA	4.168	0.014	0.014	0.0	4.12	0.59	0.52	0.0	MS	NA	18.076	0.012	0.086910821	True	True	Xiong23	EB	3	0.6148972160331346	0.05812369109576154	0.058594715265847364	3.8169998237373464	0.006037935414832329	0.006123064920210197
ASAS_J085002+1752.5_B	1.573	0.001	0.001	3.222	0.018	0.018	5727.96	103.1	103.1	-0.01	0.27	0.27	NA	NA	NA	NA	3.619	0.011	0.011	0.0	10.1	1.8	1.6	0.0	MS	NA	18.076	0.012	0.1782474	True	True	Xiong23	EB	3	1.0043213737826426	0.07122558760988817	0.07490244806834989	3.757999976506515	0.007747533708021059	0.007888258964735773
ASAS_J090232-5653.4_A	1.436	0.007	0.007	1.527	0.003	0.003	7030.72	98.43	98.43	-0.15	0.13	0.13	NA	NA	NA	NA	4.201	0.006	0.006	0.0	5.14	0.71	0.62	0.0	MS	NA	44.75	0.17	0.034122905	True	True	Xiong23	EB	3	0.7109631189952758	0.05619274708690469	0.055824684183893636	3.846999802404658	0.006037950123867208	0.006123080046944285
ASAS_J090232-5653.4_B	1.372	0.008	0.008	1.392	0.003	0.003	6683.44	100.25	100.25	-0.15	0.13	0.13	NA	NA	NA	NA	4.244	0.007	0.007	0.0	3.48	0.52	0.45	0.0	MS	NA	44.75	0.17	0.031106145	True	True	Xiong23	EB	3	0.541579243946581	0.06048074738138143	0.06013661544427601	3.825000053564479	0.006465939816619137	0.006563663950025944
ASAS_J163903-2847.2_A	1.421	0.002	0.002	2.157	0.003	0.003	6637.43	33.19	33.19	-0.19	0.16	0.16	NA	NA	NA	NA	3.923	0.002	0.002	0.0	8.15	0.38	0.37	0.0	MS	NA	47.0	0.04	0.045893617	True	True	Xiong23	EB	3	0.9111576087399766	0.01979142242754639	0.02017801175028766	3.8219999539352445	0.0021662473074068878	0.002177106670087081
ASAS_J163903-2847.2_B	1.141	0.001	0.001	1.224	0.002	0.002	6591.74	164.79	164.79	-0.19	0.16	0.16	NA	NA	NA	NA	4.32	0.003	0.003	0.0	2.55	0.66	0.53	0.0	MS	NA	47.0	0.04	0.026042553	True	True	Xiong23	EB	3	0.4065401804339551	0.09996485197091698	0.10118881098733146	3.8190000690179176	0.0107236404197395	0.01099514779252786
ASAS_J171750-1915.3_A	1.357	0.001	0.001	1.676	0.003	0.003	6531.31	58.78	58.78	0.04	0.12	0.12	NA	NA	NA	NA	4.122	0.003	0.003	0.0	4.61	0.4	0.37	0.0	MS	F	12.564	0.009	0.133397007	True	True	Xiong23	EB	3	0.6637009253896482	0.0361368004775976	0.036335068796915504	3.8150002974637567	0.0038910482738754304	0.003926225409104589
ASAS_J171750-1915.3_B	1.345	0.001	0.001	1.648	0.003	0.003	6501.3	58.51	58.51	0.04	0.12	0.12	NA	NA	NA	NA	4.133	0.003	0.003	0.0	4.38	0.38	0.35	0.0	MS	F	12.564	0.009	0.131168418	True	True	Xiong23	EB	3	0.6414741105040995	0.03613284221639357	0.036169064362990055	3.8130002068545044	0.0038910536878393742	0.00392623092140143
ASAS_J231922-0852.2_A	1.136	0.001	0.001	1.64	0.004	0.004	6266.14	18.8	18.8	-0.39	0.07	0.07	NA	NA	NA	NA	4.064	0.005	0.005	0.0	3.74	0.11	0.11	0.0	MS	NA	18.04	0.015	0.090909091	True	True	Xiong23	EB	3	0.5728716022004802	0.012589127308020531	0.01296497716436762	3.7970000937930917	0.0013010421997208255	0.0013049515247218757
ASAS_J231922-0852.2_B	1.006	0.001	0.001	1.11	0.01	0.01	6237.35	43.66	43.66	-0.39	0.07	0.07	NA	NA	NA	NA	4.35	0.018	0.018	0.0	1.68	0.13	0.12	0.0	MS	NA	18.04	0.015	0.061529933	True	True	Xiong23	EB	3	0.22530928172586284	0.032369293143321654	0.032184683371401235	3.795000114550389	0.003029370294754141	0.0030506498322599995
ASASSN-V_J010440.99+051109.8_A	0.811	0.002	0.002	0.737	0.071	0.071	5212.25	31.08	31.08	-0.074	0.029	0.029	NA	NA	NA	NA	4.658	0.051	0.051	0.0	0.36	0.2	0.13	0.0	MS	NA	19.16652998	NA	0.038452448	True	True	Xiong23	EB	3	-0.44369749923271273	0.1918855262389132	0.19457466474969443	3.717025238010736	0.0025819537996780717	0.0025973958006875186
ASASSN-V_J010440.99+051109.8_B	0.847	0.002	0.002	1.082	0.059	0.059	4881.07	55.75	55.75	-0.074	0.029	0.029	NA	NA	NA	NA	4.297	0.068	0.068	0.0	0.6	0.19	0.14	0.0	MS	NA	19.16652998	NA	0.056452577	True	True	Xiong23	EB	3	-0.2218487496163564	0.11947584090679784	0.11539341870206957	3.688515035969519	0.004932256850204819	0.004988916294694334
ASASSN-V_J064057.24+213910.5_A	1.657	0.023	0.023	1.681	0.058	0.058	8477.5	7.25	7.25	-0.604	0.01	0.01	NA	NA	NA	NA	4.05	0.02	0.02	0.0	13.15	2.26	1.93	0.0	MS	NA	10.91523409	NA	0.154004943	True	True	Xiong23	EB	3	1.1189257528257768	0.06887688589264251	0.06893289590563412	3.9282677984501237	0.0003712520668588404	0.00037156969932450323
BN_Scl_A	1.407	0.001	0.001	1.834	0.003	0.003	6309.57	18.93	18.93	-0.23	0.06	0.06	NA	NA	NA	NA	4.059	0.003	0.003	0.0	4.81	0.13	0.13	0.0	MS	F7	13.8252	0.0063	0.132656309	True	True	Xiong23	EB	3	0.6821450763738317	0.011581872549815131	0.011899223299707717	3.799999762890647	0.0013010215469155817	0.0013049307476173944
BN_Scl_B	1.244	0.001	0.001	1.38	0.004	0.004	6237.35	31.19	31.19	-0.23	0.06	0.06	NA	NA	NA	NA	4.256	0.006	0.006	0.0	2.6	0.13	0.12	0.0	MS	F8	13.8252	0.0063	0.099817724	True	True	Xiong23	EB	3	0.414973347970818	0.02118929906993805	0.020521667144601685	3.795000114550389	0.0021662869217666803	0.0021771466826194796
DS_And_A	1.655	0.013	0.013	2.086	0.006	0.006	7063.18	63.57	63.57	-0.03	0.02	0.02	NA	NA	NA	NA	4.018	0.013	0.013	0.0	9.77	0.84	0.78	0.0	MS	NA	36.67167013	NA	0.056883147	True	True	Xiong23	EB	3	0.989894563718773	0.0358208201825676	0.036134871985544215	3.8490002740708817	0.0038912503322476866	0.003926431137541542
DS_And_B	1.087	0.017	0.017	1.255	0.006	0.006	5970.35	59.7	59.7	-0.03	0.02	0.02	NA	NA	NA	NA	4.277	0.025	0.025	0.0	1.8	0.18	0.16	0.0	MS	NA	36.67167013	NA	0.034222603	True	True	Xiong23	EB	3	0.25527250510330607	0.04139268515822503	0.040428657055608164	3.77599979153358	0.004321121706748254	0.004364548234264465
