ID	M	eM1	eM2	R	eR1	eR2	Teff	eTeff1	eTeff2	FeH	eFeH1	eFeH2	Ref	MH	eMH1	eMH2	logg	elogg1	elogg2	logg_from_M,R	L	eL1	eL2	L_from_SB	class	type	orbit_a(Rsol)	eOrbit_a	R/a	detached	well_detached	source	mode	database	logL	elogL1	elogL2
KIC_6131659 B	0.685	0.005	0.005	0.64	0.006	0.006	4780.0	105.0	105.0	-0.21	0.1	0.1	NA	NA	NA	NA	4.653330624	0.008738301	0.008738301	NA	0.192	0.019	0.019	NA	MS	K	NA	NA	NA	True	True	eker14	EB	1	-0.7166987712964504	0.04098122659414305	0.045255125574754085
SW_CMa A	2.24	0.014	0.014	3.015	0.02	0.02	8200.0	150.0	150.0	0.49	0.15	0.15	NA	NA	NA	NA	3.83	0.007	0.007	NA	36.898	3.005	3.005	NA	MS	A	NA	NA	NA	True	True	eker14	EB	1	1.567002826524815	0.03400272165485507	0.03689281490837537
SW_CMa B	2.105	0.018	0.018	2.496	0.042	0.042	8100.0	150.0	150.0	0.61	0.15	0.15	NA	NA	NA	NA	3.967	0.015	0.015	NA	24.099	2.143	2.143	NA	MS	A	NA	NA	NA	True	True	eker14	EB	1	1.381999021683067	0.03699790947268111	0.040445799573489705
UX_Men A	1.235	0.006	0.006	1.349	0.013	0.013	6200.0	100.0	100.0	0.04	0.1	0.1	NA	NA	NA	NA	4.272	0.003	0.003	NA	2.415	0.173	0.173	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1	0.38291713508753095	0.030047136909131855	0.0322815268285766
UX_Men B	1.196	0.007	0.007	1.275	0.013	0.013	6150.0	100.0	100.0	0.04	0.1	0.1	NA	NA	NA	NA	4.306	0.01	0.01	NA	2.089	0.155	0.155	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1	0.3199384399803086	0.03108441260381517	0.03348197023332572
V1130_Tau A	1.392	0.008	0.008	1.784	0.011	0.011	6625.0	70.0	70.0	-0.25	0.1	0.1	NA	NA	NA	NA	4.08	0.006	0.006	NA	5.508	0.26	0.26	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1	0.740993931584886	0.020031320126486563	0.021000105217282128
V1130_Tau B	1.306	0.008	0.008	1.49	0.01	0.01	6650.0	70.0	70.0	-0.25	0.1	0.1	NA	NA	NA	NA	4.208	0.006	0.006	NA	3.899	0.184	0.184	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1	0.5909532351879857	0.02002614473501141	0.020994417091391604
V505_Per A	1.272	0.001	0.001	1.288	0.014	0.014	6512.0	21.0	21.0	-0.12	0.03	0.03	NA	NA	NA	NA	4.32	0.01	0.01	NA	2.679	0.069	0.069	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1	0.4279727136082088	0.011044014779303946	0.01133220626992787
V505_Per B	1.254	0.001	0.001	1.267	0.014	0.014	6462.0	12.0	12.0	-0.12	0.03	0.03	NA	NA	NA	NA	4.33	0.01	0.01	NA	2.512	0.059	0.059	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1	0.40001963506515853	0.010082441577702106	0.010322086858772839
V565_Lyr A	0.995	0.003	0.003	1.101	0.007	0.007	5600.0	95.0	95.0	0.28	0.05	0.05	NA	NA	NA	NA	4.352	0.005	0.005	NA	1.072	0.079	0.079	NA	MS	G	NA	NA	NA	True	True	eker14	EB	1	0.03019478535675124	0.03088053827304057	0.03324553686137002
V565_Lyr B	0.929	0.003	0.003	0.971	0.009	0.009	5430.0	125.0	125.0	0.28	0.05	0.05	NA	NA	NA	NA	4.432	0.008	0.008	NA	0.736	0.077	0.077	NA	MS	G	NA	NA	NA	True	True	eker14	EB	1	-0.13312218566250114	0.043212731256569284	0.047992399743488984
V568_Lyr A	1.075	0.008	0.008	1.4	0.016	0.016	5665.0	100.0	100.0	0.28	0.05	0.05	NA	NA	NA	NA	4.178	0.01	0.01	NA	1.811	0.143	0.143	NA	MS	G	NA	NA	NA	True	True	eker14	EB	1	0.2579184503140584	0.03300610906869583	0.03572240401233853
V568_Lyr B	0.827	0.004	0.004	0.768	0.006	0.006	4900.0	100.0	100.0	0.28	0.05	0.05	NA	NA	NA	NA	4.586	0.008	0.008	NA	0.305	0.028	0.028	NA	MS	K	NA	NA	NA	True	True	eker14	EB	1	-0.5157001606532142	0.038144394159534134	0.04182007028233725
V636_Cen A	1.052	0.005	0.005	1.024	0.004	0.004	5900.0	85.0	85.0	-0.2	0.08	0.08	NA	NA	NA	NA	4.444	0.004	0.004	NA	1.14	0.07	0.07	NA	MS	G	NA	NA	NA	True	True	eker14	EB	1	0.05690485133647256	0.025880518979977514	0.02752107365126298
V636_Cen B	0.854	0.003	0.003	0.835	0.004	0.004	5000.0	100.0	100.0	-0.2	0.08	0.08	NA	NA	NA	NA	4.532	0.005	0.005	NA	0.391	0.034	0.034	NA	MS	K	NA	NA	NA	True	True	eker14	EB	1	-0.40782324260413316	0.03621217265444476	0.03950854128367365
VZ_Cep A	1.402	0.015	0.015	1.558	0.012	0.012	6670.0	160.0	160.0	0.06	0.09	0.09	NA	NA	NA	NA	4.213	0.008	0.008	NA	4.315	0.46	0.46	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1	0.6349808000512285	0.043992575868536665	0.04895641766425263
VZ_Cep B	1.108	0.008	0.008	1.058	0.04	0.04	5720.0	120.0	120.0	0.06	0.09	0.09	NA	NA	NA	NA	4.446	0.033	0.033	NA	1.076	0.137	0.137	NA	MS	G	NA	NA	NA	True	True	eker14	EB	1	0.0318122713303704	0.052048529536202606	0.05914667906425945
WZ_Oph A	1.227	0.007	0.007	1.401	0.012	0.012	6165.0	100.0	100.0	-0.27	0.07	0.07	NA	NA	NA	NA	4.234	0.008	0.008	NA	2.547	0.182	0.182	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1	0.40602894496361513	0.02997459070628139	0.03219779988978472
WZ_Oph B	1.22	0.006	0.006	1.419	0.012	0.012	6115.0	100.0	100.0	-0.27	0.07	0.07	NA	NA	NA	NA	4.221	0.008	0.008	NA	2.529	0.181	0.181	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1	0.40294882934440474	0.030020461530000986	0.03225073676882789
YZ_Cas A	2.308	0.01	0.01	2.547	0.03	0.03	9200.0	300.0	300.0	0.1	0.06	0.06	NA	NA	NA	NA	3.995	0.01	0.01	NA	41.687	6.397	6.397	NA	MS	A	NA	NA	NA	True	True	eker14	EB	1	1.6200006423000677	0.06199994618025695	0.07234898394009859
YZ_Cas B	1.347	0.01	0.01	1.359	0.02	0.02	6700.0	250.0	250.0	0.1	0.06	0.06	NA	NA	NA	NA	4.307	0.013	0.013	NA	3.342	0.603	0.603	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1	0.5240064455573725	0.07204056198806663	0.08641441330341115
KIC7177553_A	1.043	0.014	0.014	0.94	0.005	0.005	5800.0	130.0	130.0	0.204	0.013	0.013	LAMOST_DR11	NA	NA	NA	4.51	0.007	0.007	0.0	0.90087	0.08407	0.07868	1.0	MS	G2V	36.76	0.15	0.025571273	True	True	Eker14+18	EB	3	-0.04533787534286414	0.03874765054851542	0.03968993434760151
KIC7177553_B	0.986	0.015	0.015	0.941	0.005	0.005	5740.0	140.0	140.0	0.204	0.013	0.013	LAMOST_DR11	NA	NA	NA	4.485	0.008	0.008	0.0	0.86601	0.08811	0.08196	1.0	MS	G2V	36.76	0.15	0.025598477	True	True	Eker14+18	EB	3	-0.06247709306377985	0.04208009256914226	0.0431791477827884
TV_Cet_A	1.385	0.052	0.052	1.484	0.02	0.02	6902.0	150.0	150.0	-0.122	0.005	0.005	LAMOST_DR11	NA	NA	NA	4.237	0.02	0.02	0.0	4.50259	0.42242	0.39756	1.0	MS	F2V	25.15	0.25	0.059005964	True	True	Eker14+18	EB	2	0.6534624024716328	0.03894471417730938	0.04014606713387148
TV_Cet_B	1.265	0.051	0.051	1.221	0.01	0.01	6575.0	150.0	150.0	-0.122	0.005	0.005	LAMOST_DR11	NA	NA	NA	4.367	0.019	0.019	0.0	2.5102	0.2406	0.2251	1.0	MS	F5V	25.15	0.25	0.048548708	True	True	Eker14+18	EB	2	0.39970832524042094	0.03975069042956403	0.04080311492737376
CU_Cnc_A	0.4358	0.0008	0.0008	0.4317	0.0052	0.0052	3160.0	150.0	150.0	0.2	0.2	0.2	NA	NA	NA	NA	4.804	0.011	0.011	0.0	0.0167	0.0035	0.0029	0.0	MS	M3.5 Ve	7.8	0.007	0.055346154	True	True	Hahlin24	EB	3	-1.7772835288524167	0.08263489829904036	0.08283738474634683
CU_Cnc_B	0.3998	0.0014	0.0014	0.3908	0.0094	0.0094	3125.0	150.0	150.0	0.2	0.2	0.2	NA	NA	NA	NA	4.854	0.021	0.021	0.0	0.0131	0.0029	0.0023	0.0	MS	M3.5 Ve	7.8	0.007	0.050102564	True	True	Hahlin24	EB	3	-1.8827287043442358	0.08684868700016057	0.08384754016881457
HAT-TR-318-007_A	0.448	0.011	0.011	0.4548	0.0035	0.0036	3190.0	110.0	110.0	0.298	0.08	0.08	NA	NA	NA	NA	4.774	0.0056	0.0058	0.0	0.0193	0.0029	0.0025	0.0	MS	M3.71+/-0.69	8.436	0.06	0.053912883	True	True	Hartman18	EB	3	-1.7144426909922261	0.060795665442864744	0.06024802728191103
HAT-TR-318-007_B	0.2721	0.0041	0.0042	0.2913	0.0023	0.0024	3100.0	110.0	110.0	0.298	0.08	0.08	NA	NA	NA	NA	4.9442	0.0038	0.0039	0.0	0.0071	0.0011	0.0009	0.0	MS	M5.01+/-0.73 	8.436	0.06	0.034531273	True	True	Hartman18	EB	3	-2.1487416512809245	0.06255550366464124	0.05886665922082157
KIC10191056_Aa	1.564	0.012	0.012	1.976	0.022	0.022	6584.3	155.3	155.3	0.122	0.007	0.007	NA	NA	NA	NA	4.041	0.009	0.009	0.0	6.61161	0.67712	0.6196	1.0	MS	NA	10.938	0.033	0.180654599	True	True	Helminiak19	EB	3	0.8203072278632161	0.04234463487985429	0.042734698381886926
KIC10191056_Ab	1.413	0.016	0.016	1.659	0.03	0.03	6584.3	155.3	155.3	0.122	0.007	0.007	NA	NA	NA	NA	4.149	0.016	0.016	0.0	4.66043	0.46229	0.45606	1.0	MS	NA	10.938	0.033	0.151673066	True	True	Helminiak19	EB	3	0.6684259892247117	0.04107462943160711	0.04472506067738258
KIC10583181_A	1.559	0.036	0.036	1.882	0.014	0.014	6730.0	140.0	140.0	-0.23	0.007	0.007	NA	-0.01	0.07	0.07	4.082	0.005	0.005	0.0	6.67	0.57	0.57	0.0	MS	NA	11.095	0.075	0.169625958	True	True	Helminiak19	EB	3	0.8241258339165489	0.035612732280598025	0.03879599890578189
KIC10583181_B	0.96	0.016	0.016	0.98	0.01	0.01	5754.7	127.2	127.2	-0.23	0.007	0.007	NA	-0.01	0.07	0.07	4.438	0.007	0.007	0.0	0.94894	0.09153	0.08341	1.0	MS	NA	11.095	0.075	0.088328076	True	True	Helminiak19	EB	3	-0.022761246469113827	0.03999080913085251	0.03995662804545928
KIC10987439_A	0.9862	0.0034	0.0034	0.932	0.015	0.015	6477.8	161.7	161.7	-0.158	0.012	0.012	NA	-0.03	0.05	0.05	4.493	0.014	0.014	0.0	1.37796	0.17054	0.13963	1.0	MS	NA	27.352	0.029	0.034074291	True	True	Helminiak19	EB	3	0.13923661087246963	0.050674598820335925	0.0464002165266723
KIC10987439_B	1.4215	0.0045	0.0045	1.512	0.031	0.031	6490.0	90.0	90.0	-0.158	0.012	0.012	NA	-0.03	0.05	0.05	4.232	0.018	0.018	0.0	3.55	0.25	0.25	0.0	MS	NA	27.352	0.029	0.055279321	True	True	Helminiak19	EB	3	0.5502283530550941	0.029555243561716016	0.03171441317720669
KIC11922782_A	1.067	0.01	0.01	1.501	0.057	0.057	5990.0	110.0	110.0	-0.223	0.012	0.012	NA	-0.22	0.06	0.06	4.114	0.033	0.033	0.0	2.61	0.27	0.27	0.0	MS	NA	12.056	0.034	0.124502322	True	True	Helminiak19	EB	3	0.41664050733828095	0.04275198042094991	0.04742464992813816
KIC9641031_A	1.2102	0.0076	0.0076	1.244	0.0023	0.0023	6260.0	120.0	120.0	-0.437	0.012	0.012	NA	-0.07	0.09	0.09	4.331	0.016	0.016	0.0	2.14	0.18	0.17	0.0	MS	NA	9.145	0.016	0.136030618	True	True	Helminiak19	EB	3	0.33041377334919086	0.035074211541708866	0.035947547187597906
KIC9641031_B	0.9512	0.0039	0.0039	0.9	0.024	0.024	5490.0	240.0	240.0	-0.437	0.012	0.012	NA	-0.07	0.09	0.09	4.508	0.023	0.023	0.0	0.66	0.13	0.11	0.0	MS	NA	9.145	0.016	0.098414434	True	True	Helminiak19	EB	3	-0.1804560644581313	0.07808315574857276	0.0791812460476248
NGC_2506_V5_A	0.945	0.004	0.003	0.68	0.04	0.04	5690.0	140.0	120.0	-0.36	0.01	0.01	NA	NA	NA	NA	4.75	0.05	0.05	1.0	0.43668	0.05233	0.06132	1.0	MS	NA	9.04	0.1	0.075221239	True	True	Knudstrup20	EB	3	-0.35983669836613974	0.049154438676699164	0.065715311198425
NGC_2506_V5_B	0.707	0.004	0.003	0.61	0.021	0.016	4940.0	110.0	60.0	-0.36	0.01	0.01	NA	NA	NA	NA	4.72	0.03	0.02	1.0	0.19965	0.01913	0.01405	1.0	MS	NA	9.04	0.1	0.067477876	True	True	Knudstrup20	EB	3	-0.6997306854696437	0.03973830346631668	0.031691342647513054
PTFEB132.707+19.810_A	0.3953	0.002	0.002	0.363	0.008	0.008	3260.0	70.0	70.0	0.14	0.04	0.04	NA	NA	NA	NA	4.92	0.02	0.02	1.0	0.0137	0.001	0.001	0.0	MS	M3.5±0.2	11.77	0.01	0.030832796	True	True	Kraus17	EB	3	-1.8632794328435933	0.030596767591769547	0.03291684620044988
PTFEB132.707+19.810_B	0.2098	0.0014	0.0014	0.272	0.012	0.012	3120.0	80.0	80.0	0.14	0.04	0.04	NA	NA	NA	NA	4.89	0.04	0.04	1.0	0.005	0.0015	0.0015	0.0	MS	M4.3±0.7	11.77	0.01	0.023103362	True	True	Kraus17	EB	3	-2.3010299956639813	0.11394335230683694	0.15490195998574308
EPIC201367296	1.15	0.04	0.04	1.73	0.04	0.04	5718.0	71.0	71.0	0.21	0.08	0.08	NA	NA	NA	NA	4.018	0.013	0.013	NA	2.7	0.342211612	0.342211612	NA	MS	G	NA	NA	NA	NA	NA	lund16	A	1	0.43136376415898736	0.0518256555275996	0.05885893967128658
EPIC201367904	1.3	0.05	0.05	2.08	0.05	0.05	6251.0	78.0	78.0	-0.02	0.08	0.08	NA	NA	NA	NA	3.916	0.013	0.013	NA	6.664	0.597819169	0.597819169	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.8237349883987312	0.037310441680309836	0.04081963604510375
EPIC201820830	1.29	0.08	0.08	1.74	0.05	0.05	6420.0	71.0	71.0	-0.07	0.11	0.11	NA	NA	NA	NA	4.063	0.016	0.016	NA	4.555	0.353974438	0.353974438	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.658488381309017	0.03250238933954863	0.03513305720930837
EPIC201860743	1.14	0.05	0.05	1.88	0.03	0.03	5926.0	78.0	78.0	-0.02	0.11	0.11	NA	NA	NA	NA	3.945	0.014	0.014	NA	4.119	0.374560309	0.374560309	NA	MS	G	NA	NA	NA	NA	NA	lund16	A	1	0.6147917919564175	0.0377987828652	0.04140495184677839
EPIC204356572	1.18	0.07	0.07	1.5	0.04	0.04	6316.0	78.0	78.0	-0.07	0.08	0.08	NA	NA	NA	NA	4.157	0.015	0.015	NA	3.422	0.297267427	0.297267427	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.5342800052050815	0.036177401412783916	0.03946715057785766
EPIC204506926	1.08	0.05	0.05	1.41	0.02	0.02	5705.0	78.0	78.0	0.38	0.08	0.08	NA	NA	NA	NA	4.172	0.013	0.013	NA	2.374	0.207373528	0.207373528	NA	MS	G	NA	NA	NA	NA	NA	lund16	A	1	0.3754807146185724	0.036370137430863314	0.03969666953408241
EPIC204550630	1.17	0.04	0.04	1.37	0.03	0.03	6199.0	65.0	65.0	-0.13	0.08	0.08	NA	NA	NA	NA	4.228	0.014	0.014	NA	3.635	0.304111216	0.304111216	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.5605044151950566	0.034893827562102464	0.03794428304469333
EPIC204624076	1.22	0.05	0.05	1.83	0.04	0.04	6381.0	71.0	71.0	-0.13	0.11	0.11	NA	NA	NA	NA	4.0	0.014	0.014	NA	6.112	0.47828118	0.47828118	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.7861833455676335	0.032720598968305925	0.03538817809888006
EPIC204926239	1.44	0.05	0.05	2.45	0.05	0.05	6225.0	71.0	71.0	0.1	0.08	0.08	NA	NA	NA	NA	3.817	0.012	0.012	NA	6.714	0.596776978	0.596776978	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.8269813369119937	0.036982198640418296	0.04042702259723707
EPIC205962429	1.15	0.04	0.04	1.79	0.04	0.04	6082.0	65.0	65.0	-0.24	0.08	0.08	NA	NA	NA	NA	3.99	0.012	0.012	NA	4.372	0.372936225	0.372936225	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.6406801532776651	0.03555022632722349	0.03872182318522066
EPIC205974115	1.15	0.04	0.04	1.36	0.03	0.03	6121.0	71.0	71.0	-0.07	0.08	0.08	NA	NA	NA	NA	4.23	0.012	0.012	NA	3.386	0.460929318	0.460929318	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.5296869537729164	0.05542725304739693	0.06355058884815812
EPIC205995584	1.31	0.07	0.07	1.71	0.04	0.04	6433.0	71.0	71.0	-0.07	0.08	0.08	NA	NA	NA	NA	4.082	0.013	0.013	NA	4.784	0.382916107	0.382916107	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.6797911709803545	0.03344023916938066	0.0362315238626002
EPIC206009487	1.03	0.05	0.05	1.49	0.04	0.04	5926.0	71.0	71.0	-0.24	0.08	0.08	NA	NA	NA	NA	4.101	0.012	0.012	NA	1.949	0.164977136	0.164977136	NA	MS	G	NA	NA	NA	NA	NA	lund16	A	1	0.28981183911762143	0.03528844670963649	0.03841142313278373
EPIC206064678	1.01	0.04	0.04	0.98	0.02	0.02	5562.0	71.0	71.0	0.26	0.11	0.11	NA	NA	NA	NA	4.453	0.013	0.013	NA	0.9558	0.088951639	0.088951639	NA	MS	G	NA	NA	NA	NA	NA	lund16	A	1	-0.01963297381522487	0.03864603494995755	0.04242389380746342
EPIC206064711	1.27	0.05	0.05	1.57	0.03	0.03	6563.0	71.0	71.0	-0.18	0.08	0.08	NA	NA	NA	NA	4.147	0.011	0.011	NA	3.997	0.308407549	0.308407549	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.6017341482601049	0.03228011970246647	0.03487347515840822
EPIC206070413	1.23	0.07	0.07	1.52	0.04	0.04	6446.0	71.0	71.0	-0.13	0.08	0.08	NA	NA	NA	NA	4.16	0.014	0.014	NA	3.855	0.316837613	0.316837613	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.5860243823869757	0.03430301296901106	0.037246621037795635
EPIC206078331	0.94	0.04	0.04	1.13	0.03	0.03	5809.0	78.0	78.0	-0.18	0.11	0.11	NA	NA	NA	NA	4.306	0.012	0.012	NA	1.423	0.123992981	0.123992981	NA	MS	G	NA	NA	NA	NA	NA	lund16	A	1	0.15320490008428433	0.03628344314327722	0.03959340235634273
EPIC206088888	1.08	0.06	0.06	1.3	0.03	0.03	5965.0	71.0	71.0	-0.02	0.08	0.08	NA	NA	NA	NA	4.242	0.012	0.012	NA	2.132	0.179668843	0.179668843	NA	MS	G	NA	NA	NA	NA	NA	lund16	A	1	0.3287872003545347	0.03513841920422517	0.038233715169551485
EPIC206094605	1.4	0.11	0.11	2.01	0.07	0.07	6537.0	78.0	78.0	0.04	0.08	0.08	NA	NA	NA	NA	3.979	0.014	0.014	NA	6.616	0.579248511	0.579248511	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.8205954965444903	0.03645030174094388	0.03979219863990602
EPIC206107253	1.16	0.03	0.03	1.31	0.02	0.02	6290.0	65.0	65.0	-0.18	0.08	0.08	NA	NA	NA	NA	4.267	0.01	0.01	NA	2.481	0.208415083	0.208415083	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.3946267642722091	0.03503107192076865	0.03810664430537486
EPIC206108325	1.3	0.05	0.05	2.15	0.05	0.05	6433.0	71.0	71.0	-0.18	0.11	0.11	NA	NA	NA	NA	3.887	0.014	0.014	NA	7.835	3.439729669	3.439729669	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.894039000804609	0.15806713691443142	0.25105340930128683
EPIC206189649	1.17	0.06	0.06	2.0	0.05	0.05	6082.0	78.0	78.0	-0.18	0.11	0.11	NA	NA	NA	NA	3.907	0.012	0.012	NA	8.906	1.59769483	1.59769483	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.9496826907952042	0.07165940465747622	0.08586601707366315
EPIC206201061	1.41	0.1	0.1	1.97	0.06	0.06	6589.0	71.0	71.0	-0.02	0.11	0.11	NA	NA	NA	NA	3.997	0.013	0.013	NA	5.989	0.544008622	0.544008622	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.7773543130842088	0.037758918270237474	0.041357116685709294
EPIC206245055	0.88	0.04	0.04	0.93	0.02	0.02	5835.0	71.0	71.0	-0.35	0.08	0.08	NA	NA	NA	NA	4.444	0.012	0.012	NA	1.027	0.088155323	0.088155323	NA	MS	G	NA	NA	NA	NA	NA	lund16	A	1	0.01157044359727816	0.035764918158056574	0.03897669531570197
EPIC206289767	1.36	0.08	0.08	2.06	0.06	0.06	6368.0	78.0	78.0	0.04	0.11	0.11	NA	NA	NA	NA	3.94	0.013	0.013	NA	6.726	0.567887631	0.567887631	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.8277568629786168	0.03520220534757601	0.038309253632062945
EPIC206368174	1.32	0.08	0.08	1.78	0.05	0.05	6212.0	65.0	65.0	0.1	0.06	0.06	NA	NA	NA	NA	4.05	0.013	0.013	NA	4.479	0.385317387	0.385317387	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.6511810624446879	0.03584084159255574	0.039066894065929
EPIC206371648	0.83	0.03	0.03	0.93	0.02	0.02	5549.0	65.0	65.0	-0.24	0.08	0.08	NA	NA	NA	NA	4.421	0.016	0.016	NA	1.218	0.192773285	0.192773285	NA	MS	G	NA	NA	NA	NA	NA	lund16	A	1	0.08564728829685654	0.06380993879234707	0.07482737394313627
EPIC206453540	1.42	0.08	0.08	1.87	0.05	0.05	6524.0	78.0	78.0	-0.02	0.11	0.11	NA	NA	NA	NA	4.044	0.011	0.011	NA	6.053	0.502935082	0.502935082	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1	0.781970673912552	0.034663970548330925	0.037672610904418424
HIP_41378	1.22	0.03	0.02	1.3	0.009	0.009	6290.0	77.0	77.0	-0.05	0.1	0.1	NA	NA	NA	NA	4.298	0.004	0.004	0.0	2.38333	0.12682	0.1192	1.0	MS	F	NA	NA	NA	NA	NA	Lund19	A	3	0.3771841796761236	0.02251549488293203	0.022282820471825282
HD24465_A	1.337	0.008	0.008	1.444	0.004	0.004	6250.0	100.0	100.0	0.3	0.15	0.15	NA	NA	NA	NA	4.245	0.0036	0.0036	0.0	2.86648	0.18792	0.1798	1.0	MS	F8	18.3	0.04	0.078907104	True	True	MartinDec24	EB	3	0.45734891596245075	0.027576995087140843	0.028132973574768183
HD24465_B	0.2302	0.00092	0.00092	0.24235	0.00069	0.00069	3114.0	32.0	32.0	0.3	0.15	0.15	NA	NA	NA	NA	5.029	0.007	0.007	0.0	0.00498	0.00021	0.0002	1.0	MS	M	18.3	0.04	0.013243169	True	True	MartinDec24	EB	3	-2.3027706572402824	0.01793801508874049	0.01780144614759882
CM_Dra_A	0.22507	0.00024	0.00024	0.25113	0.00016	0.00016	3130.0	70.0	70.0	-0.3	0.12	0.12	NA	NA	NA	NA	4.994	0.007	0.007	0.0	0.00552	0.0005	0.00046	0.0	MS	M4.5	3.7404	0.0014	0.067139338	True	True	MartinFeb24	EB	3	-2.258060922270801	0.037657413528625394	0.03778856088939975
CM_Dra_B	0.21017	0.00028	0.00028	0.23732	0.00014	0.00014	3120.0	70.0	70.0	-0.3	0.12	0.12	NA	NA	NA	NA	5.009	0.006	0.006	0.0	0.00486	0.00067	0.00059	0.0	MS	M4.5	3.7404	0.0014	0.06344725	True	True	MartinFeb24	EB	3	-2.3133637307377066	0.05608886204240493	0.056208394237269754
HD22064_A	1.345	0.031	0.031	1.554	0.014	0.014	6763.0	40.0	40.0	-0.1812	0.0058	0.0058	APOGEE2_DR17	-0.05	0.15	0.15	4.184	0.006	0.006	0.0	4.55	0.06	0.06	0.0	MS	F2	22.9	0.7	0.067973941	True	True	Maxted23	EB	3	0.6580113966571124	0.005689528732535698	0.005765055653789153
BEPOP-3_A	1.084	0.026	0.026	1.386	0.01	0.01	6065.0	36.0	36.0	-0.02	0.1	0.1	NA	NA	NA	NA	4.1895	0.0041	0.0041	0.0	2.345	0.033	0.033	0.0	MS	F9	26.0	0.16	0.053369272	True	True	Maxted25	EB	3	0.3701428470511021	0.006069003231570669	0.006155017302610644
BEPOP-3_B	0.262	0.004	0.004	0.274	0.002	0.002	3191.0	32.0	32.0	-0.02	0.1	0.1	NA	NA	NA	NA	4.979	0.0016	0.0016	0.0	0.00705	0.00035	0.00033	0.0	MS	M	26.0	0.16	0.010550635	True	True	Maxted25	EB	3	-2.151810883008601	0.021042602739577365	0.020819843937573523
ASAS_J051753-5406.0_A	1.3094	0.0051	0.0051	1.9288	0.003	0.003	6462.0	43.0	43.0	0.0	0.2	0.2	NA	NA	NA	NA	3.9836	0.0012	0.0012	0.0	5.83	0.15	0.15	0.0	MS	F	49.718	0.09	0.038794803	True	True	Miller22	EB	3	0.7656685547590141	0.01103262922939685	0.011320219047995184
ASAS_J051753-5406.0_B	1.0896	0.0034	0.0034	1.1815	0.0037	0.0037	6331.0	43.0	43.0	0.0	0.2	0.2	NA	NA	NA	NA	4.3297	0.0026	0.0026	0.0	2.02	0.06	0.06	0.0	MS	F	49.718	0.09	0.023764029	True	True	Miller22	EB	3	0.3053513694466238	0.012711965516137791	0.013095298090147756
LL_Aqr_A	1.1947	0.0009	0.0009	1.318	0.0013	0.0013	6242.0	51.0	51.0	0.04	0.05	0.05	NA	NA	NA	NA	4.2755	0.0009	0.0009	0.0	2.38	0.08	0.08	0.0	MS	F9	40.744	0.007	0.032348321	True	True	Miller26	EB	2	0.37657695705651195	0.01435815004686719	0.01484912103891911
LL_Aqr_B	1.0334	0.0006	0.0006	0.9927	0.0008	0.0008	5839.0	45.0	45.0	0.05	0.08	0.08	NA	NA	NA	NA	4.4587	0.0008	0.0008	0.0	1.03	0.03	0.03	0.0	MS	G3	40.744	0.007	0.024364324	True	True	Miller26	EB	2	0.012837224705172217	0.012468640559598045	0.012837224705172217
TIC100520485_A	1.218	0.015	0.015	1.639	0.041	0.041	6090.0	127.0	127.0	-0.42	0.05	0.05	NA	NA	NA	NA	4.08	0.02	0.02	0.0	3.31	0.1	0.1	0.0	MS	NA	16.45	0.01	0.099635258	True	True	MWang25	EB	3	0.5198279937757188	0.012926385216779024	0.013322961370846653
TIC100520485_B	1.015	0.015	0.015	1.14	0.044	0.044	6209.0	144.0	144.0	-0.42	0.05	0.05	NA	NA	NA	NA	4.33	0.03	0.03	0.0	1.73	0.09	0.08	0.0	MS	NA	16.45	0.01	0.069300912	True	True	MWang25	EB	3	0.2380461031287954	0.022025284856279387	0.020562158914889134
