ID	M	eM1	eM2	R	eR1	eR2	Teff	eTeff1	eTeff2	Fe/H	eFe/H1	eFe/H2	Ref	M/H	eM/H1	eM/H2	logg	elogg1	elogg2	logg_from_M,R	L	eL1	eL2	L_from_SB	class	type	orbit_a(Rsol)	eOrbit_a	R/a	detached	well_detached	source	mode	database	logL	elogL1	elogL2	logR	elogR1	elogR2
KIC4060615	1.0931	0.0457	0.0457	7.2024	0.1346	0.1346	4686.958	47.9646	47.9646	-0.1871	0.058	0.058	NA	NA	NA	NA	2.7635	0.0044	0.0044	0.0	23.81	0.95	0.69	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.3767593954048798	0.01699124494320059	0.012771565656388484	0.8574772371364586	0.008041281938315326	0.008192985510179662
KIC4060807	1.2309	0.0482	0.0482	23.523	0.4129	0.4129	4280.6196	37.6418	37.6418	0.089	0.058	0.058	NA	NA	NA	NA	1.7645	0.0037	0.0037	0.0	167.3812	67.66092	8.22706	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.2237066771054614	0.14743901854693764	0.021888736908289186	1.3714927085759	0.007557053205939246	0.007690883851692254
KIC4060989	1.1181	0.2755	0.2755	37.2038	4.3362	4.3362	4069.4324	37.3806	37.3806	-0.5162	0.058	0.058	NA	NA	NA	NA	1.3176	0.0153	0.0153	0.0	617.9	124.7	72.1	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.7909181952145783	0.07983674967556187	0.05388466388070068	1.5705873010309965	0.04787919116808381	0.05381930807837687
KIC4063966	1.7012	0.3716	0.3716	17.0504	1.7143	1.7143	4495.0063	42.1847	42.1847	-0.2681	0.058	0.058	NA	NA	NA	NA	2.1991	0.0164	0.0164	0.0	106.92643	6.67114	20.80052	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.029085067083689	0.02628397426597262	0.09395124342036487	1.2317345719358508	0.04160705360056438	0.04601964021225835
KIC4064179	1.8939	0.0736	0.0736	23.8148	0.4163	0.4163	4531.29	42.5359	42.5359	-0.4866	0.058	0.058	NA	NA	NA	NA	1.9467	0.0039	0.0039	0.0	215.41504	120.14328	10.92421	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.333276021900598	0.19249198949875135	0.02260218422565341	1.3768469385975104	0.00752619130914578	0.007658921469559488
KIC4064398	1.121	0.322	0.322	43.2757	5.8958	5.8958	4019.9375	35.4526	35.4526	-0.1231	0.058	0.058	NA	NA	NA	NA	1.1891	0.0174	0.0174	0.0	440.61585	16.32863	112.92579	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.6440601157011026	0.015803319610729005	0.12859684780857306	1.6362441014735694	0.05546935537844866	0.06360596626880533
KIC4065939	1.1118	0.0433	0.0433	12.1016	0.211	0.211	4294.376	43.4755	43.4755	0.3014	0.058	0.058	NA	NA	NA	NA	2.3159	0.0041	0.0041	0.0	49.17	2.53	3.16	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.6917002082901615	0.021790334803780897	0.028847975025365402	1.0828427938894418	0.007506976866730186	0.0076390242064374725
KIC4065977	1.2383	0.0479	0.0479	8.0968	0.1406	0.1406	4537.347	56.2087	56.2087	0.2616	0.058	0.058	NA	NA	NA	NA	2.716	0.0046	0.0046	0.0	25.03396	1.59164	1.49179	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.3985295539676836	0.026769849286738978	0.02668306251249164	0.9083134118500795	0.007476743556320442	0.007607720127111195
KIC4065994	1.2566	0.0484	0.0484	8.9487	0.155	0.155	4711.2446	53.7677	53.7677	-0.1674	0.058	0.058	NA	NA	NA	NA	2.6355	0.0044	0.0044	0.0	35.54326	1.86223	2.00847	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.5507572584462377	0.02217808978972524	0.02526166737972879	0.9517599488540498	0.007457988851242603	0.007588303418322395
KIC4066278	1.4119	0.0542	0.0542	6.2362	0.1079	0.1079	4814.5547	58.1288	58.1288	0.0452	0.058	0.058	NA	NA	NA	NA	2.9997	0.0045	0.0045	0.0	18.82605	1.42257	1.10195	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.274759207793805	0.03163622238367503	0.02619501612246844	0.7949200349169881	0.007449985090211553	0.00758001766001537
KIC4066846	1.482	0.0571	0.0571	10.1784	0.1764	0.1764	4670.444	54.0056	54.0056	-0.073	0.058	0.058	NA	NA	NA	NA	2.5953	0.0044	0.0044	0.0	44.19	2.13	1.64	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.6453240015622934	0.020444549157086378	0.016424437141686843	1.0076795141713157	0.0074622008654754435	0.0075926639596668455
KIC4067525	1.323	0.2608	0.2608	15.2129	1.3763	1.3763	4568.7427	51.3248	51.3248	-0.2173	0.058	0.058	NA	NA	NA	NA	2.1885	0.0152	0.0152	0.0	104.3	7.8	9.73	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.018284308426531	0.03132130416844214	0.04253091939024345	1.1822120104991842	0.0376134325497226	0.041182624326610906
KIC4067563	1.0136	0.0423	0.0423	9.9872	0.1863	0.1863	4822.754	55.177	55.177	-0.8126	0.058	0.058	NA	NA	NA	NA	2.4448	0.0046	0.0046	0.0	48.61414	2.75512	2.83034	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.6867626073447455	0.02394070219443689	0.02605077159376834	0.9994437469852386	0.008026642435813303	0.008177788936934882
KIC4067825	1.1182	0.0468	0.0468	8.562	0.1601	0.1601	4622.862	43.064	43.064	-0.2671	0.058	0.058	NA	NA	NA	NA	2.6232	0.0042	0.0042	0.0	28.85	0.63	0.65	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.4601458174917503	0.009381661695263555	0.009896709172389162	0.9325752234982906	0.008045838109837833	0.008197715268781103
KIC4067975	0.9608	0.0403	0.0403	10.3183	0.1932	0.1932	4546.5947	48.3506	48.3506	0.1045	0.058	0.058	NA	NA	NA	NA	2.3925	0.0045	0.0045	0.0	40.98793	1.99229	2.2927	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.6126559858383889	0.020612648317070326	0.024998553438511095	1.0136081506404602	0.008056544002434718	0.008208829446719301
KIC4068048	1.2188	0.0469	0.0469	6.5886	0.1141	0.1141	4704.496	45.517	45.517	0.1154	0.058	0.058	NA	NA	NA	NA	2.8881	0.0039	0.0039	0.0	16.02	0.72	0.55	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.2046625117482188	0.019092941909022443	0.015172198048851282	0.8187931419281801	0.007456639712263069	0.007586906723222153
KIC4069447	1.4182	0.0554	0.0554	24.7885	0.4347	0.4347	4332.6167	38.952	38.952	-0.1394	0.058	0.058	NA	NA	NA	NA	1.781	0.0038	0.0038	0.0	202.3	9.1	8.7	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.3059958827708047	0.019109100200602747	0.019090529798429845	1.3942502475652214	0.007549935947888775	0.007683512393529268
KIC4070631	1.2258	0.2932	0.2932	29.4563	3.3836	3.3836	4153.307	37.5067	37.5067	-0.3221	0.058	0.058	NA	NA	NA	NA	1.5623	0.0128	0.0128	0.0	232.60939	8.64625	51.04726	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.366627242391023	0.015850232546037457	0.10760197335534949	1.4691781942887112	0.04722363170088695	0.05299218673434214
KIC4070746	1.73	0.0677	0.0677	5.3351	0.0942	0.0942	5038.6665	50.5225	50.5225	-0.1383	0.058	0.058	NA	NA	NA	NA	3.2235	0.0041	0.0041	0.0	15.18	0.15	0.15	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.1812717715594616	0.004270383294913582	0.0043127909725535485	0.7271425641618329	0.007601275420705433	0.007736691019537112
KIC4070891	1.5814	0.0607	0.0607	10.9919	0.1901	0.1901	4829.5703	46.3007	46.3007	-0.2712	0.058	0.058	NA	NA	NA	NA	2.5563	0.0039	0.0039	0.0	59.22079	4.35888	3.02236	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.7724741965411608	0.030844072908134956	0.02275001356748607	1.041072768692391	0.007446719230262966	0.007576636822988592
KIC4072617	1.2416	0.0523	0.0523	11.0951	0.2082	0.2082	4387.674	43.4653	43.4653	0.3319	0.058	0.058	NA	NA	NA	NA	2.4419	0.0043	0.0043	0.0	41.10499	26.99739	2.21598	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.6138945468862507	0.2192677427476144	0.02406765946030509	1.0451312208764971	0.008074033453167484	0.008226987085298676
KIC4072729	1.3875	0.262	0.262	35.8084	3.1808	3.1808	4034.03	35.2478	35.2478	0.0473	0.058	0.058	NA	NA	NA	NA	1.4448	0.0123	0.0123	0.0	305.92927	12.213	52.99774	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.4856210304052757	0.017000345109356108	0.08261805929935528	1.5539849161893668	0.03695940801759989	0.040399786780599856
KIC4072847	1.5168	0.0585	0.0585	18.8578	0.3285	0.3285	4595.084	42.4269	42.4269	-0.2013	0.058	0.058	NA	NA	NA	NA	2.0568	0.0038	0.0038	0.0	164.9	9.0	8.1	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.217220655644519	0.02307892635819364	0.021874597296099196	1.2754910254325642	0.00750020545120611	0.007632012583155712
KIC4073292	2.1126	0.6068	0.6068	77.6892	10.5844	10.5844	3976.1128	38.3861	38.3861	-0.4758	0.058	0.058	NA	NA	NA	NA	0.9649	0.0174	0.0174	0.0	1359.09807	247.85792	348.95646	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	3.133250795748793	0.07275318707436762	0.1288685347081695	1.8903606493490848	0.05547018912511992	0.06360706302576702
KIC4074382	0.8981	0.2579	0.2579	48.7026	6.6353	6.6353	3949.06	37.1077	37.1077	-0.2425	0.058	0.058	NA	NA	NA	NA	0.9971	0.0174	0.0174	0.0	519.72539	19.91841	133.36721	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.715773933808713	0.01633325798123053	0.12878382221988893	1.687552146748762	0.05547052746859027	0.06360750810306559
KIC4074952	0.9297	0.3048	0.3048	22.1319	3.4422	3.4422	4252.0073	37.5119	37.5119	0.0407	0.058	0.058	NA	NA	NA	NA	1.6935	0.0198	0.0198	0.0	144.24744	5.96069	41.68439	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.159108114349507	0.01758532510015831	0.148117187018034	1.3450186992456072	0.06278165977940131	0.07341636894169401
KIC4075223	1.2922	0.0542	0.0542	12.1809	0.228	0.228	4555.513	51.943	51.943	-0.0079	0.058	0.058	NA	NA	NA	NA	2.3767	0.0046	0.0046	0.0	52.89	7.37	4.63	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.7233735670189845	0.05665556031835384	0.03978624944621756	1.0856793778365608	0.008053906877024897	0.008206091698725437
KIC4075610	1.2	0.0483	0.0483	19.7585	0.3594	0.3594	4227.955	37.8368	37.8368	-0.0832	0.058	0.058	NA	NA	NA	NA	1.91	0.0037	0.0037	0.0	116.2	12.2	8.4	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.065206128054312	0.04335889567852247	0.0325873672035919	1.2957539713017165	0.007828673769514127	0.007972389520998213
KIC4075683	1.1301	0.0472	0.0472	9.7035	0.1812	0.1812	4738.765	46.846	46.846	-0.382	0.058	0.058	NA	NA	NA	NA	2.5183	0.0043	0.0043	0.0	44.42	1.88	2.07	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.6475785542124552	0.018002436805497846	0.02072513954572952	0.9869284101961696	0.00803508284434884	0.008186550397293102
KIC4077249	1.2719	0.0488	0.0488	5.2407	0.0906	0.0906	4840.509	56.1559	56.1559	0.1202	0.058	0.058	NA	NA	NA	NA	3.1055	0.0044	0.0044	0.0	13.58431	11.87646	0.77497	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.1330375838063267	0.27283394990621757	0.02551083046619418	0.7193892995473502	0.00744382204697136	0.007573637685469703
KIC4077835	2.1103	0.4828	0.4828	18.0108	1.9316	1.9316	4608.5767	42.1358	42.1358	-0.0573	0.058	0.058	NA	NA	NA	NA	2.2464	0.0153	0.0153	0.0	143.5	3.8	3.7	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.156851901070011	0.011350845772619689	0.011344729660348385	1.2555330036506964	0.04424441933371748	0.04926856646640365
KIC4077958	1.189	0.0499	0.0499	8.4006	0.1573	0.1573	4554.0903	49.5383	49.5383	-0.0145	0.058	0.058	NA	NA	NA	NA	2.6664	0.0045	0.0045	0.0	27.1	0.72	0.75	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.4329692908744058	0.011387834781621864	0.012188671325840339	0.924310305988462	0.008056901410453565	0.00820920049466356
KIC4078166	1.2323	0.0515	0.0515	10.4528	0.1953	0.1953	4689.9253	55.2106	55.2106	-0.1522	0.058	0.058	NA	NA	NA	NA	2.491	0.0047	0.0047	0.0	47.62376	4.75938	2.82177	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.6778236809216094	0.041367846840775435	0.026526376146126074	1.0192326408457373	0.008039480250131792	0.008191115206787059
KIC4078174	1.3696	0.0538	0.0538	25.5042	0.4487	0.4487	4155.8784	39.0991	39.0991	0.0203	0.058	0.058	NA	NA	NA	NA	1.7401	0.0039	0.0039	0.0	174.81128	7.16039	8.90193	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.2425694528046733	0.017434327925709425	0.022698590957634046	1.4066117053996685	0.007574187945835087	0.0077086315850214415
KIC4135933	1.5	0.0629	0.0629	10.0941	0.1889	0.1889	4560.4893	40.6575	40.6575	0.1946	0.058	0.058	NA	NA	NA	NA	2.6077	0.0041	0.0041	0.0	39.70779	1.82497	2.0297	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.5988757163886413	0.019515076097152972	0.022786837222283918	1.0040676028776618	0.008052232926851532	0.008204353894618155
KIC4136835	1.6047	0.0614	0.0614	8.2449	0.1423	0.1423	4993.87	50.867	50.867	-0.6219	0.058	0.058	NA	NA	NA	NA	2.8128	0.0041	0.0041	0.0	42.43	1.27	1.14	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.627673031766616	0.012808405203805995	0.011828148891913859	0.9161853925807121	0.007431606685794345	0.007560992903592911
KIC4137210	1.4411	0.0552	0.0552	6.4045	0.1106	0.1106	4913.961	48.1315	48.1315	-0.3672	0.058	0.058	NA	NA	NA	NA	2.9855	0.004	0.004	0.0	23.97	0.63	0.49	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.3796680340336538	0.011267073069725297	0.008969941458076836	0.8064852299874834	0.007435856080289738	0.007565391599859361
KIC4139473	1.3863	0.0579	0.0579	10.9364	0.2043	0.2043	4713.666	44.7515	44.7515	-0.3952	0.058	0.058	NA	NA	NA	NA	2.503	0.0042	0.0042	0.0	52.43	3.52	3.51	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.7195798577137233	0.02822023315064559	0.030093409349475575	1.0388743862173966	0.008038093362357834	0.008189675511768746
KIC4139784	1.4276	0.0551	0.0551	10.1849	0.1766	0.1766	4627.5312	41.7717	41.7717	0.117	0.058	0.058	NA	NA	NA	NA	2.5784	0.0038	0.0038	0.0	42.85541	2.21691	2.12155	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.6320056543768402	0.021904258636815443	0.02205008796209995	1.0079567692555356	0.007465862077139063	0.007596454345567105
KIC4140726	1.69	0.0651	0.0651	10.6538	0.1845	0.1845	4714.0938	43.536	43.536	0.0476	0.058	0.058	NA	NA	NA	NA	2.6127	0.0038	0.0038	0.0	45.31	1.27	1.14	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.6561940621791857	0.012005422019476297	0.011066662920794501	1.0275045396694171	0.007456628278535327	0.007586894886502105
KIC4140796	1.0932	0.0418	0.0418	9.6022	0.165	0.165	4481.503	39.9732	39.9732	0.0338	0.058	0.058	NA	NA	NA	NA	2.5131	0.0037	0.0037	0.0	37.72	1.92	1.28	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.5765716840652908	0.021561961747947	0.014993315764330273	0.9823707474560798	0.00739933327048814	0.007527588425767284
KIC4141483	1.1163	0.324	0.324	21.1569	3.0115	3.0115	4525.8926	42.26	42.26	-0.3966	0.058	0.058	NA	NA	NA	NA	1.8154	0.011	0.011	0.0	169.206	6.55037	45.17361	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.228415758943495	0.016495315321432003	0.13488064667322153	1.3254520333289865	0.05779586680263904	0.06668548703225596
KIC4141492	1.1082	0.0451	0.0451	4.6111	0.0845	0.0845	5051.97	56.6878	56.6878	-0.4576	0.058	0.058	NA	NA	NA	NA	3.1568	0.0045	0.0045	0.0	14.58	0.29	0.34	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.1637575239819558	0.0085534445399984	0.010247534681118164	0.6638045407787796	0.007886553169525468	0.008032421690630454
KIC4141698	1.1199	0.0428	0.0428	7.7655	0.1334	0.1334	4530.1016	40.187	40.187	0.1626	0.058	0.058	NA	NA	NA	NA	2.7086	0.0037	0.0037	0.0	22.75	0.65	0.74	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.3569814009931311	0.012234456417011597	0.014361358439783034	0.8901694240375372	0.007397191658924274	0.007525371937453507
KIC4142086	1.4752	0.0619	0.0619	15.2275	0.2851	0.2851	4531.859	46.2742	46.2742	-0.0722	0.058	0.058	NA	NA	NA	NA	2.2366	0.0044	0.0044	0.0	94.51	8.39	7.84	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.9754777631658746	0.036937611596558284	0.03760896660201518	1.182628608173459	0.008055985966410883	0.008208250115356419
KIC4142229	1.588	0.3231	0.3231	12.8405	1.2099	1.2099	4566.643	40.892	40.892	0.0748	0.058	0.058	NA	NA	NA	NA	2.4213	0.0148	0.0148	0.0	60.56	1.48	1.55	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.7821858664920163	0.01048592264955106	0.011260251853017156	1.1085819351824542	0.039106753138356654	0.04297981546968033
KIC4143467	0.9428	0.036	0.036	7.9807	0.1377	0.1377	5039.8535	57.2607	57.2607	-1.3852	0.058	0.058	NA	NA	NA	NA	2.6101	0.0043	0.0043	0.0	37.02102	8.78885	2.08322	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.5684483802264209	0.09251067910341182	0.025152825828546277	0.9020409856871341	0.007429459854502607	0.007558770677043469
KIC4143913	1.4081	0.2886	0.2886	9.2658	0.8806	0.8806	4613.2754	41.8942	41.8942	0.0321	0.058	0.058	NA	NA	NA	NA	2.6546	0.0148	0.0148	0.0	33.05	1.01	0.75	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.519171463821659	0.013073179804923285	0.00996894149055616	0.9668829218293868	0.03942905761548077	0.043369496168079724
KIC4144300	0.9897	0.2014	0.2014	11.9401	1.1252	1.1252	4275.052	36.6201	36.6201	0.3931	0.058	0.058	NA	NA	NA	NA	2.276	0.0147	0.0147	0.0	53.64	1.46	1.47	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.7294887691795613	0.011662829672223873	0.012067932457186403	1.0770079640853374	0.039111422182273925	0.04298545599667891
KIC4149831	1.6565	0.4643	0.4643	27.0898	3.5273	3.5273	4576.207	43.225	43.225	-0.4938	0.058	0.058	NA	NA	NA	NA	1.7706	0.0198	0.0198	0.0	256.0	8.2	7.8	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.4082399653118496	0.013692847966658928	0.013438188149138774	1.432805798712865	0.05315825395759677	0.060584431162997054
KIC4157282	1.714	0.0656	0.0656	20.1506	0.3464	0.3464	4475.5894	40.5473	40.5473	-0.074	0.058	0.058	NA	NA	NA	NA	2.0524	0.0038	0.0038	0.0	146.7816	5.90506	7.25022	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.166671617437624	0.01712947763146655	0.021999727904923994	1.3042879821302134	0.007402318984665479	0.007530678566010751
KIC4157786	1.287	0.0497	0.0497	9.4916	0.1646	0.1646	4612.764	48.7392	48.7392	0.0476	0.058	0.058	NA	NA	NA	NA	2.5947	0.0042	0.0042	0.0	36.88	1.46	1.54	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.5667909123815917	0.01686119616045212	0.018524367210846382	0.9773394276644372	0.007466824660653071	0.007597450901582925
KIC4158887	1.2035	0.2412	0.2412	18.6575	1.7269	1.7269	4384.139	42.6149	42.6149	-0.2657	0.058	0.058	NA	NA	NA	NA	1.9626	0.0148	0.0148	0.0	110.0	5.8	8.7	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.041392685158225	0.022315874233192368	0.03578323979794451	1.270853450292433	0.038444482541411196	0.04218110103926698
KIC4159982	0.979	0.041	0.041	9.0003	0.1684	0.1684	4583.4395	48.2929	48.2929	-0.3018	0.058	0.058	NA	NA	NA	NA	2.5215	0.0044	0.0044	0.0	42.22	3.03	2.2	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.6255182289716377	0.030100354569584375	0.023241144671445113	0.9542569856807857	0.008050777159381628	0.008202842607036187
KIC4164742	1.2394	0.383	0.383	24.5229	3.7073	3.7073	4332.1255	46.729	46.729	-0.4456	0.058	0.058	NA	NA	NA	NA	1.7302	0.0125	0.0125	0.0	217.0	35.0	18.6	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.3364597338485296	0.06494080693301463	0.03891806603036985	1.3895718271646922	0.06114212780081374	0.07118289342478801
KIC4165109	1.867	0.0724	0.0724	17.7211	0.3083	0.3083	4436.063	50.7251	50.7251	0.08	0.058	0.058	NA	NA	NA	NA	2.2063	0.0044	0.0044	0.0	113.0	9.4	9.2	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.0530784434834195	0.034702974326123126	0.03688108997098061	1.248490676304019	0.007490597782500608	0.0076220644758921985
KIC4166422	1.1497	0.0481	0.0481	7.4066	0.1384	0.1384	4684.329	48.4261	48.4261	-0.2194	0.058	0.058	NA	NA	NA	NA	2.7611	0.0044	0.0044	0.0	22.65	1.06	1.03	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.3550682063488506	0.019863347629337502	0.020212516731559216	0.8696188908263526	0.008040353285256097	0.008192021488468648
KIC4167645	0.7702	0.1404	0.1404	29.3325	2.5254	2.5254	4064.718	36.1476	36.1476	-0.2087	0.058	0.058	NA	NA	NA	NA	1.362	0.0116	0.0116	0.0	211.59946	8.39634	35.64938	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.325514555048784	0.01689983461780642	0.0801250864149381	1.4673490793438306	0.035868065364520474	0.039099244925259846
KIC4168757	0.9424	0.0395	0.0395	12.9414	0.2422	0.2422	4579.8604	51.8027	51.8027	-0.0058	0.058	0.058	NA	NA	NA	NA	2.1814	0.0046	0.0046	0.0	86.64	7.55	5.36	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.9377184436172639	0.03628635328015073	0.027734748677419763	1.1119812608292898	0.00805275691360996	0.008204897867729377
KIC4170143	1.8991	0.3707	0.3707	25.2761	2.3611	2.3611	4415.9873	49.6398	49.6398	-0.236	0.058	0.058	NA	NA	NA	NA	1.8946	0.0112	0.0112	0.0	218.89009	10.21644	40.16727	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.340226099824029	0.019811367813868497	0.08804609142952735	1.4027100648974529	0.03878397647668219	0.042590203316647424
KIC4172283	1.3522	0.0523	0.0523	8.8685	0.154	0.154	4527.5054	44.8994	44.8994	0.3079	0.058	0.058	NA	NA	NA	NA	2.6751	0.004	0.004	0.0	29.77357	19.97278	1.55071	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.4738309118500987	0.22293030925151647	0.023229890409015796	0.9478501703603046	0.007476720371240142	0.007607696122590268
KIC4173011	1.679	0.4706	0.4706	19.897	2.5908	2.5908	4490.6133	44.5496	44.5496	-0.3817	0.058	0.058	NA	NA	NA	NA	2.0545	0.0198	0.0198	0.0	91.91	6.43	4.3	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.963362766103736	0.02936743785040674	0.020809085769526225	1.2987875999442355	0.053159370182602084	0.060585881589462875
KIC4174532	1.7061	0.4738	0.4738	79.0842	10.5999	10.5999	3767.558	33.0334	33.0334	-0.0736	0.058	0.058	NA	NA	NA	NA	0.8627	0.0139	0.0139	0.0	1135.30866	60.1303	286.6485	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	3.055113950613654	0.022413455005887872	0.1263801357331915	1.8980897257451717	0.05462572851027803	0.062498704688755735
KIC4174670	2.0515	0.4174	0.4174	16.3239	1.538	1.538	4596.837	42.2307	42.2307	-0.1176	0.058	0.058	NA	NA	NA	NA	2.3217	0.0148	0.0148	0.0	107.1961	4.17474	19.63617	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.0301789851768075	0.016592510105733815	0.08787357947855945	1.2128239256270104	0.039103728008790695	0.04297616097605239
KIC4174996	1.0601	0.0406	0.0406	5.3408	0.0923	0.0923	4899.2783	59.255	59.255	-0.5077	0.058	0.058	NA	NA	NA	NA	3.0099	0.0045	0.0045	0.0	17.93	0.61	0.8	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.2535802895621828	0.014529440246295433	0.019822926596672286	0.7276063149991526	0.007441383601384577	0.007571113460564938
KIC4175481	1.5658	0.2673	0.2673	35.992	2.8981	2.8981	4169.0034	36.8907	36.8907	-0.0631	0.058	0.058	NA	NA	NA	NA	1.4934	0.011	0.011	0.0	468.6	15.9	15.3	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.670802284260944	0.014491497125840525	0.014416565202255871	1.5562059801575103	0.03363307971384644	0.036458029900820144
KIC4176078	1.2153	0.0508	0.0508	9.698	0.1812	0.1812	4712.312	48.8598	48.8598	-0.2353	0.058	0.058	NA	NA	NA	NA	2.5507	0.0044	0.0044	0.0	37.72	1.84	2.02	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.5765716840652908	0.020684598859850967	0.023903467953097612	0.9866821797795056	0.008039597839246126	0.00819123727366422
KIC4176382	1.2293	0.0517	0.0517	11.8166	0.2215	0.2215	4458.312	39.5363	39.5363	0.1071	0.058	0.058	NA	NA	NA	NA	2.3816	0.0041	0.0041	0.0	49.7006	13.25667	2.53641	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.6963616316934178	0.10268425586532248	0.022749251448329177	1.0724925346120773	0.008065412058020138	0.008218036121821592
