ID	M	eM1	eM2	R	eR1	eR2	Teff	eTeff1	eTeff2	Fe/H	eFe/H1	eFe/H2	Ref	M/H	eM/H1	eM/H2	logg	elogg1	elogg2	logg_from_M,R	L	eL1	eL2	L_from_SB	class	type	orbit_a(Rsol)	eOrbit_a	R/a	detached	well_detached	source	mode	database	logL	elogL1	elogL2	logR	elogR1	elogR2
KIC2696732	1.2376	0.0475	0.0475	6.7713	0.1171	0.1171	4825.7744	46.1991	46.1991	-0.1499	0.058	0.058	NA	NA	NA	NA	2.871	0.0039	0.0039	0.0	22.40304	1.01507	1.14245	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.3503069543004282	0.019244887345709838	0.022731641893539045	0.8306720554837839	0.007446302582732822	0.007576205510787304
KIC2696739	1.2057	0.0461	0.0461	4.5486	0.0785	0.0785	4987.4287	49.5368	49.5368	-0.3325	0.058	0.058	NA	NA	NA	NA	3.2053	0.004	0.004	0.0	11.54	0.18	0.16	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.0622058088197126	0.0067218028623592385	0.006063546760660232	0.6578777470232209	0.007431138467359655	0.007560508239738639
KIC2707478	0.8765	0.0369	0.0369	13.3797	0.2509	0.2509	4430.7744	51.428	51.428	-0.3673	0.058	0.058	NA	NA	NA	NA	2.1192	0.0047	0.0047	0.0	62.15929	4.61702	3.65741	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.7935060451937077	0.03111637145763213	0.026336222521666564	1.1264463757782002	0.00806859751457667	0.008221343305995443
KIC2708001	1.3717	0.0551	0.0551	20.797	0.3781	0.3781	4266.9326	39.6024	39.6024	0.0348	0.058	0.058	NA	NA	NA	NA	1.924	0.0038	0.0038	0.0	121.7	7.2	10.8	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.085290578230065	0.02496233912333823	0.04035903208090463	1.3180006918179208	0.007824778157463186	0.00796834960070969
KIC2708270	1.1546	0.0446	0.0446	16.919	0.2925	0.2925	4164.734	35.8201	35.8201	0.2867	0.058	0.058	NA	NA	NA	NA	2.0324	0.0037	0.0037	0.0	77.58775	13.67923	3.74386	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.8897931577612066	0.07052052231824257	0.021478591072766173	1.2283746904219073	0.007444030767658871	0.0075738537498464265
KIC2709877	0.7429	0.1268	0.1268	17.4363	1.4038	1.4038	4365.855	46.5801	46.5801	-0.0541	0.058	0.058	NA	NA	NA	NA	1.8065	0.0111	0.0111	0.0	151.1	10.4	13.1	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.1792644643390253	0.028908062328096396	0.039385377937788846	1.24145433265717	0.033628870965979996	0.03645308406789338
KIC2710194	1.107	0.0428	0.0428	8.0649	0.1401	0.1401	4532.8657	53.5104	53.5104	0.1091	0.058	0.058	NA	NA	NA	NA	2.6708	0.0045	0.0045	0.0	27.63	0.37	0.62	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.4413808849165113	0.005777146425707924	0.009856300729060408	0.9065989867631156	0.007479598625996453	0.007610676124734761
KIC2710472	1.5025	0.0578	0.0578	10.6067	0.1837	0.1837	4707.8853	49.4073	49.4073	-0.127	0.058	0.058	NA	NA	NA	NA	2.5652	0.0041	0.0041	0.0	49.79191	40.22396	2.6752	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.6971587859772173	0.2571602973046878	0.02398382844964564	1.025580285436279	0.007457258836331748	0.007587547669845929
KIC2710631	1.569	0.5145	0.5145	23.4686	3.6502	3.6502	4223.4136	37.2822	37.2822	0.0226	0.058	0.058	NA	NA	NA	NA	1.8758	0.0198	0.0198	0.0	157.8787	33.66793	45.62507	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.198323541683758	0.08395097388734207	0.14812314779032	1.3704871828917524	0.06278328530811961	0.07341859324803712
KIC2711123	2.4955	0.8897	0.8897	13.9527	2.3493	2.3493	4708.6313	43.7333	43.7333	-0.1204	0.058	0.058	NA	NA	NA	NA	2.5472	0.0223	0.0223	0.0	86.21642	29.52969	26.77624	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.9355899855032028	0.12791641864533565	0.16150986959441926	1.144658256472615	0.06758263232891926	0.08007299268687862
KIC2711432	1.1899	0.2723	0.2723	20.5226	2.2013	2.2013	4344.2183	38.6929	38.6929	0.0197	0.058	0.058	NA	NA	NA	NA	1.8718	0.0153	0.0153	0.0	135.14688	55.15391	27.84571	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.130806024030866	0.14863456715646217	0.10020156654046408	1.3122323805198544	0.04425048891023242	0.04927609444152581
KIC2712561	1.0081	0.4256	0.4256	18.6115	3.8164	3.8164	4112.558	35.71	35.71	0.1715	0.058	0.058	NA	NA	NA	NA	1.8856	0.0191	0.0191	0.0	89.27001	3.42284	32.99931	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.9507055834234026	0.016340652066241912	0.20042326567039748	1.2697813766487986	0.08100723437918278	0.09966347174819812
KIC2712761	1.133	0.0437	0.0437	8.1415	0.1412	0.1412	4630.744	58.2267	58.2267	-0.1422	0.058	0.058	NA	NA	NA	NA	2.6726	0.0046	0.0046	0.0	27.46039	1.75596	1.65181	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.438706700914035	0.026919257642736838	0.02694259079595085	0.9107044272120459	0.007467504253837465	0.007598154482386543
KIC2713305	1.2772	0.0494	0.0494	8.8765	0.1542	0.1542	4529.4087	49.4224	49.4224	0.2649	0.058	0.058	NA	NA	NA	NA	2.6496	0.0042	0.0042	0.0	29.8775	1.95774	1.64456	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.4753442550701354	0.02756387320802789	0.02458814988480995	0.9482417574091198	0.007479657838467713	0.007610737430811199
KIC2714470	1.0253	0.0432	0.0432	11.2734	0.2115	0.2115	4401.3345	43.3939	43.3939	-0.0095	0.058	0.058	NA	NA	NA	NA	2.3428	0.0043	0.0043	0.0	42.96769	40.05718	2.3105	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.63314200606417	0.2860661981902717	0.024004646756387693	1.0520549168046138	0.008072301303944096	0.008225188692484231
KIC2715523	0.9571	0.0401	0.0401	8.0656	0.1509	0.1509	4583.0854	41.7295	41.7295	0.245	0.058	0.058	NA	NA	NA	NA	2.6075	0.0041	0.0041	0.0	25.85829	4.26815	1.33483	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.412599801746274	0.0663480129771481	0.02301805723359207	0.9066366800940754	0.008050179491466913	0.008202222148230631
KIC2716732	1.6324	0.0651	0.0651	34.8563	0.6246	0.6246	4204.158	37.738	37.738	-0.1816	0.058	0.058	NA	NA	NA	NA	1.54	0.0038	0.0038	0.0	341.95849	12.80764	17.15395	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.533973390681651	0.01596875977834733	0.022351299659410184	1.542281284814543	0.007713342694536163	0.007852817394856215
KIC2719795	1.2325	0.0475	0.0475	8.8819	0.154	0.154	4641.307	42.3714	42.3714	0.0035	0.058	0.058	NA	NA	NA	NA	2.6336	0.0038	0.0038	0.0	32.98129	1.52099	1.64218	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.5182676382377043	0.01958015708776739	0.022180979467521844	0.9485058792077683	0.007465536744795109	0.007596117532270408
KIC2720096	1.6078	0.0616	0.0616	7.021	0.1213	0.1213	4893.155	58.5176	58.5176	0.0174	0.058	0.058	NA	NA	NA	NA	2.9532	0.0045	0.0045	0.0	21.38	0.96	0.77	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.330007700872759	0.019075467906831234	0.015929709093546185	0.8463989730346749	0.007439114996306007	0.007568765076696127
KIC2721824	1.301	0.238	0.238	43.4805	3.7033	3.7033	3845.7646	32.9564	32.9564	0.1589	0.058	0.058	NA	NA	NA	NA	1.2484	0.0128	0.0128	0.0	372.57573	13.21064	62.0572	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.5712145610530506	0.015132318713199755	0.07912703951426536	1.6382945295723161	0.03549838477663103	0.038660320601586085
KIC2831788	1.2756	0.0492	0.0492	8.9924	0.156	0.156	4619.5605	42.024	42.024	0.0645	0.058	0.058	NA	NA	NA	NA	2.6377	0.0038	0.0038	0.0	33.17788	1.62242	1.64938	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.5208486320284087	0.020734355819982175	0.022145322784440147	0.9538756169448531	0.007469528276579651	0.007600249960390881
KIC2832426	1.4827	0.057	0.057	10.3221	0.1787	0.1787	4751.057	44.5295	44.5295	-0.1167	0.058	0.058	NA	NA	NA	NA	2.5832	0.0039	0.0039	0.0	48.90934	2.65385	2.46724	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.689391802336882	0.022947975168027712	0.02247995307499573	1.0137680621780154	0.007454324734832429	0.007584510165177916
KIC2833089	1.1526	0.0484	0.0484	10.5685	0.1979	0.1979	4515.885	45.8003	45.8003	0.0728	0.058	0.058	NA	NA	NA	NA	2.4519	0.0044	0.0044	0.0	47.28	2.01	2.28	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.674677467873199	0.018081350281525133	0.021464954097855315	1.024013351739723	0.0080571592188321	0.008209468142287513
KIC2835067	1.2917	0.0496	0.0496	7.3008	0.1262	0.1262	4839.469	46.5283	46.5283	-0.2394	0.058	0.058	NA	NA	NA	NA	2.8242	0.0039	0.0039	0.0	26.34065	1.49795	1.34608	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.4206264877073975	0.024020903160622664	0.022780818042416495	0.8633704514285856	0.007442972487011867	0.007572758236527699
KIC2835283	0.9666	0.0373	0.0373	8.6268	0.1495	0.1495	4666.003	45.8622	45.8622	-0.4422	0.058	0.058	NA	NA	NA	NA	2.553	0.004	0.004	0.0	31.78149	1.57738	1.6457	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.5021742542184013	0.021037076683860123	0.023091673375690958	0.9358497296591598	0.0074617306364971325	0.007592177144863488
KIC2835657	1.3665	0.0524	0.0524	7.3149	0.1264	0.1264	4891.855	47.604	47.604	-0.2385	0.058	0.058	NA	NA	NA	NA	2.847	0.004	0.004	0.0	32.26	1.49	1.5	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.5086643630529426	0.01960941411410122	0.02067803192354911	0.8642083933806672	0.007440420324768771	0.0075701163058791154
KIC2835720	1.1592	0.0446	0.0446	8.1803	0.1417	0.1417	4724.082	44.2523	44.2523	-0.0882	0.058	0.058	NA	NA	NA	NA	2.6784	0.0039	0.0039	0.0	30.83	0.97	0.59	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.4889735247265081	0.013453595257924444	0.008391737897339269	0.9127692310497434	0.0074584804071851085	0.007588812303431669
KIC2837276	1.1796	0.0456	0.0456	8.4996	0.1475	0.1475	4581.5674	44.5182	44.5182	0.1719	0.058	0.058	NA	NA	NA	NA	2.6527	0.004	0.004	0.0	27.13	1.58	1.32	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.433449793761596	0.02458339873491	0.0216617892177271	0.9293984878460142	0.007471993587925496	0.007602802332918546
KIC2846051	1.65	0.0646	0.0646	28.5107	0.5004	0.5004	4289.2373	38.3327	38.3327	-0.0774	0.058	0.058	NA	NA	NA	NA	1.7235	0.0038	0.0038	0.0	247.87388	9.15115	12.28098	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.3942307648899357	0.015744653622551397	0.022068566793904676	1.455007880319116	0.007556315731847452	0.007690120026542013
KIC2846944	1.0406	0.0414	0.0414	20.6404	0.3693	0.3693	4287.9546	39.5428	39.5428	-0.3933	0.058	0.058	NA	NA	NA	NA	1.8065	0.0038	0.0038	0.0	129.75725	6.90371	6.59241	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.113131632778911	0.02251283439978291	0.02264488577289603	1.3147181094333458	0.007701741674426499	0.007840793351676645
KIC2847114	1.1525	0.0451	0.0451	22.0504	0.3869	0.3869	4302.496	43.0658	43.0658	0.0256	0.058	0.058	NA	NA	NA	NA	1.793	0.004	0.004	0.0	150.10998	7.17192	7.89404	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.176409567092341	0.020269179800421533	0.0234612909090659	1.3434164720903474	0.007554122666208585	0.007687848614970516
KIC2847541	1.0854	0.0423	0.0423	15.7082	0.2752	0.2752	4253.2275	42.2547	42.2547	0.1719	0.058	0.058	NA	NA	NA	NA	2.0713	0.004	0.004	0.0	72.74816	4.33009	3.80737	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.8618220133012116	0.02510983248538179	0.023345757573133508	1.1961264221593322	0.0075427460711754435	0.007676065972747281
KIC2847978	0.7472	0.0324	0.0324	17.0547	0.3401	0.3401	4428.819	40.4577	40.4577	-0.2129	0.058	0.058	NA	NA	NA	NA	1.8289	0.0038	0.0038	0.0	100.81719	4.31416	5.38991	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.0035345885147366	0.018197652744719406	0.023862043371833952	1.2318440843713563	0.008575355358085401	0.008748096495199587
KIC2848887	1.4127	0.0545	0.0545	10.4777	0.1817	0.1817	4635.7344	50.0924	50.0924	0.1096	0.058	0.058	NA	NA	NA	NA	2.549	0.0042	0.0042	0.0	45.67734	3.38687	2.49798	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.6597008050241715	0.031064005485487378	0.02442460404606761	1.0202659594669783	0.0074668001933011485	0.007597425570647909
KIC2849476	1.6301	0.0629	0.0629	17.7782	0.3084	0.3084	4603.703	50.196	50.196	-0.3774	0.058	0.058	NA	NA	NA	NA	2.1423	0.0042	0.0042	0.0	127.90852	6.18254	7.03354	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.106899473843377	0.020500350077619967	0.02456305861077057	1.2498877875880623	0.007469146324331266	0.00759985452233658
KIC2850010	1.5349	0.059	0.059	9.8468	0.1704	0.1704	4766.8496	60.252	60.252	-0.3679	0.058	0.058	NA	NA	NA	NA	2.6393	0.0047	0.0047	0.0	55.07	2.57	2.37	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.7409150764812826	0.019808895660669013	0.019104461268736106	0.9932951169812723	0.007451227854883058	0.007581304190751648
KIC2850480	1.1775	0.0456	0.0456	8.5982	0.1494	0.1494	4510.073	51.6568	51.6568	0.2668	0.058	0.058	NA	NA	NA	NA	2.6419	0.0044	0.0044	0.0	29.21	2.39	2.47	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.4655315569735499	0.03415552564485402	0.03837015404758426	0.9344075428845209	0.007481373026062332	0.007612513270539911
KIC2850913	1.0969	0.0453	0.0453	8.7979	0.1623	0.1623	4480.044	41.3212	41.3212	0.2105	0.058	0.058	NA	NA	NA	NA	2.5912	0.0041	0.0041	0.0	28.09195	1.5049	1.44891	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.448581886757512	0.022663604692805928	0.022998109956664514	0.9443790213263401	0.007938682300850708	0.008086503668777945
KIC2851135	1.1977	0.0503	0.0503	8.918	0.1671	0.1671	4467.7144	47.8811	47.8811	0.2953	0.058	0.058	NA	NA	NA	NA	2.6176	0.0045	0.0045	0.0	28.54771	1.53137	1.60419	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.4555712763558923	0.022693272417647403	0.02511694344281601	0.9502674680135884	0.008062243950682002	0.008214746998879696
KIC2852181	1.0256	0.0429	0.0429	7.4132	0.1385	0.1385	4708.043	44.1443	44.1443	-0.1798	0.058	0.058	NA	NA	NA	NA	2.7108	0.0042	0.0042	0.0	24.32584	4.30906	1.27284	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.3860678459009697	0.07082782488960326	0.023340395625770283	0.8700057170682806	0.008039011714784938	0.008190628830404667
KIC2854735	1.5345	0.0671	0.0671	30.7597	0.6157	0.6157	4156.51	37.3369	37.3369	-0.2293	0.058	0.058	NA	NA	NA	NA	1.6235	0.0038	0.0038	0.0	199.9	22.4	14.4	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.300812794118117	0.04612666858087344	0.032468880167052294	1.4879820954668472	0.00860717580903314	0.008781214354063982
KIC2854994	1.6454	0.0672	0.0672	6.5312	0.1198	0.1198	4924.667	46.8054	46.8054	0.0588	0.058	0.058	NA	NA	NA	NA	3.0261	0.0041	0.0041	0.0	22.82	0.32	0.34	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.3583156400821959	0.00604771453353492	0.0065193331851722824	0.8149929830359764	0.007893964798174169	0.008040110165094316
KIC2855687	1.4678	0.0614	0.0614	9.8401	0.1839	0.1839	4685.0728	42.9388	42.9388	0.0405	0.058	0.058	NA	NA	NA	NA	2.6205	0.0042	0.0042	0.0	42.02997	1.96361	2.17526	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.6235590800164028	0.01983022433334547	0.023079426652262258	0.992999511970723	0.008041546015370549	0.008193259645632778
KIC2856328	1.3269	0.0511	0.0511	7.9809	0.1383	0.1383	4674.221	52.1478	52.1478	0.1256	0.058	0.058	NA	NA	NA	NA	2.7585	0.0043	0.0043	0.0	27.39274	2.08082	1.52671	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.4376354753851888	0.03179712042329519	0.024905698442913238	0.90205186916954	0.007461370330046457	0.0075918041304801065
KIC2856769	2.0083	0.5576	0.5576	76.0426	10.1913	10.1913	3974.0547	36.7187	36.7187	-0.6481	0.058	0.058	NA	NA	NA	NA	0.9617	0.0139	0.0139	0.0	784.9	124.4	114.5	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.894814329083301	0.06389286200398381	0.06848032346108068	1.8810569575667468	0.054621070307959485	0.06249260458248118
KIC2860123	1.1371	0.0477	0.0477	13.763	0.2576	0.2576	4556.2144	51.2445	51.2445	-0.4232	0.058	0.058	NA	NA	NA	NA	2.2105	0.0046	0.0046	0.0	75.95	5.29	4.96	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.8805277781988052	0.029242136533963903	0.029330602024644437	1.1387131098760117	0.008053489426060434	0.008205658322540721
KIC2860746	1.2565	0.0483	0.0483	18.4878	0.3185	0.3185	4353.1934	49.8159	49.8159	-0.3191	0.058	0.058	NA	NA	NA	NA	1.9903	0.0043	0.0043	0.0	110.5852	5.6434	6.24712	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.043697007724338	0.021615998934802594	0.02525416702934935	1.26688523432273	0.00741812541454534	0.007547038549830853
KIC2968820	1.0172	0.0427	0.0427	10.2536	0.192	0.192	4518.746	54.1479	54.1479	-0.2119	0.058	0.058	NA	NA	NA	NA	2.4234	0.0048	0.0048	0.0	39.49291	2.27482	2.36715	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.5965191355187756	0.02432173727416531	0.026843782676931438	1.010876371307897	0.008057019796862797	0.008209323399245072
KIC2970244	1.0211	0.0427	0.0427	8.3278	0.1557	0.1557	4644.7725	43.1337	43.1337	-0.1024	0.058	0.058	NA	NA	NA	NA	2.6078	0.0042	0.0042	0.0	29.91	0.77	0.84	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.475816413031318	0.011038942245625183	0.012371381260890324	0.9205302866346398	0.008044777542754344	0.008196614285772674
KIC2970584	1.053	0.0406	0.0406	7.5932	0.1317	0.1317	4618.6904	42.3002	42.3002	-0.137	0.058	0.058	NA	NA	NA	NA	2.7014	0.0038	0.0038	0.0	24.35	0.21	0.22	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.3864989655506532	0.003729396918476846	0.003941643641867332	0.880424839065651	0.007468027059792215	0.007598695743362693
KIC2971432	1.4459	0.0555	0.0555	5.163	0.0893	0.0893	4861.0244	45.4276	45.4276	0.1389	0.058	0.058	NA	NA	NA	NA	3.1741	0.0039	0.0039	0.0	13.40943	0.75629	0.67511	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.1274103175148413	0.023828335756033825	0.022434558488662937	0.7129021250472227	0.007447399038841618	0.007577340560479762
KIC2972545	1.5145	0.0581	0.0581	6.1724	0.1067	0.1067	4874.686	46.456	46.456	-0.0165	0.058	0.058	NA	NA	NA	NA	3.0391	0.0039	0.0039	0.0	18.62	0.36	0.39	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.2699796766453237	0.008316531445950126	0.009193007990347501	0.7904540625893903	0.0074433370324819	0.007573135606906312
KIC2972876	2.1184	0.0812	0.0812	8.5599	0.1479	0.1479	4894.6626	45.904	45.904	0.1521	0.058	0.058	NA	NA	NA	NA	2.9009	0.0039	0.0039	0.0	37.88987	2.20879	1.91027	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.5785231152148322	0.02460674457918066	0.022466784408701646	0.9324686911138508	0.007439754531520126	0.007569427099567205
KIC2973238	1.8306	0.0707	0.0707	10.7786	0.187	0.187	4591.97	40.8191	40.8191	0.2716	0.058	0.058	NA	NA	NA	NA	2.6373	0.0038	0.0038	0.0	46.53884	2.41248	2.28665	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.6678155541144963	0.02194885317862938	0.02188078571612495	1.0325623553071763	0.007470044460134773	0.007600784370257463
KIC2975717	1.0392	0.0403	0.0403	11.4392	0.199	0.199	4428.076	39.5073	39.5073	-0.0101	0.058	0.058	NA	NA	NA	NA	2.3358	0.0038	0.0038	0.0	52.04	0.9	0.81	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.7163372878895486	0.007446649075780742	0.00681293201320754	1.0583956531515695	0.007490163028562646	0.007621614327457449
KIC2984295	1.1046	0.0425	0.0425	18.6703	0.3217	0.3217	4335.001	39.5253	39.5253	-0.2528	0.058	0.058	NA	NA	NA	NA	1.9235	0.0038	0.0038	0.0	124.5	4.8	4.4	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.095169351431755	0.016429173448639034	0.015626344028849104	1.2711512963795983	0.007419405230917775	0.007548363239434197
KIC2984382	1.4655	0.056	0.056	4.7876	0.0826	0.0826	5019.0625	68.8077	68.8077	-0.2674	0.058	0.058	NA	NA	NA	NA	3.2455	0.0049	0.0049	0.0	13.10451	1.3556	0.83458	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.1174207865741383	0.04275081013342641	0.028578701491832614	0.6801178583071492	0.0074289380436000085	0.007558230543873501
KIC2984406	1.2833	0.0537	0.0537	10.9066	0.2039	0.2039	4640.362	44.1884	44.1884	-0.098	0.058	0.058	NA	NA	NA	NA	2.4714	0.0042	0.0042	0.0	57.31	2.75	2.81	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.7582304084577496	0.020354919405212613	0.021833906181107032	1.0376893856597622	0.008044218047513763	0.008196033471582487
KIC2984813	2.3219	0.4414	0.4414	56.1695	4.9909	4.9909	4029.5044	36.2121	36.2121	-0.3331	0.058	0.058	NA	NA	NA	NA	1.2774	0.013	0.013	0.0	749.38046	27.36787	130.00055	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.874702364732142	0.015577963467719336	0.08274525011376355	1.7495005579653815	0.0369697591480973	0.04041215645701923
KIC2989319	1.1083	0.2731	0.2731	39.45	4.5979	4.5979	4144.0864	38.0848	38.0848	-0.4741	0.058	0.058	NA	NA	NA	NA	1.2633	0.0153	0.0153	0.0	413.52706	16.60294	92.00576	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.616503933777715	0.01709580029018687	0.10929418461686069	1.5960470075454392	0.04787820054537306	0.05381805607454471
KIC2989746	1.2779	0.054	0.054	15.6034	0.2934	0.2934	4254.309	40.7236	40.7236	0.276	0.058	0.058	NA	NA	NA	NA	2.1508	0.0042	0.0042	0.0	71.85373	3.54072	3.81053	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.85644931772245	0.02089005967135371	0.023664587889759225	1.1932192419666523	0.008090468378381344	0.008244051268391228
KIC2989840	1.4832	0.0623	0.0623	12.5289	0.2348	0.2348	4474.5293	39.5429	39.5429	0.1954	0.058	0.058	NA	NA	NA	NA	2.4129	0.0041	0.0041	0.0	56.69047	2.19763	2.88816	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.7535100575829679	0.016517484632316615	0.022709135100291045	1.0979129429094854	0.008063645006556763	0.008216201566361159
KIC2990932	1.5088	0.058	0.058	5.3458	0.0925	0.0925	4779.997	57.2494	57.2494	0.2583	0.058	0.058	NA	NA	NA	NA	3.1624	0.0045	0.0045	0.0	13.44097	11.89379	0.7827	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.1284306117569622	0.27528618275212935	0.026056256849186887	0.728012706661228	0.007450454801153028	0.007580503911743253
KIC2991043	1.3418	0.2083	0.2083	27.5438	1.9909	1.9909	4127.3384	35.8154	35.8154	0.1842	0.058	0.058	NA	NA	NA	NA	1.6622	0.011	0.011	0.0	236.9	11.2	10.5	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.374565060722765	0.020061703549444143	0.019688638206531106	1.440023856225381	0.030308707625730902	0.03258366085339448
KIC2994493	1.1499	0.2751	0.2751	33.0491	3.7966	3.7966	4004.7515	34.972	34.972	0.0498	0.058	0.058	NA	NA	NA	NA	1.4328	0.0128	0.0128	0.0	253.11406	10.47101	55.5042	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.4033162700528377	0.017604537233909312	0.10750765957471886	1.5191596371845721	0.04722717454272862	0.05299664916608515
KIC2995197	1.1658	0.0454	0.0454	20.1039	0.3521	0.3521	4269.962	37.7795	37.7795	0.0164	0.058	0.058	NA	NA	NA	NA	1.8813	0.0037	0.0037	0.0	121.04626	4.73986	5.96115	1.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.0829513754675104	0.016681345610102483	0.021932238311679342	1.303280315339981	0.007540399678298115	0.007673635911858989
KIC2995753	1.146	0.0441	0.0441	9.0884	0.1574	0.1574	4714.07	55.4762	55.4762	-0.2886	0.058	0.058	NA	NA	NA	NA	2.5819	0.0044	0.0044	0.0	34.45	0.8	0.87	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	1.5371892262436446	0.009969895083772995	0.011108534441614637	0.9584874330203171	0.007457061766818818	0.00758734365392999
KIC2995944	1.0646	0.2024	0.2024	39.9795	3.5523	3.5523	4042.7954	37.0625	37.0625	-0.1433	0.058	0.058	NA	NA	NA	NA	1.2346	0.013	0.013	0.0	251.3	27.0	23.1	0.0	RGB	NA	NA	NA	NA	NA	NA	Pinsonneault25	A	3	2.400192488592576	0.044320717741467064	0.04187684851037998	1.6018373583514125	0.03696926685572843	0.04041156814939195
