ID	M	eM1	eM2	R	eR1	eR2	Teff	eTeff1	eTeff2	Fe/H	eFe/H1	eFe/H2	Ref	logg	elogg1	elogg2	logg_from_M,R	L	eL1	eL2	L_from_SB	class	type	orbit_a	eOrbit_a	R/a	detached	well_detached	source	mode	database
SW_CMa_B	2.105	0.018	0.018	2.496	0.042	0.042	8100.0	150.0	150.0	0.61	0.15	0.15	NA	3.967	0.015	0.015	NA	24.099	2.143	2.143	NA	MS	A	NA	NA	NA	True	True	eker14	EB	1
UX_Men_B	1.235	0.006	0.006	1.349	0.013	0.013	6200.0	100.0	100.0	0.04	0.1	0.1	NA	4.272	0.003	0.003	NA	2.415	0.173	0.173	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1
UX_Men_A	1.196	0.007	0.007	1.275	0.013	0.013	6150.0	100.0	100.0	0.04	0.1	0.1	NA	4.306	0.01	0.01	NA	2.089	0.155	0.155	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1
V1130_Tau_B	1.392	0.008	0.008	1.784	0.011	0.011	6625.0	70.0	70.0	-0.25	0.1	0.1	NA	4.08	0.006	0.006	NA	5.508	0.26	0.26	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1
V1130_Tau_A	1.306	0.008	0.008	1.49	0.01	0.01	6650.0	70.0	70.0	-0.25	0.1	0.1	NA	4.208	0.006	0.006	NA	3.899	0.184	0.184	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1
V1229_Tau_B	2.221	0.027	0.027	1.844	0.037	0.037	10025.0	620.0	620.0	0.06	0.05	0.05	NA	4.253	0.019	0.019	NA	30.832	10.283	10.283	NA	MS	B	NA	NA	NA	True	True	eker14	EB	1
V1229_Tau_A	1.565	0.015	0.015	1.587	0.042	0.042	7262.0	380.0	380.0	0.06	0.05	0.05	NA	4.231	0.024	0.024	NA	6.295	1.74	1.74	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1
V432_Aur_A	1.079	0.005	0.005	1.224	0.007	0.007	6685.0	85.0	85.0	-0.6	0.05	0.05	NA	4.296	0.005	0.005	NA	2.685	0.146	0.146	NA	MS	F	NA	NA	NA	True	True	torres10	EB	1
V505_Per_B	1.272	0.001	0.001	1.288	0.014	0.014	6512.0	21.0	21.0	-0.12	0.03	0.03	NA	4.32	0.01	0.01	NA	2.679	0.069	0.069	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1
V505_Per_A	1.254	0.001	0.001	1.267	0.014	0.014	6462.0	12.0	12.0	-0.12	0.03	0.03	NA	4.33	0.01	0.01	NA	2.512	0.059	0.059	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1
V565_Lyr_B	0.995	0.003	0.003	1.101	0.007	0.007	5600.0	95.0	95.0	0.28	0.05	0.05	NA	4.352	0.005	0.005	NA	1.072	0.079	0.079	NA	MS	G	NA	NA	NA	True	True	eker14	EB	1
V565_Lyr_A	0.929	0.003	0.003	0.971	0.009	0.009	5430.0	125.0	125.0	0.28	0.05	0.05	NA	4.432	0.008	0.008	NA	0.736	0.077	0.077	NA	MS	G	NA	NA	NA	True	True	eker14	EB	1
V568_Lyr_B	1.075	0.008	0.008	1.4	0.016	0.016	5665.0	100.0	100.0	0.28	0.05	0.05	NA	4.178	0.01	0.01	NA	1.811	0.143	0.143	NA	MS	G	NA	NA	NA	True	True	eker14	EB	1
V568_Lyr_A	0.827	0.004	0.004	0.768	0.006	0.006	4900.0	100.0	100.0	0.28	0.05	0.05	NA	4.586	0.008	0.008	NA	0.305	0.028	0.028	NA	MS	K	NA	NA	NA	True	True	eker14	EB	1
V636_Cen_B	1.052	0.005	0.005	1.024	0.004	0.004	5900.0	85.0	85.0	-0.2	0.08	0.08	NA	4.444	0.004	0.004	NA	1.14	0.07	0.07	NA	MS	G	NA	NA	NA	True	True	eker14	EB	1
V636_Cen_A	0.854	0.003	0.003	0.835	0.004	0.004	5000.0	100.0	100.0	-0.2	0.08	0.08	NA	4.532	0.005	0.005	NA	0.391	0.034	0.034	NA	MS	K	NA	NA	NA	True	True	eker14	EB	1
VZ_Cep_B	1.402	0.015	0.015	1.558	0.012	0.012	6670.0	160.0	160.0	0.06	0.09	0.09	NA	4.213	0.008	0.008	NA	4.315	0.46	0.46	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1
VZ_Cep_A	1.108	0.008	0.008	1.058	0.04	0.04	5720.0	120.0	120.0	0.06	0.09	0.09	NA	4.446	0.033	0.033	NA	1.076	0.137	0.137	NA	MS	G	NA	NA	NA	True	True	eker14	EB	1
VZ_Hya_B	1.271	0.009	0.009	1.315	0.005	0.005	6645.0	150.0	150.0	-0.2	0.12	0.12	NA	4.305	0.005	0.005	NA	3.027	0.3	0.3	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1
WZ_Oph_B	1.227	0.007	0.007	1.401	0.012	0.012	6165.0	100.0	100.0	-0.27	0.07	0.07	NA	4.234	0.008	0.008	NA	2.547	0.182	0.182	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1
WZ_Oph_A	1.22	0.006	0.006	1.419	0.012	0.012	6115.0	100.0	100.0	-0.27	0.07	0.07	NA	4.221	0.008	0.008	NA	2.529	0.181	0.181	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1
YZ_Cas_B	2.308	0.01	0.01	2.547	0.03	0.03	9200.0	300.0	300.0	0.1	0.06	0.06	NA	3.995	0.01	0.01	NA	41.687	6.397	6.397	NA	MS	A	NA	NA	NA	True	True	eker14	EB	1
YZ_Cas_A	1.347	0.01	0.01	1.359	0.02	0.02	6700.0	250.0	250.0	0.1	0.06	0.06	NA	4.307	0.013	0.013	NA	3.342	0.603	0.603	NA	MS	F	NA	NA	NA	True	True	eker14	EB	1
EPIC201367296	1.15	0.04	0.04	1.73	0.04	0.04	5718.0	71.0	71.0	0.21	0.08	0.08	NA	4.018	0.013	0.013	NA	2.7	0.342211612	0.342211612	NA	MS	G	NA	NA	NA	NA	NA	lund16	A	1
EPIC201367904	1.3	0.05	0.05	2.08	0.05	0.05	6251.0	78.0	78.0	-0.02	0.08	0.08	NA	3.916	0.013	0.013	NA	6.664	0.597819169	0.597819169	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1
EPIC201820830	1.29	0.08	0.08	1.74	0.05	0.05	6420.0	71.0	71.0	-0.07	0.11	0.11	NA	4.063	0.016	0.016	NA	4.555	0.353974438	0.353974438	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1
EPIC201860743	1.14	0.05	0.05	1.88	0.03	0.03	5926.0	78.0	78.0	-0.02	0.11	0.11	NA	3.945	0.014	0.014	NA	4.119	0.374560309	0.374560309	NA	MS	G	NA	NA	NA	NA	NA	lund16	A	1
EPIC204356572	1.18	0.07	0.07	1.5	0.04	0.04	6316.0	78.0	78.0	-0.07	0.08	0.08	NA	4.157	0.015	0.015	NA	3.422	0.297267427	0.297267427	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1
EPIC204506926	1.08	0.05	0.05	1.41	0.02	0.02	5705.0	78.0	78.0	0.38	0.08	0.08	NA	4.172	0.013	0.013	NA	2.374	0.207373528	0.207373528	NA	MS	G	NA	NA	NA	NA	NA	lund16	A	1
EPIC204550630	1.17	0.04	0.04	1.37	0.03	0.03	6199.0	65.0	65.0	-0.13	0.08	0.08	NA	4.228	0.014	0.014	NA	3.635	0.304111216	0.304111216	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1
EPIC204624076	1.22	0.05	0.05	1.83	0.04	0.04	6381.0	71.0	71.0	-0.13	0.11	0.11	NA	4.0	0.014	0.014	NA	6.112	0.47828118	0.47828118	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1
EPIC204926239	1.44	0.05	0.05	2.45	0.05	0.05	6225.0	71.0	71.0	0.1	0.08	0.08	NA	3.817	0.012	0.012	NA	6.714	0.596776978	0.596776978	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1
EPIC205962429	1.15	0.04	0.04	1.79	0.04	0.04	6082.0	65.0	65.0	-0.24	0.08	0.08	NA	3.99	0.012	0.012	NA	4.372	0.372936225	0.372936225	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1
EPIC205974115	1.15	0.04	0.04	1.36	0.03	0.03	6121.0	71.0	71.0	-0.07	0.08	0.08	NA	4.23	0.012	0.012	NA	3.386	0.460929318	0.460929318	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1
EPIC205995584	1.31	0.07	0.07	1.71	0.04	0.04	6433.0	71.0	71.0	-0.07	0.08	0.08	NA	4.082	0.013	0.013	NA	4.784	0.382916107	0.382916107	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1
EPIC206009487	1.03	0.05	0.05	1.49	0.04	0.04	5926.0	71.0	71.0	-0.24	0.08	0.08	NA	4.101	0.012	0.012	NA	1.949	0.164977136	0.164977136	NA	MS	G	NA	NA	NA	NA	NA	lund16	A	1
EPIC206064678	1.01	0.04	0.04	0.98	0.02	0.02	5562.0	71.0	71.0	0.26	0.11	0.11	NA	4.453	0.013	0.013	NA	0.9558	0.088951639	0.088951639	NA	MS	G	NA	NA	NA	NA	NA	lund16	A	1
EPIC206064711	1.27	0.05	0.05	1.57	0.03	0.03	6563.0	71.0	71.0	-0.18	0.08	0.08	NA	4.147	0.011	0.011	NA	3.997	0.308407549	0.308407549	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1
EPIC206070413	1.23	0.07	0.07	1.52	0.04	0.04	6446.0	71.0	71.0	-0.13	0.08	0.08	NA	4.16	0.014	0.014	NA	3.855	0.316837613	0.316837613	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1
EPIC206078331	0.94	0.04	0.04	1.13	0.03	0.03	5809.0	78.0	78.0	-0.18	0.11	0.11	NA	4.306	0.012	0.012	NA	1.423	0.123992981	0.123992981	NA	MS	G	NA	NA	NA	NA	NA	lund16	A	1
EPIC206088888	1.08	0.06	0.06	1.3	0.03	0.03	5965.0	71.0	71.0	-0.02	0.08	0.08	NA	4.242	0.012	0.012	NA	2.132	0.179668843	0.179668843	NA	MS	G	NA	NA	NA	NA	NA	lund16	A	1
EPIC206094605	1.4	0.11	0.11	2.01	0.07	0.07	6537.0	78.0	78.0	0.04	0.08	0.08	NA	3.979	0.014	0.014	NA	6.616	0.579248511	0.579248511	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1
EPIC206107253	1.16	0.03	0.03	1.31	0.02	0.02	6290.0	65.0	65.0	-0.18	0.08	0.08	NA	4.267	0.01	0.01	NA	2.481	0.208415083	0.208415083	NA	MS	F	NA	NA	NA	NA	NA	lund16	A	1
