Seq	SIMBAD_ID	M	eM1	eM2	R	eR1	eR2	Teff	eTeff1	eTeff2	L	eL1	eL2	FeH	eFeH1	eFeH2	logg	elogg1	elogg2	rho	erho1	erho2	cutoff	class	type	pla	catalog	e_M	e_R	e_Teff	e_L	mode	logTeff	elogTeff1	elogTeff2	logL	elogL1	elogL2
448	KIC11709205	1.33	0.07	0.14	4.07	0.11	0.18	4882	71	71	8.298	0.848401657466643	0.848401657466643	0.26	0.15	0.1	3.34	0.011	0.011	0.0197	0.0007	0.0008	4.5939652	PMS	K	NA	C14sdss	7.89473684210526	3.56265356265356	1.45432199918066	10.2241703719769	A	3.6885977750811696	0.006270552901286308	0.006362418178605278	0.9189734304929542	0.042276838691570395	0.046840572821686965
449	KIC11713510	1.08	0.0447213595499958	0.0420594816896262	1.62	0.0282842712474619	0.0275862284482674	5941	58	58	2.86	0.258193921285705	0.258193921285705	-0.143	0.1	0.1	4.052	0.0067082039324993	0.0067082039324993	0.2541	0.0048237252202006	0.0048568395073339	3.8997907	MS	G	NA	serenelli17	4.01763153887139	1.72439813875708	0.976266621780845	9.02775948551415	A	3.773859552376687	0.004219309560768103	0.004260703989240611	0.456366033129043	0.03753708744971057	0.04109110911361652
450	KIC11717120	0.999	0.0939201788754685	0.089196412483911	2.344	0.104995237987254	0.102142057938931	5209	59	59	3.506	0.342056545041439	0.342056545041439	-0.365	0.101	0.101	3.697	0.0092195444572928	0.0092195444572928	0.07745	0.0037435515810524	0.0036478518939233	4.3796167	PMS	G	NA	serenelli17	9.16499456253151	4.41845767760633	1.13265502015742	9.75631902571132	A	3.716754357432697	0.004891408857049306	0.004947128391505906	0.5448119117577761	0.04042953336970612	0.044583198442539884
451	KIC11722551	1.09	0.07	0.07	2.2	0.06	0.06	4997	78	78	3.083	0.298607124602014	0.298607124602014	0.41	0.1	0.1	3.791	0.008	0.008	0.1028	0.0028	0.0028	4.5185827	PMS	K	NA	C14sdss	6.42201834862385	2.72727272727273	1.56093656193716	9.68560248465825	A	3.698709349442587	0.006726697142663607	0.006832526883255419	0.4889735247265083	0.04014962509684389	0.044243010893072476
452	KIC11723674	1.4	0.061400325732035	0.061400325732035	2.466	0.0653069674690228	0.0626099033699941	6246	63	63	10.05	0.93095053632956	0.93095053632956	-0.062	0.1	0.1	3.799	0.014560219778561	0.01552417469626	0.09306	0.0049693430712721	0.0048686284064405	3.6998632	MS	F	NA	serenelli17	4.38573755228821	2.5936105198503	1.00864553314121	9.26318941621453	A	3.7956019798941796	0.0043585475118037564	0.004402733395304281	1.0021660617565078	0.03847387351378151	0.0422164903356651
453	KIC11757831	1.42	0.14	0.1	1.82	0.07	0.06	6754	70	70	7.031	0.617434133830106	0.617434133830106	-0.02	0.15	0.2	4.07	0.014	0.014	0.2351	0.01	0.0098	3.3668692	MS	F	NA	C14sdss	8.45070422535211	3.57142857142857	1.0364228605271	8.78159769350173	A	3.8295610562993927	0.004477961860073876	0.00452461507803914	0.8470170979353542	0.03655543308161657	0.039917538711481626
454	KIC11771760	1.529	0.0580086200490927	0.0572013985843004	2.983	0.0496789693934969	0.0484148737476408	6075	70	70	12.46	1.13342387439043	1.13342387439043	-0.101	0.1	0.1	3.671	0.0063245553203367	0.0063245553203367	0.05749	0.0012170884314625	0.0012069190693662	3.8119537	PMS	F	NA	serenelli17	3.7674957041659	1.64421460176228	1.1522633744856	9.09649979446573	A	3.7835462822703496	0.004975604952123458	0.005033270531424883	1.0955180423231508	0.03781081709306933	0.041419394108254126
455	KIC11772920	0.835	0.0498196748283246	0.0498196748283246	0.849	0.0184390889145858	0.0184390889145858	5412	57	57	0.553	0.050619341144658	0.050619341144658	-0.092	0.1	0.1	4.501	0.01	0.01	1.362	0.0113552321420568	0.0112245916184064	4.2465502	MS	G	NA	serenelli17	5.96642812315265	2.17185970725392	1.05321507760532	9.1535879104264	A	3.7333577879255855	0.004550135449053361	0.004598312757710943	-0.2572748686953017	0.0380380156666886	0.04169222014977747
456	KIC11802939	1.37	0.16	0.19	2.68	0.15	0.15	6045	82	82	10.02	0.888111407570189	0.888111407570189	0.06	0.15	0.15	3.718	0.03	0.03	0.0713	0.0071	0.0069	3.8316187	PMS	F	NA	C14sdss	12.7737226277372	5.59701492537313	1.3564929693962	8.86338730109969	A	3.7813963051967905	0.005851575135163323	0.005931495851051238	1.000867721531227	0.03688184333113176	0.0403071170034488
457	KIC11802968	0.966	0.0930483745156249	0.0810246875958186	2.467	0.0822800097228969	0.0739256383131049	5083	74	74	3.9	0.372827117031946	0.372827117031946	-0.133	0.101	0.101	3.638	0.013	0.013	0.06433	0.0010586707939676	0.0010792407701713	4.4622097	PMS	K	NA	serenelli17	9.00999286291115	3.16590287871913	1.45583316938816	9.55966966748579	A	3.7061201097027037	0.006277021704011343	0.006369078013189533	0.5910646070264992	0.03965071414595822	0.043637860066990664
458	KIC11807274	1.239	0.04	0.04	1.582	0.015	0.021	6225	75	75	3.466	0.167	0.157	-0.089	0.0721110255092798	0.0721110255092798	4.135	0.007	0.009	0.315318514310063	0.0049712378382217	0.0049712378382217	3.7136287	MS	F	p	silva15	3.22841000807102	1.1378002528445	1.20481927710843	4.67397576457011	A	3.794139355767774	0.005201193685807848	0.005264239992357034	0.5398285583778982	0.02043683948481645	0.020131791218045203
459	KIC11809558	1.37	0.17	0.14	3.0	0.14	0.12	5089	105	105	5.24	0.506955178211003	0.506955178211003	0.24	0.15	0.2	3.618	0.014	0.014	0.0504	0.0015	0.0015	4.4582767	PMS	K	NA	C14sdss	11.3138686131387	4.33333333333333	2.06327372764787	9.67471714143136	A	3.7066324508732946	0.008869494419989188	0.009054417222181588	0.7193312869837266	0.040106523003365924	0.04419066974086261
460	KIC11817562	1.448	0.0815414005275848	0.0734098086089318	2.477	0.103740059764779	0.0933005894943864	6247	58	58	9.93	0.875129543737153	0.875129543737153	0.059	0.1	0.1	3.809	0.0243310501211929	0.0243310501211929	0.09475	0.0084198466138047	0.008058509291426	3.6992077	MS	F	NA	serenelli17	5.3505251773659	3.9774051122157	0.928445653913879	8.81298634176388	A	3.7956715059460215	0.004013584963078909	0.004051023253207386	0.9969492484953811	0.036680729553398295	0.040067007046038605
461	KIC11853905	1.117	0.021	0.029	1.555	0.012	0.012	5781	76	76	2.505	0.142	0.124	0.177	0.0721110255092798	0.0721110255092798	4.102	0.005	0.004	0.297564093459271	0.0028407073361267	0.00426106100419	4.0046707	MS	G	p	silva15	2.23813786929275	0.771704180064309	1.31465144438678	5.30938123752495	A	3.7620029693751156	0.005672254652844266	0.005747320620882235	0.3988077302032645	0.023946211098083703	0.02204833479838464
462	KIC11862119	1.17	0.15	0.13	1.52	0.09	0.08	6271	56	56	2.733	0.242536025024653	0.242536025024653	-0.38	0.15	0.15	4.141	0.018	0.018	0.3318	0.0228	0.0225	3.6834757	MS	F	NA	C14sdss	11.965811965812	5.59210526315789	0.892999521607399	8.87435144620026	A	3.7973368007753496	0.0038610336837994197	0.00389566779768602	0.4366396316926607	0.03692558097392523	0.040359367729287166
463	KIC11873252	1.284	0.234610315203744	0.221056553849914	3.938	0.330727984906025	0.326352570083338	5199	68	68	7.978	0.784680701770234	0.784680701770234	-0.355	0.102	0.102	3.355	0.0152970585407784	0.0152970585407784	0.02099	0.0018779246417255	0.0017362018776628	4.3861717	PMS	K	NA	serenelli17	17.7440369569181	8.3428206575592	1.30794383535295	9.8355565526477	A	3.7159198174335795	0.005643500923901534	0.0057178027781947804	0.9018940319738208	0.04074295500346237	0.044964693710907166
464	KIC11904151	0.918	0.011	0.019	1.066	0.006	0.009	5647	74	74	1.063	0.032	0.034	-0.114	0.0721110255092798	0.0721110255092798	4.344	0.003	0.003	0.758468858745828	0.0049712378382217	0.00852212200838	4.0925077	MS	G	p	silva15	1.63398692810457	0.703564727954972	1.31043031698247	3.10442144873001	A	3.7518177877368792	0.005654160028788713	0.0057287446806788545	0.026533264523296733	0.012880854652840397	0.01411788976086384
465	KIC11911418	1.32	0.11	0.12	2.66	0.09	0.1	5629	72	72	6.034	0.556599212760809	0.556599212760809	-0.46	0.15	0.15	3.706	0.01	0.011	0.0697	0.0021	0.002	4.1043067	PMS	G	NA	C14sdss	8.71212121212121	3.57142857142857	1.27909042458696	9.22438204774295	A	3.750431248660202	0.0055197923439300745	0.005590851874822889	0.7806053058389696	0.038319596306627846	0.042030785958536376
466	KIC11919192	1.6	0.15	0.19	2.29	0.1	0.11	6788	81	81	9.2	0.763354240531006	0.763354240531006	-0.28	0.2	0.15	3.919	0.019	0.02	0.1324	0.0085	0.0081	3.3445822	MS	F	NA	C14sdss	10.625	4.58515283842795	1.19328226281674	8.29732870142398	A	3.8317418336456384	0.0051516827307955815	0.005213527304986698	0.9637878273455552	0.03461774430270681	0.03761801314858715
467	KIC11962180	1.35	0.14	0.15	1.97	0.1	0.1	6329	80	80	6.241	0.54760477266195	0.54760477266195	0.06	0.15	0.1	3.979	0.016	0.018	0.1772	0.0119	0.0115	3.6454567	MS	F	NA	C14sdss	10.7407407407407	5.0761421319797	1.26402275240954	8.77431137096539	A	3.8013350956745464	0.005455175909520271	0.005524571007138324	0.7952541825808829	0.03652634253945941	0.03988284962227795
468	KIC11968749	1.43	0.48	0.43	4.25	0.45	0.48	5136	70	70	10.26	1.00343540915718	1.00343540915718	-0.12	0.1	0.15	3.342	0.033	0.051	0.0187	0.0009	0.0009	4.4274682	PMS	K	NA	C14sdss	31.8181818181818	10.9411764705882	1.36292834890966	9.78007221400761	A	3.710625015060797	0.0058791487124199016	0.005959829606267952	1.0111473607757975	0.0405235121272749	0.0446975248569913
469	KIC11971746	1.11	0.1	0.17	1.35	0.05	0.08	5952	75	75	2.284	0.187851531564525	0.187851531564525	0.18	0.15	0.15	4.215	0.018	0.021	0.4471	0.021	0.0203	3.8925802	MS	G	NA	C14sdss	12.1621621621622	4.81481481481481	1.26008064516129	8.22467301070598	A	3.7746629225378223	0.005438268930089141	0.005507231823423719	0.3586960995738104	0.03432628231277052	0.03727405945930068
470	KIC12009504	1.1688	0.019	0.0399	1.4016	0.012	0.015	6179	77	77	2.544	0.106	0.113	-0.08	0.1	0.1	4.2108	0.0055	0.0066	0.424244726937007	0.0066096157943327	0.0069547617356721	3.7437817	MS	F	NA	silva17	2.51967830253251	0.963184931506849	1.2461563359767	4.30424528301887	A	3.7909181952145783	0.00537854483721345	0.005445991908190173	0.4055171069763763	0.017728766960431575	0.019732148133040528
471	KIC12011630	0.85	0.12	0.08	0.99	0.05	0.03	5817	85	85	1.085	0.0967060568359897	0.0967060568359897	-0.08	0.15	0.15	4.383	0.018	0.015	0.8915	0.0315	0.0307	3.9810727	MS	G	NA	C14sdss	11.7647058823529	4.04040404040404	1.46123431321987	8.91300063004514	A	3.7646990637983677	0.006300141365572998	0.006392882073060768	0.0354297381845483	0.037079723326913845	0.04054360441885709
472	KIC12020532	1.855	0.0918313671900838	0.11216059914248	3.983	0.104995237987254	0.113600176056202	5392	81	81	14.32	1.30003420769516	1.30003420769516	0.021	0.1	0.1	3.5	0.0098488578017961	0.0098488578017961	0.02909	0.001054960970842	0.0011749670676236	4.2596602	PMS	G	NA	serenelli17	5.49843575020387	2.74410512231302	1.50222551928783	9.07845117105556	A	3.7317498835272636	0.00647556461524168	0.00657358210812653	1.1559430179718369	0.037738962670403664	0.04133317477136589
473	KIC12055375	1.04	0.16	0.12	1.54	0.1	0.08	5991	75	75	2.481	0.210149961264132	0.210149961264132	-0.34	0.2	0.1	4.081	0.025	0.026	0.2845	0.0246	0.0235	3.8670157	MS	G	NA	C14sdss	13.4615384615385	5.84415584415584	1.25187781672509	8.47037328755068	A	3.777499319590365	0.005403086384279554	0.0054711542655101475	0.3946267642722091	0.03531113473082609	0.0384383088282943
474	KIC12058443	1.12	0.12	0.11	3.24	0.14	0.13	4986	81	81	6.645	0.643725343742905	0.643725343742905	0.16	0.1	0.15	3.464	0.01	0.011	0.0328	0.001	0.0009	4.5257932	PMS	K	NA	C14sdss	10.2678571428571	4.16666666666667	1.62454873646209	9.68736408943424	A	3.6977522741677546	0.0069986301229163494	0.007113262451787339	0.8224949852787508	0.04015660002402355	0.04425148199752471
476	KIC12069127	1.59	0.0629682459657247	0.0629682459657247	2.295	0.031890437438204	0.0312409987036266	6476	66	66	9.191	0.784090215884662	0.784090215884662	0.076	0.1	0.1	3.916	0.0067082039324993	0.0067082039324993	0.1312	0.0017121244113673	0.001537	3.5490982	MS	F	NA	serenelli17	3.96026704186947	1.3754125521096	1.01914762198888	8.53106534527975	A	3.811306840081336	0.004403699707626885	0.00444881056251889	0.9633627661037362	0.03555406608299083	0.038726379144657375
477	KIC12069424	1.0491	0.019	0.0209	1.2156	0.012	0.012	5825	50	50	1.531	0.072	0.07	0.1	0.03	0.03	4.2867	0.0066	0.0066	0.58224770967971	0.0111199488672679	0.0120282650379945	3.9758287	MS	G	NA	silva17	1.90162996854447	0.987166831194472	0.858369098712446	4.6374918354017	A	3.7652959296980564	0.0037119412457173873	0.00374394113387444	0.18497519069826102	0.019958331655883815	0.020324974763964276
478	KIC12069449	0.9883	0.0209	0.019	1.0957	0.009	0.009	5750	50	50	1.173	0.058	0.049	0.05	0.02	0.02	4.3527	0.0055	0.0066	0.750644840565301	0.0131723599176195	0.0151210851502024	4.0249912	MS	G	NA	silva17	2.01861782859456	0.821392716984576	0.869565217391304	4.56095481670929	A	3.7596678446896306	0.003760148873306779	0.0037929890171390923	0.06929801211552926	0.020960040815787076	0.018531700882486936
479	KIC12069569	1.363	0.0763806258157132	0.0704343666117613	2.314	0.094847245611035	0.0885494212290515	6357	59	59	9.057	0.82883283083401	0.82883283083401	-0.109	0.1	0.1	3.843	0.0245153013442625	0.0254950975679639	0.1097	0.0100090151863208	0.0096250690387134	3.6271027	MS	F	NA	serenelli17	5.38572972954786	3.96276289628536	0.928110744061664	9.15129547128199	A	3.803252211430457	0.0040121438456499625	0.004049555129931992	0.9569843677427602	0.038028894536138225	0.04168126120174287
480	KIC12117868	1.11	0.068264192663504	0.0632455532033676	1.326	0.0474341649025257	0.0445982062419555	6160	51	51	2.205	0.193501337269489	0.193501337269489	-0.108	0.099	0.099	4.239	0.021377558326432	0.0223606797749979	0.4732	0.0369493480456692	0.0355644038471053	3.7562362	MS	F	NA	serenelli17	5.92386242643566	3.47030057105887	0.827922077922078	8.77557085122398	A	3.7895807121644256	0.0035808170811253426	0.0036105870324161238	0.34340859380385735	0.036531371136310886	0.0398888456208889
481	KIC12156916	1.28	0.14	0.16	1.58	0.06	0.07	6546	56	56	3.54	0.309113868215457	0.309113868215457	-0.42	0.2	0.15	4.146	0.015	0.018	0.3241	0.0104	0.01	3.5032132	MS	F	NA	C14sdss	11.71875	4.11392405063291	0.855484265200122	8.73203017557787	A	3.8159760009719856	0.0036995190223070296	0.0037313041716164896	0.5490032620257879	0.03635749697895019	0.039681609860532374
482	KIC12253255	1.48	0.16	0.14	2.27	0.11	0.09	6457	64	64	9.183	0.787558936040192	0.787558936040192	0.1	0.2	0.1	3.89	0.018	0.018	0.1244	0.0068	0.0071	3.5615527	MS	F	NA	C14sdss	10.1351351351351	4.40528634361234	0.991172371070156	8.57627067450933	A	3.8100307864058394	0.004283413801620117	0.004326081971974816	0.9629845843169971	0.035734920637983336	0.038941067093420045
483	KIC12258514	1.2581	0.0095	0.0095	1.6055	0.012	0.009	5964	77	77	3.162	0.104	0.09	0.0	0.1	0.1	4.1261	0.0033	0.0044	0.304067892905333	0.0045479724451388	0.0047262268304807	3.8847142	MS	G	NA	silva17	0.755106907241078	0.654001868576767	1.29107981220657	3.06767868437698	A	3.775537634780957	0.0055712009485091585	0.005643598968787966	0.4999618655961902	0.014054314804459123	0.012540654236715798
484	KIC12265063	1.12	0.0754320886625844	0.0708378429936993	1.641	0.0572712842531054	0.0554616984954482	6189	60	60	3.367	0.302359729694871	0.302359729694871	-0.268	0.101	0.101	4.056	0.0240416305603426	0.0230867927612304	0.2531	0.0149093752048837	0.0251298521483912	3.7372267	MS	F	NA	serenelli17	6.52990766322695	3.43488673822528	0.969461948618517	8.98009295203062	A	3.791620482692814	0.004190041974593939	0.004230861340704273	0.5272431163880886	0.03734717398960552	0.040863612342860234
485	KIC12304142	1.36	0.09	0.11	1.83	0.04	0.05	6186	56	56	4.448	0.382339102492622	0.382339102492622	0.06	0.15	0.1	4.045	0.012	0.013	0.2218	0.006	0.006	3.7391932	MS	F	NA	C14sdss	7.35294117647059	2.45901639344262	0.905269964435823	8.59575320352117	A	3.79140991566716	0.003913848662153718	0.00394944114874507	0.6481647785740011	0.035812841861122324	0.03903362573849034
486	KIC12307366	1.39	0.29	0.08	3.81	0.3	0.12	5064	79	79	10.13	1.08257177893044	1.08257177893044	0.02	0.1	0.15	3.429	0.011	0.012	0.0253	0.0011	0.0011	4.4746642	PMS	K	NA	C14sdss	13.3093525179856	5.51181102362205	1.56003159557662	10.6867895254732	A	3.7044936970092985	0.006722827311791413	0.006828534361623895	1.0056094453602804	0.04409579090088722	0.049084299097265305
488	KIC12317678	1.452	0.0742024258363566	0.0730068489937759	1.851	0.0346698716467194	0.034132096331752	6549	48	48	5.484	0.499756557166578	0.499756557166578	-0.3	0.204	0.204	4.066	0.0084852813742385	0.0084852813742385	0.2292	0.0028247718491942	0.0029190870148044	3.5012467	MS	F	NA	serenelli17	5.06918990461889	1.85850804912133	0.732936326156665	9.1129933837815	A	3.816174990428802	0.003171493651651147	0.0031948243893213935	0.7390974461174751	0.03787647028474239	0.04149819992679238
489	KIC12366681	1.516	0.0965401470891774	0.0802807573457052	2.62	0.0560357029044876	0.0459673797382448	6188	66	66	14.21	1.14715463299792	1.14715463299792	0.15	0.1	0.1	3.781	0.0134164078649987	0.01	0.08423	0.0017732016241815	0.0017564296171495	3.7378822	MS	F	NA	serenelli17	5.83182402489718	1.94662371455596	1.06658047834518	8.07286863474963	A	3.79155030502733	0.004607571879584604	0.004656979766014313	1.1525940779274697	0.033716679326719845	0.03655629206082489
490	KIC12507240	1.37	0.11	0.1	1.94	0.06	0.06	6157	97	97	4.666	0.394698516195017	0.394698516195017	0.02	0.2	0.15	4.001	0.015	0.015	0.1892	0.0071	0.0071	3.7582027	MS	F	NA	C14sdss	7.66423357664234	3.09278350515464	1.57544258567484	8.45903378043327	A	3.7893691535914815	0.006788723315433121	0.0068965294251954745	0.6689447344577338	0.035265731155168734	0.038384507884122954
491	KIC12508433	1.17	0.09	0.12	2.2	0.07	0.09	5257	74	74	3.943	0.377045108976199	0.377045108976199	0.2	0.15	0.15	3.819	0.011	0.013	0.1094	0.0038	0.0036	4.3481527	PMS	G	NA	C14sdss	8.97435897435897	3.63636363636364	1.40764694692791	9.5623918076642	A	3.720737977018425	0.006070705506538765	0.006156768178893657	0.5958267770732232	0.03966150457436646	0.043650931981323304
492	KIC12735580	1.17	0.2	0.12	1.81	0.1	0.08	6170	64	64	4.369	0.387567902099446	0.387567902099446	0.06	0.15	0.15	3.994	0.03	0.029	0.199	0.0176	0.0168	3.7496812	MS	F	NA	C14sdss	13.6752136752137	4.97237569060773	1.03727714748784	8.87086065688822	A	3.7902851640332416	0.004481633907579496	0.004528364070598645	0.6403820447095684	0.03691165616225034	0.040342731342903115
493	KIC1430163	1.34	0.06	0.06	1.48	0.03	0.03	6520	84	84	3.592	0.288982235214758	0.288982235214758	-0.11	0.09	0.09	4.221	0.013	0.014	0.4099	0.0171	0.0174	3.5202562	MS	F	NA	C14bruntt	4.47761194029851	2.02702702702703	1.28834355828221	8.04516245029951	A	3.81424759573192	0.005559468858835626	0.005631560304928396	0.5553363279952668	0.03360532681229256	0.036425418509890894
494	KIC1435467	1.344	0.0447772263544762	0.042190046219458	1.693	0.0180277563773199	0.0188679622641132	6433	86	86	4.083	0.335815055345119	0.335815055345119	-0.028	0.099	0.099	4.109	0.0063245553203367	0.0063245553203367	0.2777	0.0028125435107745	0.0028252267165663	3.5772847	MS	F	NA	serenelli17	3.23538960468505	1.08965501008367	1.33685683196021	8.22471357690714	A	3.8084135514003683	0.005767429639818467	0.005845053086412033	0.6109793799229971	0.034326445100733016	0.0372742514246337
